"","period","trade_value_usd","origin","destin","period_date"
"1417",201402,320877,"Netherlands","France",2014-02-01
"1418",201402,341,"Poland","France",2014-02-01
"1419",201402,806,"Portugal","France",2014-02-01
"1420",201402,182218,"Austria","Germany",2014-02-01
"1421",201402,855834,"Belgium","Germany",2014-02-01
"1422",201402,1392246,"Bulgaria","Germany",2014-02-01
"1423",201402,15802,"Denmark","Germany",2014-02-01
"1424",201402,542954,"France","Germany",2014-02-01
"1425",201402,2271392,"Greece","Germany",2014-02-01
"1426",201402,243500,"Italy","Germany",2014-02-01
"1427",201402,40508,"Jordan","Germany",2014-02-01
"1428",201402,1475,"Luxembourg","Germany",2014-02-01
"1429",201402,69284,"Morocco","Germany",2014-02-01
"1430",201402,10975304,"Netherlands","Germany",2014-02-01
"1431",201402,6870,"Poland","Germany",2014-02-01
"1432",201402,384663,"Portugal","Germany",2014-02-01
"1433",201402,36385779,"Spain","Germany",2014-02-01
"1434",201402,142666,"Turkey","Germany",2014-02-01
"1435",201402,38733,"Egypt","Germany",2014-02-01
"1436",201402,219,"United Kingdom","Germany",2014-02-01
"1437",201506,1142380,"Belgium","Netherlands",2015-06-01
"1438",201506,84580,"Germany","Netherlands",2015-06-01
"1439",201506,538,"Italy","Netherlands",2015-06-01
"1440",201506,441803,"Spain","Netherlands",2015-06-01
"1441",201506,3196,"Suriname","Netherlands",2015-06-01
"1442",201506,9531,"United Kingdom","Netherlands",2015-06-01
"1443",201402,18340,"Honduras","Guatemala",2014-02-01
"1444",201506,31537,"Afghanistan","Pakistan",2015-06-01
"1445",201402,725,"Denmark","Ireland",2014-02-01
"1446",201402,9731,"France","Ireland",2014-02-01
"1447",201402,351678,"Germany","Ireland",2014-02-01
"1448",201402,182,"Jordan","Ireland",2014-02-01
"1449",201402,1344,"Lithuania","Ireland",2014-02-01
"1450",201402,64913,"Netherlands","Ireland",2014-02-01
"1451",201402,1531,"India","Ireland",2014-02-01
"1452",201402,366750,"Spain","Ireland",2014-02-01
"1453",201402,225541,"United Kingdom","Ireland",2014-02-01
"1454",201506,36,"Portugal","Cabo Verde",2015-06-01
"1455",201506,727,"Spain","Cabo Verde",2015-06-01
"1456",201506,273297,"Germany","Belgium",2015-06-01
"1457",201506,3859883,"Netherlands","Belgium",2015-06-01
"1458",201506,395,"Romania","Belgium",2015-06-01
"1459",201506,26286,"Spain","Belgium",2015-06-01
"1460",201506,751,"Uganda","Belgium",2015-06-01
"1461",201506,623145,"France","Belgium",2015-06-01
"1462",201506,354416,"Austria","Italy",2015-06-01
"1463",201506,545,"Belgium","Italy",2015-06-01
"1464",201506,3757,"France","Italy",2015-06-01
"1465",201506,211059,"Germany","Italy",2015-06-01
"1466",201506,22496,"Netherlands","Italy",2015-06-01
"1467",201506,11,"Slovenia","Italy",2015-06-01
"1468",201506,233556,"Spain","Italy",2015-06-01
"1469",201506,10561,"Albania","Serbia",2015-06-01
"1470",201506,492,"Greece","Serbia",2015-06-01
"1471",201506,21700,"Romania","Serbia",2015-06-01
"1472",201506,500973,"TFYR of Macedonia","Serbia",2015-06-01
"1473",201402,236534,"Belgium","Netherlands",2014-02-01
"1474",201402,57621,"Germany","Netherlands",2014-02-01
"1475",201402,800193,"Greece","Netherlands",2014-02-01
"1476",201402,2213,"Italy","Netherlands",2014-02-01
"1477",201402,67714,"Slovenia","Netherlands",2014-02-01
"1478",201402,17194369,"Spain","Netherlands",2014-02-01
"1479",201402,2458,"Suriname","Netherlands",2014-02-01
"1480",201402,24515,"Turkey","Netherlands",2014-02-01
"1481",201402,2445,"Egypt","Netherlands",2014-02-01
"1482",201402,9806,"Italy","Malta",2014-02-01
"1483",201402,2267,"Morocco","Netherlands",2014-02-01
"1484",201402,2172,"United Kingdom","Netherlands",2014-02-01
"1485",201506,4705,"Australia","Singapore",2015-06-01
"1486",201506,409,"China","Singapore",2015-06-01
"1487",201506,311,"China, Hong Kong SAR","Singapore",2015-06-01
"1488",201506,15,"Indonesia","Singapore",2015-06-01
"1489",201506,4683,"Japan","Singapore",2015-06-01
"1490",201506,214,"Rep. of Korea","Singapore",2015-06-01
"1491",201506,855333,"Malaysia","Singapore",2015-06-01
"1492",201506,27,"Nepal","Singapore",2015-06-01
"1493",201506,1342,"Netherlands","Singapore",2015-06-01
"1494",201506,29145,"India","Singapore",2015-06-01
"1495",201506,169,"South Africa","Singapore",2015-06-01
"1496",201506,65987,"Thailand","Singapore",2015-06-01
"1497",201506,528,"United States of America","Singapore",2015-06-01
"1498",201509,20927,"Bosnia Herzegovina","Slovenia",2015-09-01
"1499",201506,200766,"Armenia","Russian Federation",2015-06-01
"1500",201506,1470965,"Belarus","Russian Federation",2015-06-01
"1501",201506,1580985,"China","Russian Federation",2015-06-01
"1502",201506,182533,"Kazakhstan","Russian Federation",2015-06-01
"1503",201506,996,"Rep. of Korea","Russian Federation",2015-06-01
"1504",201506,13200,"Turkey","Russian Federation",2015-06-01
"1505",201506,3659,"TFYR of Macedonia","Russian Federation",2015-06-01
"1506",201506,4416,"Uzbekistan","Russian Federation",2015-06-01
"1507",201509,34936,"Austria","Slovenia",2015-09-01
"1508",201509,119,"Canada","Slovenia",2015-09-01
"1509",201509,16689,"Croatia","Slovenia",2015-09-01
"1510",201509,131,"Hungary","Slovenia",2015-09-01
"1511",201509,869,"Netherlands","Slovenia",2015-09-01
"1512",201509,13842,"Serbia","Slovenia",2015-09-01
"1513",201509,6186,"Spain","Slovenia",2015-09-01
"1514",201509,46,"Thailand","Slovenia",2015-09-01
"1515",201509,34592,"TFYR of Macedonia","Slovenia",2015-09-01
"1516",201509,61,"Germany","Slovenia",2015-09-01
"1517",201509,38588,"Italy","Slovenia",2015-09-01
"1518",201509,37,"India","Slovenia",2015-09-01
"1519",201509,1565098,"Netherlands","Sweden",2015-09-01
"1520",201509,355644,"Spain","Sweden",2015-09-01
"1521",201509,8124,"Turkey","Sweden",2015-09-01
"1522",201506,2079,"Serbia","Bosnia Herzegovina",2015-06-01
"1523",201506,9674,"TFYR of Macedonia","Bosnia Herzegovina",2015-06-01
"1524",201506,7733,"South Africa","Mozambique",2015-06-01
"1525",201402,1016,"Belgium","Romania",2014-02-01
"1526",201402,17089,"Bulgaria","Romania",2014-02-01
"1527",201402,155388,"France","Romania",2014-02-01
"1528",201402,202912,"Germany","Romania",2014-02-01
"1529",201402,789765,"Greece","Romania",2014-02-01
"1530",201402,6784,"Hungary","Romania",2014-02-01
"1531",201402,82621,"Italy","Romania",2014-02-01
"1532",201402,7281,"Jordan","Romania",2014-02-01
"1533",201402,91885,"Netherlands","Romania",2014-02-01
"1534",201402,288909,"Spain","Romania",2014-02-01
"1535",201402,95478,"Turkey","Romania",2014-02-01
"1536",201506,9556,"United States of America","Bermuda",2015-06-01
"1537",201506,22367,"Denmark","Greenland",2015-06-01
"1538",201506,314,"Spain","Greenland",2015-06-01
"1539",201506,14937,"Bangladesh","Kuwait",2015-06-01
"1540",201506,606,"Sri Lanka","Kuwait",2015-06-01
"1541",201506,12203,"Jordan","Kuwait",2015-06-01
"1542",201506,2849,"Lebanon","Kuwait",2015-06-01
"1543",201506,334,"Netherlands","Kuwait",2015-06-01
"1544",201506,1264,"Pakistan","Kuwait",2015-06-01
"1545",201506,7674,"Saudi Arabia","Kuwait",2015-06-01
"1546",201506,130095,"India","Kuwait",2015-06-01
"1547",201506,645,"Egypt","Kuwait",2015-06-01
"1548",201402,354043,"Netherlands","Spain",2014-02-01
"1549",201402,1983,"Austria","Slovakia",2014-02-01
"1550",201402,49995,"Czech Rep.","Slovakia",2014-02-01
"1551",201402,336003,"Germany","Slovakia",2014-02-01
"1552",201402,90026,"Greece","Slovakia",2014-02-01
"1553",201402,224,"Hungary","Slovakia",2014-02-01
"1554",201402,6760,"Italy","Slovakia",2014-02-01
"1555",201402,1648,"Poland","Slovakia",2014-02-01
"1556",201402,27071,"Slovakia","Slovakia",2014-02-01
"1557",201402,579040,"Spain","Slovakia",2014-02-01
"1558",201402,3414,"Belgium","Spain",2014-02-01
"1559",201402,3551,"France","Spain",2014-02-01
"1560",201402,68274,"Germany","Spain",2014-02-01
"1561",201402,27315,"Greece","Spain",2014-02-01
"1562",201402,73573,"Italy","Spain",2014-02-01
"1563",201402,505,"Lithuania","Spain",2014-02-01
"1564",201402,2027483,"Morocco","Spain",2014-02-01
"1565",201402,6091,"Poland","Spain",2014-02-01
"1566",201402,328,"Portugal","Spain",2014-02-01
"1567",201402,5217,"Romania","Spain",2014-02-01
"1568",201506,481,"Denmark","Ireland",2015-06-01
"1569",201506,9927,"France","Ireland",2015-06-01
"1570",201506,140251,"Germany","Ireland",2015-06-01
"1571",201506,23967,"Lithuania","Ireland",2015-06-01
"1572",201506,364808,"Netherlands","Ireland",2015-06-01
"1573",201506,1163,"Poland","Ireland",2015-06-01
"1574",201506,1526,"India","Ireland",2015-06-01
"1575",201506,73210,"Spain","Ireland",2015-06-01
"1576",201506,54977,"United Kingdom","Ireland",2015-06-01
"1577",201402,519,"Belgium","Austria",2014-02-01
"1578",201402,2049,"Cyprus","Austria",2014-02-01
"1579",201402,43294,"France","Austria",2014-02-01
"1580",201402,1159098,"Germany","Austria",2014-02-01
"1581",201402,410831,"Greece","Austria",2014-02-01
"1582",201402,1748,"Hungary","Austria",2014-02-01
"1583",201402,1171240,"Italy","Austria",2014-02-01
"1584",201402,291396,"Netherlands","Austria",2014-02-01
"1585",201402,4985,"Poland","Austria",2014-02-01
"1586",201402,2029709,"Spain","Austria",2014-02-01
"1587",201402,634213,"Turkey","Austria",2014-02-01
"1588",201506,517,"Barbados","Saint Vincent and the Grenadines",2015-06-01
"1589",201506,34,"Canada","Saint Vincent and the Grenadines",2015-06-01
"1590",201506,28,"Trinidad and Tobago","Saint Vincent and the Grenadines",2015-06-01
"1591",201506,271,"United States of America","Saint Vincent and the Grenadines",2015-06-01
"1592",201402,6155,"Swaziland","South Africa",2014-02-01
"1593",201506,936,"Australia","Seychelles",2015-06-01
"1594",201506,47000,"South Africa","Botswana",2015-06-01
"1595",201506,538,"France","Seychelles",2015-06-01
"1596",201506,138,"Lebanon","Seychelles",2015-06-01
"1597",201506,3765,"Netherlands","Seychelles",2015-06-01
"1598",201506,43,"India","Seychelles",2015-06-01
"1599",201506,182,"South Africa","Seychelles",2015-06-01
"1600",201506,3183,"United Arab Emirates","Seychelles",2015-06-01
"1601",201506,196,"Egypt","Seychelles",2015-06-01
"1602",201402,193154,"Iran","Pakistan",2014-02-01
"1603",201402,16427,"India","Pakistan",2014-02-01
"1604",201506,13442,"China","Kazakhstan",2015-06-01
"1605",201506,535,"Iran","Kazakhstan",2015-06-01
"1606",201506,21450,"Kyrgyzstan","Kazakhstan",2015-06-01
"1607",201506,27,"Netherlands","Kazakhstan",2015-06-01
"1608",201506,1840,"Russian Federation","Kazakhstan",2015-06-01
"1609",201506,8848,"Turkmenistan","Kazakhstan",2015-06-01
"1610",201506,82639,"Uzbekistan","Kazakhstan",2015-06-01
"1611",201402,2658,"Afghanistan","Pakistan",2014-02-01
"1612",201506,209,"Argentina","Canada",2015-06-01
"1613",201506,29997,"Canada","Canada",2015-06-01
"1614",201506,50,"Chile","Canada",2015-06-01
"1615",201506,301,"Costa Rica","Canada",2015-06-01
"1616",201506,3995,"Dominican Rep.","Canada",2015-06-01
"1617",201506,205,"Guatemala","Canada",2015-06-01
"1618",201506,196,"Honduras","Canada",2015-06-01
"1619",201506,3699,"Jordan","Canada",2015-06-01
"1620",201506,667338,"Mexico","Canada",2015-06-01
"1621",201506,11499,"Mozambique","Canada",2015-06-01
"1622",201506,16,"Netherlands","Canada",2015-06-01
"1623",201506,1421,"India","Canada",2015-06-01
"1624",201506,109433,"Spain","Canada",2015-06-01
"1625",201506,329,"Ukraine","Canada",2015-06-01
"1626",201506,1370096,"United States of America","Canada",2015-06-01
"1627",201402,217035,"Greece","Rep. of Moldova",2014-02-01
"1628",201402,245,"Romania","Rep. of Moldova",2014-02-01
"1629",201402,1549,"Spain","Rep. of Moldova",2014-02-01
"1630",201402,184842,"Turkey","Rep. of Moldova",2014-02-01
"1631",201402,1900,"Spain","Cabo Verde",2014-02-01
"1632",201402,4898,"Slovakia","Russian Federation",2014-02-01
"1633",201402,2667601,"Spain","Russian Federation",2014-02-01
"1634",201402,297,"Armenia","Russian Federation",2014-02-01
"1635",201402,246439,"Bulgaria","Russian Federation",2014-02-01
"1636",201402,1708756,"Belarus","Russian Federation",2014-02-01
"1637",201402,4768084,"China","Russian Federation",2014-02-01
"1638",201402,378635,"Czech Rep.","Russian Federation",2014-02-01
"1639",201402,2071674,"Greece","Russian Federation",2014-02-01
"1640",201402,15166715,"Iran","Russian Federation",2014-02-01
"1641",201402,43318,"Kazakhstan","Russian Federation",2014-02-01
"1642",201402,46404,"Latvia","Russian Federation",2014-02-01
"1643",201402,972,"Thailand","Russian Federation",2014-02-01
"1644",201402,2587607,"Lithuania","Russian Federation",2014-02-01
"1645",201402,345222,"Rep. of Moldova","Russian Federation",2014-02-01
"1646",201402,291847,"Morocco","Russian Federation",2014-02-01
"1647",201402,76333,"Netherlands","Russian Federation",2014-02-01
"1648",201402,145475,"Poland","Russian Federation",2014-02-01
"1649",201402,29976,"Serbia","Russian Federation",2014-02-01
"1650",201402,7172712,"Turkey","Russian Federation",2014-02-01
"1651",201402,473284,"Ukraine","Russian Federation",2014-02-01
"1652",201402,104516,"France","Russian Federation",2014-02-01
"1653",201402,4579,"Uzbekistan","Russian Federation",2014-02-01
"1654",201402,18,"Finland","Denmark",2014-02-01
"1655",201402,227,"France","Denmark",2014-02-01
"1656",201402,272492,"Germany","Denmark",2014-02-01
"1657",201402,158796,"Greece","Denmark",2014-02-01
"1658",201402,67,"Hungary","Denmark",2014-02-01
"1659",201402,20,"Ireland","Denmark",2014-02-01
"1660",201402,60153,"Italy","Denmark",2014-02-01
"1661",201402,19365,"Jordan","Denmark",2014-02-01
"1662",201402,1,"Luxembourg","Denmark",2014-02-01
"1663",201402,464475,"Netherlands","Denmark",2014-02-01
"1664",201402,4957,"Poland","Denmark",2014-02-01
"1665",201402,1135,"Portugal","Denmark",2014-02-01
"1666",201402,1,"Romania","Denmark",2014-02-01
"1667",201402,4523069,"Spain","Denmark",2014-02-01
"1668",201402,257,"Austria","Denmark",2014-02-01
"1669",201402,9976,"Sweden","Denmark",2014-02-01
"1670",201402,19913,"Turkey","Denmark",2014-02-01
"1671",201402,4054,"United Kingdom","Denmark",2014-02-01
"1672",201402,942,"Belgium","Denmark",2014-02-01
"1673",201402,23,"Czech Rep.","Denmark",2014-02-01
"1674",201402,3,"Estonia","Denmark",2014-02-01
"1675",201402,314,"Dominica","Montserrat",2014-02-01
"1676",201402,77,"Saint Kitts and Nevis","Montserrat",2014-02-01
"1677",201402,5276,"Australia","Singapore",2014-02-01
"1678",201402,1132,"Indonesia","Singapore",2014-02-01
"1679",201402,3335,"Japan","Singapore",2014-02-01
"1680",201402,732313,"Malaysia","Singapore",2014-02-01
"1681",201402,1013,"Netherlands","Singapore",2014-02-01
"1682",201402,22645,"India","Singapore",2014-02-01
"1683",201402,24,"Spain","Singapore",2014-02-01
"1684",201402,53898,"Thailand","Singapore",2014-02-01
"1685",201402,559,"United States of America","Singapore",2014-02-01
"1686",201402,2924,"Austria","Greece",2014-02-01
"1687",201402,67984,"Bulgaria","Greece",2014-02-01
"1688",201402,206,"Netherlands","Greece",2014-02-01
"1689",201402,3231,"Turkey","Greece",2014-02-01
"1690",201512,27383,"Austria","Slovakia",2015-12-01
"1691",201512,15183,"Czech Rep.","Slovakia",2015-12-01
"1692",201512,256939,"Germany","Slovakia",2015-12-01
"1693",201512,54534,"Greece","Slovakia",2015-12-01
"1694",201512,672,"Hungary","Slovakia",2015-12-01
"1695",201512,7782,"Italy","Slovakia",2015-12-01
"1696",201512,1589,"Netherlands","Slovakia",2015-12-01
"1697",201512,7238,"Poland","Slovakia",2015-12-01
"1698",201512,33881,"Slovakia","Slovakia",2015-12-01
"1699",201512,286585,"Spain","Slovakia",2015-12-01
"1700",201402,4929,"New Zealand","New Caledonia",2014-02-01
"1701",201402,63800,"Iran","Azerbaijan",2014-02-01
"1702",201402,2071,"Austria","Switzerland",2014-02-01
"1703",201402,29,"Dominican Rep.","Switzerland",2014-02-01
"1704",201402,50,"France","Switzerland",2014-02-01
"1705",201402,277,"Germany","Switzerland",2014-02-01
"1706",201402,19965,"Italy","Switzerland",2014-02-01
"1707",201402,84288,"Morocco","Switzerland",2014-02-01
"1708",201402,123325,"Netherlands","Switzerland",2014-02-01
"1709",201402,290,"Pakistan","Switzerland",2014-02-01
"1710",201402,47,"Portugal","Switzerland",2014-02-01
"1711",201402,3433341,"Spain","Switzerland",2014-02-01
"1712",201402,33488,"Turkey","Switzerland",2014-02-01
"1713",201402,19,"Viet Nam","Switzerland",2014-02-01
"1714",201402,172,"Spain","Niger",2014-02-01
"1715",201402,42702,"Canada","Canada",2014-02-01
"1716",201402,1947,"Chile","Canada",2014-02-01
"1717",201402,427,"Costa Rica","Canada",2014-02-01
"1718",201402,31616,"Dominican Rep.","Canada",2014-02-01
"1719",201402,147,"Ecuador","Canada",2014-02-01
"1720",201402,9985,"Guatemala","Canada",2014-02-01
"1721",201402,96479,"Honduras","Canada",2014-02-01
"1722",201402,123371,"Jordan","Canada",2014-02-01
"1723",201402,5906911,"Mexico","Canada",2014-02-01
"1724",201402,1922,"Morocco","Canada",2014-02-01
"1725",201402,1870,"India","Canada",2014-02-01
"1726",201402,26935,"Spain","Canada",2014-02-01
"1727",201402,73448,"Egypt","Canada",2014-02-01
"1728",201402,254557,"United States of America","Canada",2014-02-01
"1729",201402,577,"Canada","Antigua and Barbuda",2014-02-01
"1730",201402,1553,"Dominica","Antigua and Barbuda",2014-02-01
"1731",201402,2003,"Honduras","Antigua and Barbuda",2014-02-01
"1732",201402,298,"Mexico","Antigua and Barbuda",2014-02-01
"1733",201402,8454,"United States of America","Antigua and Barbuda",2014-02-01
"1734",201402,1003,"Brazil","Qatar",2014-02-01
"1735",201402,1720,"Italy","Qatar",2014-02-01
"1736",201402,26825,"Jordan","Qatar",2014-02-01
"1737",201402,392,"Kenya","Qatar",2014-02-01
"1738",201402,778,"Lebanon","Qatar",2014-02-01
"1739",201402,314,"Luxembourg","Qatar",2014-02-01
"1740",201402,2766,"Mexico","Qatar",2014-02-01
"1741",201402,1989,"Morocco","Qatar",2014-02-01
"1742",201402,11187,"Oman","Qatar",2014-02-01
"1743",201402,506,"Netherlands","Qatar",2014-02-01
"1744",201402,89051,"Saudi Arabia","Qatar",2014-02-01
"1745",201402,62263,"India","Qatar",2014-02-01
"1746",201402,538,"United Kingdom","Qatar",2014-02-01
"1747",201402,16335,"United States of America","Bermuda",2014-02-01
"1748",201402,20,"Japan","Mozambique",2014-02-01
"1749",201402,5480,"South Africa","Mozambique",2014-02-01
"1750",201402,322,"Australia","Indonesia",2014-02-01
"1751",201402,316,"Rep. of Korea","Indonesia",2014-02-01
"1752",201402,605447,"China","Kazakhstan",2014-02-01
"1753",201402,13170,"Iran","Kazakhstan",2014-02-01
"1754",201402,153,"Kyrgyzstan","Kazakhstan",2014-02-01
"1755",201402,1226,"Russian Federation","Kazakhstan",2014-02-01
"1756",201402,399,"Spain","Kazakhstan",2014-02-01
"1757",201402,1284,"Turkmenistan","Kazakhstan",2014-02-01
"1758",201402,59412,"Uzbekistan","Kazakhstan",2014-02-01
"1759",201402,12723,"Belgium","United Kingdom",2014-02-01
"1760",201402,40874,"Canada","United Kingdom",2014-02-01
"1761",201402,2167,"Denmark","United Kingdom",2014-02-01
"1762",201402,25479,"Dominican Rep.","United Kingdom",2014-02-01
"1763",201402,69973,"France","United Kingdom",2014-02-01
"1764",201402,1781160,"Germany","United Kingdom",2014-02-01
"1765",201402,15067,"Ireland","United Kingdom",2014-02-01
"1766",201402,3728,"Italy","United Kingdom",2014-02-01
"1767",201402,217803,"Jordan","United Kingdom",2014-02-01
"1768",201402,4893,"Lebanon","United Kingdom",2014-02-01
"1769",201402,3524446,"Netherlands","United Kingdom",2014-02-01
