node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
China,201402,4,5560764,1390191,4768084,0,0,0,0,-1,4,0,2,0.006201629463503275,1,0,2.6996967437288224,2014-02-01,4,5560764,2
"China, Hong Kong SAR",201402,1,439,439,439,10,249929,24992.9,178749,0.9964931620654397,11,36,6,2.9975999312862284e-5,1,0.12133809445310048,2.1313022284293184e-4,2014-02-01,-9,250368,2
Netherlands,201402,31,22623779,729799.322580645,10975304,11,18392501,1672045.54545455,17194369,-0.10316093999748392,42,501,162,0.5568097507529647,2,8.929380038197829,10.983624282048387,2014-02-01,20,41016280,2
India,201402,6,106706,17784.3333333333,62263,0,0,0,0,-1,6,0,1,5.222585957716684e-7,1,0,0.05180472336828675,2014-02-01,6,106706,2
Trinidad and Tobago,201402,1,20,20,20,0,0,0,0,-1,1,0,0,6.001142325670078e-14,1,0,9.709805140908056e-6,2014-02-01,1,20,2
United Kingdom,201402,9,295185,32798.3333333333,225541,14,21471895,1533706.78571429,15717672,0.972877850405291,23,1032,66,0.36930307357489095,2,10.4243958228019,0.14330944152594724,2014-02-01,-5,21767080,2
United States of America,201402,7,305636,43662.2857142857,254557,0,0,0,0,-1,7,0,1,4.052984957326131e-6,1,0,0.14838330020232873,2014-02-01,7,305636,2
Guatemala,201402,2,14839,7419.5,9985,1,18340,18340,18340,0.10551855089062359,3,51,2,1.5951510992330944e-7,3,0.008903891314212688,0.007204189924296733,2014-02-01,1,33179,2
Honduras,201402,4,197514,49378.5,96479,0,0,0,0,-1,4,0,3,1.5361244330962445e-6,3,0,0.09589112263006569,2014-02-01,4,197514,2
Nicaragua,201402,1,1171,1171,1171,0,0,0,0,-1,1,0,0,5.394110880359715e-14,3,0,5.685090910001667e-4,2014-02-01,1,1171,2
Turkey,201402,24,11987673,499486.375,7172712,0,0,0,0,-1,24,0,73,0.014398115036106602,2,0,5.819898446146235,2014-02-01,24,11987673,2
Morocco,201402,13,3424582,263429.384615385,2027483,0,0,0,0,-1,13,0,29,0.043135635314048223,2,0,1.6626011954530597,2014-02-01,13,3424582,2
Greece,201402,19,8513547,448081.421052632,2271392,4,74345,18586.25,67984,-0.9826860887398211,23,125,70,0.05112320132947974,2,0.03609377316004047,4.133244121398118,2014-02-01,15,8587892,2
Italy,201402,24,2082729,86780.375,1171240,7,2049289,292755.571428571,1554327,-0.008092897949621711,31,656,98,0.044629232036610955,2,0.9949098433703165,1.0111446375659148,2014-02-01,17,4132018,2
Israel,201402,6,95210,15868.3333333333,77312,0,0,0,0,-1,6,0,2,2.6810150589901635e-5,2,0,0.0462235273732928,2014-02-01,6,95210,2
Latvia,201402,3,189072,63024,103731,6,1207997,201332.833333333,947663,0.7293304768769474,9,0,16,0.019209619257389923,1,0.5864707740400755,0.0917926138800884,2014-02-01,-3,1397069,2
