,partner,period,trade_value_usd,reporter,period_date
144,Germany,201404,101702,USA,2014-04-01
145,Greece,201404,7616,USA,2014-04-01
146,Ireland,201404,871619,USA,2014-04-01
182,France,201405,424719,USA,2014-05-01
183,Germany,201405,73571,USA,2014-05-01
184,Greece,201405,10407,USA,2014-05-01
185,Ireland,201405,1184467,USA,2014-05-01
186,Netherlands,201405,1060084,USA,2014-05-01
187,USA,201405,315898,USA,2014-05-01
225,France,201406,414607,USA,2014-06-01
226,Greece,201406,32263,USA,2014-06-01
227,Ireland,201406,1025031,USA,2014-06-01
228,Netherlands,201406,2591552,USA,2014-06-01
229,USA,201406,786053,USA,2014-06-01
267,France,201407,367418,USA,2014-07-01
268,Greece,201407,16287,USA,2014-07-01
269,Ireland,201407,1310790,USA,2014-07-01
270,Netherlands,201407,1117828,USA,2014-07-01
271,USA,201407,571755,USA,2014-07-01
304,France,201408,346081,USA,2014-08-01
305,Germany,201408,91872,USA,2014-08-01
306,Greece,201408,27040,USA,2014-08-01
307,Ireland,201408,1134158,USA,2014-08-01
308,Netherlands,201408,1481428,USA,2014-08-01
309,USA,201408,2246443,USA,2014-08-01
348,France,201409,261811,USA,2014-09-01
349,Greece,201409,5815,USA,2014-09-01
350,Ireland,201409,1799811,USA,2014-09-01
351,Netherlands,201409,13119,USA,2014-09-01
389,France,201410,126844,USA,2014-10-01
390,Germany,201410,100287,USA,2014-10-01
391,Greece,201410,13111,USA,2014-10-01
392,Hungary,201410,61424,USA,2014-10-01
393,Ireland,201410,1330844,USA,2014-10-01
394,Netherlands,201410,1255551,USA,2014-10-01
423,France,201411,255549,USA,2014-11-01
424,Greece,201411,8123,USA,2014-11-01
425,Hungary,201411,50361,USA,2014-11-01
426,Ireland,201411,1882021,USA,2014-11-01
427,Netherlands,201411,1154787,USA,2014-11-01
428,USA,201411,702585,USA,2014-11-01
448,France,201412,656,USA,2014-12-01
449,Greece,201412,14141,USA,2014-12-01
450,Ireland,201412,2005941,USA,2014-12-01
451,Netherlands,201412,3439271,USA,2014-12-01
452,USA,201412,202897,USA,2014-12-01
479,Germany,201501,64907,USA,2015-01-01
480,Greece,201501,6594,USA,2015-01-01
481,Ireland,201501,4581463,USA,2015-01-01
482,Netherlands,201501,868720,USA,2015-01-01
483,USA,201501,1187661,USA,2015-01-01
502,Greece,201502,21175,USA,2015-02-01
503,Ireland,201502,2285278,USA,2015-02-01
504,Netherlands,201502,798606,USA,2015-02-01
505,USA,201502,501664,USA,2015-02-01
538,Germany,201503,179039,USA,2015-03-01
539,Greece,201503,11051,USA,2015-03-01
540,Ireland,201503,3834492,USA,2015-03-01
541,Netherlands,201503,1194271,USA,2015-03-01
542,Spain,201503,14475,USA,2015-03-01
566,Greece,201504,9491,USA,2015-04-01
567,Ireland,201504,2216406,USA,2015-04-01
568,Netherlands,201504,3379020,USA,2015-04-01
569,USA,201504,536685,USA,2015-04-01
601,Germany,201505,456238,USA,2015-05-01
602,Greece,201505,13853,USA,2015-05-01
603,Ireland,201505,2063384,USA,2015-05-01
604,Netherlands,201505,2084413,USA,2015-05-01
640,Greece,201506,46175,USA,2015-06-01
641,Ireland,201506,2989618,USA,2015-06-01
642,Netherlands,201506,824933,USA,2015-06-01
679,Greece,201507,33465,USA,2015-07-01
680,Ireland,201507,3235825,USA,2015-07-01
681,Netherlands,201507,2115540,USA,2015-07-01
682,USA,201507,644093,USA,2015-07-01
707,Greece,201508,4979,USA,2015-08-01
708,Ireland,201508,2306204,USA,2015-08-01
709,Netherlands,201508,1456749,USA,2015-08-01
710,USA,201508,865962,USA,2015-08-01
745,Greece,201509,3968,USA,2015-09-01
746,Ireland,201509,1346490,USA,2015-09-01
747,Netherlands,201509,2421110,USA,2015-09-01
773,France,201510,127927,USA,2015-10-01
774,Greece,201510,13900,USA,2015-10-01
775,Ireland,201510,6073109,USA,2015-10-01
776,Netherlands,201510,2247371,USA,2015-10-01
802,France,201511,116,USA,2015-11-01
803,Germany,201511,74421,USA,2015-11-01
804,Greece,201511,3286,USA,2015-11-01
805,Ireland,201511,1453133,USA,2015-11-01
806,Netherlands,201511,3596103,USA,2015-11-01
807,USA,201511,512031,USA,2015-11-01
841,France,201512,283335,USA,2015-12-01
842,Germany,201512,27922,USA,2015-12-01
843,Greece,201512,7742,USA,2015-12-01
844,Ireland,201512,2604277,USA,2015-12-01
845,Netherlands,201512,2169711,USA,2015-12-01
846,Spain,201512,655,USA,2015-12-01
847,USA,201512,255434,USA,2015-12-01
882,Greece,201601,4762,USA,2016-01-01
883,Ireland,201601,2011405,USA,2016-01-01
884,USA,201601,554792,USA,2016-01-01
915,Greece,201602,8556,USA,2016-02-01
916,Ireland,201602,2244728,USA,2016-02-01
917,Netherlands,201602,2147478,USA,2016-02-01
952,Greece,201603,7455,USA,2016-03-01
953,Ireland,201603,909553,USA,2016-03-01
954,Netherlands,201603,4406451,USA,2016-03-01
955,USA,201603,969990,USA,2016-03-01
995,Greece,201604,2330,USA,2016-04-01
996,Ireland,201604,991374,USA,2016-04-01
997,Netherlands,201604,1234048,USA,2016-04-01
998,USA,201604,684788,USA,2016-04-01
1034,Greece,201605,5063,USA,2016-05-01
1035,Ireland,201605,1925354,USA,2016-05-01
1036,Netherlands,201605,2392446,USA,2016-05-01
1037,USA,201605,392092,USA,2016-05-01
1071,Ireland,201606,606649,USA,2016-06-01
1072,Netherlands,201606,2498421,USA,2016-06-01
1073,USA,201606,9821,USA,2016-06-01
1109,France,201607,118401,USA,2016-07-01
1110,Greece,201607,7560,USA,2016-07-01
1111,Ireland,201607,1206287,USA,2016-07-01
1112,Netherlands,201607,1639042,USA,2016-07-01
1113,USA,201607,165624,USA,2016-07-01
1152,Greece,201608,5997,USA,2016-08-01
1153,Ireland,201608,1838450,USA,2016-08-01
1154,Netherlands,201608,4776541,USA,2016-08-01
1155,USA,201608,231357,USA,2016-08-01
1193,France,201609,52863,USA,2016-09-01
1194,Greece,201609,6441,USA,2016-09-01
1195,Ireland,201609,1127293,USA,2016-09-01
1231,France,201610,49658,USA,2016-10-01
1232,Greece,201610,10094,USA,2016-10-01
1233,Ireland,201610,952126,USA,2016-10-01
1234,Netherlands,201610,2380625,USA,2016-10-01
1235,USA,201610,343901,USA,2016-10-01
1271,France,201611,56502,USA,2016-11-01
1272,Greece,201611,4483,USA,2016-11-01
1273,Ireland,201611,1174395,USA,2016-11-01
1274,Netherlands,201611,2044696,USA,2016-11-01
1275,USA,201611,283742,USA,2016-11-01
1313,France,201612,131630,USA,2016-12-01
1314,Ireland,201612,1120089,USA,2016-12-01
1315,Netherlands,201612,2188928,USA,2016-12-01
1316,USA,201612,396948,USA,2016-12-01
33,Greece,201401,11842,Canada,2014-01-01
34,Ireland,201401,776670,Canada,2014-01-01
63,France,201402,260377,Canada,2014-02-01
64,Germany,201402,97551,Canada,2014-02-01
65,Greece,201402,6330,Canada,2014-02-01
66,Ireland,201402,539053,Canada,2014-02-01
67,Netherlands,201402,254015,Canada,2014-02-01
68,USA,201402,219855,Canada,2014-02-01
101,France,201403,542925,Canada,2014-03-01
102,Germany,201403,36419,Canada,2014-03-01
103,Greece,201403,19948,Canada,2014-03-01
104,Ireland,201403,918128,Canada,2014-03-01
105,Netherlands,201403,935714,Canada,2014-03-01
106,USA,201403,647503,Canada,2014-03-01
143,France,201404,393819,Canada,2014-04-01
144,Germany,201404,101702,Canada,2014-04-01
145,Greece,201404,7616,Canada,2014-04-01
146,Ireland,201404,871619,Canada,2014-04-01
182,France,201405,424719,Canada,2014-05-01
183,Germany,201405,73571,Canada,2014-05-01
184,Greece,201405,10407,Canada,2014-05-01
185,Ireland,201405,1184467,Canada,2014-05-01
186,Netherlands,201405,1060084,Canada,2014-05-01
187,USA,201405,315898,Canada,2014-05-01
225,France,201406,414607,Canada,2014-06-01
226,Greece,201406,32263,Canada,2014-06-01
227,Ireland,201406,1025031,Canada,2014-06-01
228,Netherlands,201406,2591552,Canada,2014-06-01
229,USA,201406,786053,Canada,2014-06-01
267,France,201407,367418,Canada,2014-07-01
268,Greece,201407,16287,Canada,2014-07-01
269,Ireland,201407,1310790,Canada,2014-07-01
270,Netherlands,201407,1117828,Canada,2014-07-01
271,USA,201407,571755,Canada,2014-07-01
304,France,201408,346081,Canada,2014-08-01
305,Germany,201408,91872,Canada,2014-08-01
306,Greece,201408,27040,Canada,2014-08-01
307,Ireland,201408,1134158,Canada,2014-08-01
308,Netherlands,201408,1481428,Canada,2014-08-01
309,USA,201408,2246443,Canada,2014-08-01
348,France,201409,261811,Canada,2014-09-01
349,Greece,201409,5815,Canada,2014-09-01
350,Ireland,201409,1799811,Canada,2014-09-01
351,Netherlands,201409,13119,Canada,2014-09-01
389,France,201410,126844,Canada,2014-10-01
390,Germany,201410,100287,Canada,2014-10-01
391,Greece,201410,13111,Canada,2014-10-01
392,Hungary,201410,61424,Canada,2014-10-01
393,Ireland,201410,1330844,Canada,2014-10-01
394,Netherlands,201410,1255551,Canada,2014-10-01
423,France,201411,255549,Canada,2014-11-01
424,Greece,201411,8123,Canada,2014-11-01
425,Hungary,201411,50361,Canada,2014-11-01
426,Ireland,201411,1882021,Canada,2014-11-01
427,Netherlands,201411,1154787,Canada,2014-11-01
428,USA,201411,702585,Canada,2014-11-01
448,France,201412,656,Canada,2014-12-01
449,Greece,201412,14141,Canada,2014-12-01
450,Ireland,201412,2005941,Canada,2014-12-01
451,Netherlands,201412,3439271,Canada,2014-12-01
452,USA,201412,202897,Canada,2014-12-01
479,Germany,201501,64907,Canada,2015-01-01
480,Greece,201501,6594,Canada,2015-01-01
481,Ireland,201501,4581463,Canada,2015-01-01
482,Netherlands,201501,868720,Canada,2015-01-01
483,USA,201501,1187661,Canada,2015-01-01
502,Greece,201502,21175,Canada,2015-02-01
503,Ireland,201502,2285278,Canada,2015-02-01
504,Netherlands,201502,798606,Canada,2015-02-01
505,USA,201502,501664,Canada,2015-02-01
538,Germany,201503,179039,Canada,2015-03-01
539,Greece,201503,11051,Canada,2015-03-01
540,Ireland,201503,3834492,Canada,2015-03-01
541,Netherlands,201503,1194271,Canada,2015-03-01
542,Spain,201503,14475,Canada,2015-03-01
566,Greece,201504,9491,Canada,2015-04-01
567,Ireland,201504,2216406,Canada,2015-04-01
568,Netherlands,201504,3379020,Canada,2015-04-01
569,USA,201504,536685,Canada,2015-04-01
601,Germany,201505,456238,Canada,2015-05-01
602,Greece,201505,13853,Canada,2015-05-01
603,Ireland,201505,2063384,Canada,2015-05-01
604,Netherlands,201505,2084413,Canada,2015-05-01
640,Greece,201506,46175,Canada,2015-06-01
641,Ireland,201506,2989618,Canada,2015-06-01
642,Netherlands,201506,824933,Canada,2015-06-01
679,Greece,201507,33465,Canada,2015-07-01
680,Ireland,201507,3235825,Canada,2015-07-01
681,Netherlands,201507,2115540,Canada,2015-07-01
682,USA,201507,644093,Canada,2015-07-01
707,Greece,201508,4979,Canada,2015-08-01
708,Ireland,201508,2306204,Canada,2015-08-01
709,Netherlands,201508,1456749,Canada,2015-08-01
710,USA,201508,865962,Canada,2015-08-01
745,Greece,201509,3968,Canada,2015-09-01
746,Ireland,201509,1346490,Canada,2015-09-01
747,Netherlands,201509,2421110,Canada,2015-09-01
773,France,201510,127927,Canada,2015-10-01
774,Greece,201510,13900,Canada,2015-10-01
775,Ireland,201510,6073109,Canada,2015-10-01
776,Netherlands,201510,2247371,Canada,2015-10-01
802,France,201511,116,Canada,2015-11-01
803,Germany,201511,74421,Canada,2015-11-01
804,Greece,201511,3286,Canada,2015-11-01
805,Ireland,201511,1453133,Canada,2015-11-01
806,Netherlands,201511,3596103,Canada,2015-11-01
807,USA,201511,512031,Canada,2015-11-01
841,France,201512,283335,Canada,2015-12-01
842,Germany,201512,27922,Canada,2015-12-01
843,Greece,201512,7742,Canada,2015-12-01
844,Ireland,201512,2604277,Canada,2015-12-01
845,Netherlands,201512,2169711,Canada,2015-12-01
846,Spain,201512,655,Canada,2015-12-01
847,USA,201512,255434,Canada,2015-12-01
882,Greece,201601,4762,Canada,2016-01-01
883,Ireland,201601,2011405,Canada,2016-01-01
884,USA,201601,554792,Canada,2016-01-01
915,Greece,201602,8556,Canada,2016-02-01
916,Ireland,201602,2244728,Canada,2016-02-01
917,Netherlands,201602,2147478,Canada,2016-02-01
952,Greece,201603,7455,Canada,2016-03-01
953,Ireland,201603,909553,Canada,2016-03-01
954,Netherlands,201603,4406451,Canada,2016-03-01
955,USA,201603,969990,Canada,2016-03-01
995,Greece,201604,2330,Canada,2016-04-01
996,Ireland,201604,991374,Canada,2016-04-01
997,Netherlands,201604,1234048,Canada,2016-04-01
998,USA,201604,684788,Canada,2016-04-01
1034,Greece,201605,5063,Canada,2016-05-01
1035,Ireland,201605,1925354,Canada,2016-05-01
1036,Netherlands,201605,2392446,Canada,2016-05-01
1037,USA,201605,392092,Canada,2016-05-01
1071,Ireland,201606,606649,Canada,2016-06-01
1072,Netherlands,201606,2498421,Canada,2016-06-01
1073,USA,201606,9821,Canada,2016-06-01
1109,France,201607,118401,Canada,2016-07-01
1110,Greece,201607,7560,Canada,2016-07-01
1111,Ireland,201607,1206287,Canada,2016-07-01
1112,Netherlands,201607,1639042,Canada,2016-07-01
1113,USA,201607,165624,Canada,2016-07-01
1152,Greece,201608,5997,Canada,2016-08-01
1153,Ireland,201608,1838450,Canada,2016-08-01
1154,Netherlands,201608,4776541,Canada,2016-08-01
1155,USA,201608,231357,Canada,2016-08-01
1193,France,201609,52863,Canada,2016-09-01
1194,Greece,201609,6441,Canada,2016-09-01
1195,Ireland,201609,1127293,Canada,2016-09-01
1231,France,201610,49658,Canada,2016-10-01
1232,Greece,201610,10094,Canada,2016-10-01
1233,Ireland,201610,952126,Canada,2016-10-01
1234,Netherlands,201610,2380625,Canada,2016-10-01
1235,USA,201610,343901,Canada,2016-10-01
1271,France,201611,56502,Canada,2016-11-01
1272,Greece,201611,4483,Canada,2016-11-01
1273,Ireland,201611,1174395,Canada,2016-11-01
1274,Netherlands,201611,2044696,Canada,2016-11-01
1275,USA,201611,283742,Canada,2016-11-01
1313,France,201612,131630,Canada,2016-12-01
1314,Ireland,201612,1120089,Canada,2016-12-01
1315,Netherlands,201612,2188928,Canada,2016-12-01
1316,USA,201612,396948,Canada,2016-12-01
