,partner,period,trade_value_usd,reporter,period_date
185,Ireland,201405,1184467,Greece,2014-05-01
186,Netherlands,201405,1060084,Greece,2014-05-01
187,USA,201405,315898,Greece,2014-05-01
225,France,201406,414607,Greece,2014-06-01
226,Greece,201406,32263,Greece,2014-06-01
227,Ireland,201406,1025031,Greece,2014-06-01
228,Netherlands,201406,2591552,Greece,2014-06-01
229,USA,201406,786053,Greece,2014-06-01
267,France,201407,367418,Greece,2014-07-01
268,Greece,201407,16287,Greece,2014-07-01
269,Ireland,201407,1310790,Greece,2014-07-01
270,Netherlands,201407,1117828,Greece,2014-07-01
271,USA,201407,571755,Greece,2014-07-01
304,France,201408,346081,Greece,2014-08-01
305,Germany,201408,91872,Greece,2014-08-01
306,Greece,201408,27040,Greece,2014-08-01
307,Ireland,201408,1134158,Greece,2014-08-01
308,Netherlands,201408,1481428,Greece,2014-08-01
309,USA,201408,2246443,Greece,2014-08-01
348,France,201409,261811,Greece,2014-09-01
349,Greece,201409,5815,Greece,2014-09-01
350,Ireland,201409,1799811,Greece,2014-09-01
351,Netherlands,201409,13119,Greece,2014-09-01
389,France,201410,126844,Greece,2014-10-01
390,Germany,201410,100287,Greece,2014-10-01
391,Greece,201410,13111,Greece,2014-10-01
392,Hungary,201410,61424,Greece,2014-10-01
393,Ireland,201410,1330844,Greece,2014-10-01
394,Netherlands,201410,1255551,Greece,2014-10-01
423,France,201411,255549,Greece,2014-11-01
424,Greece,201411,8123,Greece,2014-11-01
425,Hungary,201411,50361,Greece,2014-11-01
426,Ireland,201411,1882021,Greece,2014-11-01
427,Netherlands,201411,1154787,Greece,2014-11-01
428,USA,201411,702585,Greece,2014-11-01
448,France,201412,656,Greece,2014-12-01
449,Greece,201412,14141,Greece,2014-12-01
450,Ireland,201412,2005941,Greece,2014-12-01
451,Netherlands,201412,3439271,Greece,2014-12-01
452,USA,201412,202897,Greece,2014-12-01
479,Germany,201501,64907,Greece,2015-01-01
480,Greece,201501,6594,Greece,2015-01-01
481,Ireland,201501,4581463,Greece,2015-01-01
482,Netherlands,201501,868720,Greece,2015-01-01
483,USA,201501,1187661,Greece,2015-01-01
502,Greece,201502,21175,Greece,2015-02-01
503,Ireland,201502,2285278,Greece,2015-02-01
504,Netherlands,201502,798606,Greece,2015-02-01
505,USA,201502,501664,Greece,2015-02-01
538,Germany,201503,179039,Greece,2015-03-01
539,Greece,201503,11051,Greece,2015-03-01
540,Ireland,201503,3834492,Greece,2015-03-01
541,Netherlands,201503,1194271,Greece,2015-03-01
542,Spain,201503,14475,Greece,2015-03-01
566,Greece,201504,9491,Greece,2015-04-01
567,Ireland,201504,2216406,Greece,2015-04-01
568,Netherlands,201504,3379020,Greece,2015-04-01
569,USA,201504,536685,Greece,2015-04-01
601,Germany,201505,456238,Greece,2015-05-01
602,Greece,201505,13853,Greece,2015-05-01
603,Ireland,201505,2063384,Greece,2015-05-01
604,Netherlands,201505,2084413,Greece,2015-05-01
640,Greece,201506,46175,Greece,2015-06-01
641,Ireland,201506,2989618,Greece,2015-06-01
642,Netherlands,201506,824933,Greece,2015-06-01
679,Greece,201507,33465,Greece,2015-07-01
680,Ireland,201507,3235825,Greece,2015-07-01
681,Netherlands,201507,2115540,Greece,2015-07-01
682,USA,201507,644093,Greece,2015-07-01
707,Greece,201508,4979,Greece,2015-08-01
708,Ireland,201508,2306204,Greece,2015-08-01
709,Netherlands,201508,1456749,Greece,2015-08-01
710,USA,201508,865962,Greece,2015-08-01
745,Greece,201509,3968,Greece,2015-09-01
746,Ireland,201509,1346490,Greece,2015-09-01
747,Netherlands,201509,2421110,Greece,2015-09-01
773,France,201510,127927,Greece,2015-10-01
774,Greece,201510,13900,Greece,2015-10-01
775,Ireland,201510,6073109,Greece,2015-10-01
776,Netherlands,201510,2247371,Greece,2015-10-01
802,France,201511,116,Greece,2015-11-01
803,Germany,201511,74421,Greece,2015-11-01
804,Greece,201511,3286,Greece,2015-11-01
805,Ireland,201511,1453133,Greece,2015-11-01
806,Netherlands,201511,3596103,Greece,2015-11-01
807,USA,201511,512031,Greece,2015-11-01
841,France,201512,283335,Greece,2015-12-01
842,Germany,201512,27922,Greece,2015-12-01
843,Greece,201512,7742,Greece,2015-12-01
844,Ireland,201512,2604277,Greece,2015-12-01
845,Netherlands,201512,2169711,Greece,2015-12-01
846,Spain,201512,655,Greece,2015-12-01
847,USA,201512,255434,Greece,2015-12-01
882,Greece,201601,4762,Greece,2016-01-01
883,Ireland,201601,2011405,Greece,2016-01-01
884,USA,201601,554792,Greece,2016-01-01
915,Greece,201602,8556,Greece,2016-02-01
916,Ireland,201602,2244728,Greece,2016-02-01
917,Netherlands,201602,2147478,Greece,2016-02-01
952,Greece,201603,7455,Greece,2016-03-01
953,Ireland,201603,909553,Greece,2016-03-01
954,Netherlands,201603,4406451,Greece,2016-03-01
955,USA,201603,969990,Greece,2016-03-01
995,Greece,201604,2330,Greece,2016-04-01
996,Ireland,201604,991374,Greece,2016-04-01
997,Netherlands,201604,1234048,Greece,2016-04-01
998,USA,201604,684788,Greece,2016-04-01
1034,Greece,201605,5063,Greece,2016-05-01
1035,Ireland,201605,1925354,Greece,2016-05-01
1036,Netherlands,201605,2392446,Greece,2016-05-01
1037,USA,201605,392092,Greece,2016-05-01
1071,Ireland,201606,606649,Greece,2016-06-01
1072,Netherlands,201606,2498421,Greece,2016-06-01
1073,USA,201606,9821,Greece,2016-06-01
1109,France,201607,118401,Greece,2016-07-01
1110,Greece,201607,7560,Greece,2016-07-01
1111,Ireland,201607,1206287,Greece,2016-07-01
1112,Netherlands,201607,1639042,Greece,2016-07-01
1113,USA,201607,165624,Greece,2016-07-01
1152,Greece,201608,5997,Greece,2016-08-01
1153,Ireland,201608,1838450,Greece,2016-08-01
1154,Netherlands,201608,4776541,Greece,2016-08-01
1155,USA,201608,231357,Greece,2016-08-01
1193,France,201609,52863,Greece,2016-09-01
1194,Greece,201609,6441,Greece,2016-09-01
1195,Ireland,201609,1127293,Greece,2016-09-01
1231,France,201610,49658,Greece,2016-10-01
1232,Greece,201610,10094,Greece,2016-10-01
1233,Ireland,201610,952126,Greece,2016-10-01
1234,Netherlands,201610,2380625,Greece,2016-10-01
1235,USA,201610,343901,Greece,2016-10-01
1271,France,201611,56502,Greece,2016-11-01
1272,Greece,201611,4483,Greece,2016-11-01
1273,Ireland,201611,1174395,Greece,2016-11-01
1274,Netherlands,201611,2044696,Greece,2016-11-01
1275,USA,201611,283742,Greece,2016-11-01
1313,France,201612,131630,Greece,2016-12-01
1314,Ireland,201612,1120089,Greece,2016-12-01
1315,Netherlands,201612,2188928,Greece,2016-12-01
1316,USA,201612,396948,Greece,2016-12-01
33,Greece,201401,11842,Hungary,2014-01-01
34,Ireland,201401,776670,Hungary,2014-01-01
63,France,201402,260377,Hungary,2014-02-01
64,Germany,201402,97551,Hungary,2014-02-01
65,Greece,201402,6330,Hungary,2014-02-01
66,Ireland,201402,539053,Hungary,2014-02-01
67,Netherlands,201402,254015,Hungary,2014-02-01
68,USA,201402,219855,Hungary,2014-02-01
101,France,201403,542925,Hungary,2014-03-01
102,Germany,201403,36419,Hungary,2014-03-01
103,Greece,201403,19948,Hungary,2014-03-01
104,Ireland,201403,918128,Hungary,2014-03-01
105,Netherlands,201403,935714,Hungary,2014-03-01
106,USA,201403,647503,Hungary,2014-03-01
143,France,201404,393819,Hungary,2014-04-01
144,Germany,201404,101702,Hungary,2014-04-01
145,Greece,201404,7616,Hungary,2014-04-01
146,Ireland,201404,871619,Hungary,2014-04-01
182,France,201405,424719,Hungary,2014-05-01
183,Germany,201405,73571,Hungary,2014-05-01
184,Greece,201405,10407,Hungary,2014-05-01
185,Ireland,201405,1184467,Hungary,2014-05-01
186,Netherlands,201405,1060084,Hungary,2014-05-01
187,USA,201405,315898,Hungary,2014-05-01
225,France,201406,414607,Hungary,2014-06-01
226,Greece,201406,32263,Hungary,2014-06-01
227,Ireland,201406,1025031,Hungary,2014-06-01
228,Netherlands,201406,2591552,Hungary,2014-06-01
229,USA,201406,786053,Hungary,2014-06-01
267,France,201407,367418,Hungary,2014-07-01
268,Greece,201407,16287,Hungary,2014-07-01
269,Ireland,201407,1310790,Hungary,2014-07-01
270,Netherlands,201407,1117828,Hungary,2014-07-01
271,USA,201407,571755,Hungary,2014-07-01
304,France,201408,346081,Hungary,2014-08-01
305,Germany,201408,91872,Hungary,2014-08-01
306,Greece,201408,27040,Hungary,2014-08-01
307,Ireland,201408,1134158,Hungary,2014-08-01
308,Netherlands,201408,1481428,Hungary,2014-08-01
309,USA,201408,2246443,Hungary,2014-08-01
348,France,201409,261811,Hungary,2014-09-01
349,Greece,201409,5815,Hungary,2014-09-01
350,Ireland,201409,1799811,Hungary,2014-09-01
351,Netherlands,201409,13119,Hungary,2014-09-01
389,France,201410,126844,Hungary,2014-10-01
390,Germany,201410,100287,Hungary,2014-10-01
391,Greece,201410,13111,Hungary,2014-10-01
392,Hungary,201410,61424,Hungary,2014-10-01
393,Ireland,201410,1330844,Hungary,2014-10-01
394,Netherlands,201410,1255551,Hungary,2014-10-01
423,France,201411,255549,Hungary,2014-11-01
424,Greece,201411,8123,Hungary,2014-11-01
425,Hungary,201411,50361,Hungary,2014-11-01
426,Ireland,201411,1882021,Hungary,2014-11-01
427,Netherlands,201411,1154787,Hungary,2014-11-01
428,USA,201411,702585,Hungary,2014-11-01
448,France,201412,656,Hungary,2014-12-01
449,Greece,201412,14141,Hungary,2014-12-01
450,Ireland,201412,2005941,Hungary,2014-12-01
451,Netherlands,201412,3439271,Hungary,2014-12-01
452,USA,201412,202897,Hungary,2014-12-01
479,Germany,201501,64907,Hungary,2015-01-01
480,Greece,201501,6594,Hungary,2015-01-01
481,Ireland,201501,4581463,Hungary,2015-01-01
482,Netherlands,201501,868720,Hungary,2015-01-01
483,USA,201501,1187661,Hungary,2015-01-01
502,Greece,201502,21175,Hungary,2015-02-01
503,Ireland,201502,2285278,Hungary,2015-02-01
504,Netherlands,201502,798606,Hungary,2015-02-01
505,USA,201502,501664,Hungary,2015-02-01
538,Germany,201503,179039,Hungary,2015-03-01
539,Greece,201503,11051,Hungary,2015-03-01
540,Ireland,201503,3834492,Hungary,2015-03-01
541,Netherlands,201503,1194271,Hungary,2015-03-01
542,Spain,201503,14475,Hungary,2015-03-01
566,Greece,201504,9491,Hungary,2015-04-01
567,Ireland,201504,2216406,Hungary,2015-04-01
568,Netherlands,201504,3379020,Hungary,2015-04-01
569,USA,201504,536685,Hungary,2015-04-01
601,Germany,201505,456238,Hungary,2015-05-01
602,Greece,201505,13853,Hungary,2015-05-01
603,Ireland,201505,2063384,Hungary,2015-05-01
604,Netherlands,201505,2084413,Hungary,2015-05-01
640,Greece,201506,46175,Hungary,2015-06-01
641,Ireland,201506,2989618,Hungary,2015-06-01
642,Netherlands,201506,824933,Hungary,2015-06-01
679,Greece,201507,33465,Hungary,2015-07-01
680,Ireland,201507,3235825,Hungary,2015-07-01
681,Netherlands,201507,2115540,Hungary,2015-07-01
682,USA,201507,644093,Hungary,2015-07-01
707,Greece,201508,4979,Hungary,2015-08-01
708,Ireland,201508,2306204,Hungary,2015-08-01
709,Netherlands,201508,1456749,Hungary,2015-08-01
710,USA,201508,865962,Hungary,2015-08-01
745,Greece,201509,3968,Hungary,2015-09-01
746,Ireland,201509,1346490,Hungary,2015-09-01
747,Netherlands,201509,2421110,Hungary,2015-09-01
773,France,201510,127927,Hungary,2015-10-01
774,Greece,201510,13900,Hungary,2015-10-01
775,Ireland,201510,6073109,Hungary,2015-10-01
776,Netherlands,201510,2247371,Hungary,2015-10-01
802,France,201511,116,Hungary,2015-11-01
803,Germany,201511,74421,Hungary,2015-11-01
804,Greece,201511,3286,Hungary,2015-11-01
805,Ireland,201511,1453133,Hungary,2015-11-01
806,Netherlands,201511,3596103,Hungary,2015-11-01
807,USA,201511,512031,Hungary,2015-11-01
841,France,201512,283335,Hungary,2015-12-01
842,Germany,201512,27922,Hungary,2015-12-01
843,Greece,201512,7742,Hungary,2015-12-01
844,Ireland,201512,2604277,Hungary,2015-12-01
845,Netherlands,201512,2169711,Hungary,2015-12-01
846,Spain,201512,655,Hungary,2015-12-01
847,USA,201512,255434,Hungary,2015-12-01
882,Greece,201601,4762,Hungary,2016-01-01
883,Ireland,201601,2011405,Hungary,2016-01-01
884,USA,201601,554792,Hungary,2016-01-01
915,Greece,201602,8556,Hungary,2016-02-01
916,Ireland,201602,2244728,Hungary,2016-02-01
917,Netherlands,201602,2147478,Hungary,2016-02-01
952,Greece,201603,7455,Hungary,2016-03-01
953,Ireland,201603,909553,Hungary,2016-03-01
954,Netherlands,201603,4406451,Hungary,2016-03-01
955,USA,201603,969990,Hungary,2016-03-01
995,Greece,201604,2330,Hungary,2016-04-01
996,Ireland,201604,991374,Hungary,2016-04-01
997,Netherlands,201604,1234048,Hungary,2016-04-01
998,USA,201604,684788,Hungary,2016-04-01
1034,Greece,201605,5063,Hungary,2016-05-01
1035,Ireland,201605,1925354,Hungary,2016-05-01
1036,Netherlands,201605,2392446,Hungary,2016-05-01
1037,USA,201605,392092,Hungary,2016-05-01
1071,Ireland,201606,606649,Hungary,2016-06-01
1072,Netherlands,201606,2498421,Hungary,2016-06-01
1073,USA,201606,9821,Hungary,2016-06-01
1109,France,201607,118401,Hungary,2016-07-01
1110,Greece,201607,7560,Hungary,2016-07-01
1111,Ireland,201607,1206287,Hungary,2016-07-01
1112,Netherlands,201607,1639042,Hungary,2016-07-01
1113,USA,201607,165624,Hungary,2016-07-01
1152,Greece,201608,5997,Hungary,2016-08-01
1153,Ireland,201608,1838450,Hungary,2016-08-01
1154,Netherlands,201608,4776541,Hungary,2016-08-01
1155,USA,201608,231357,Hungary,2016-08-01
1193,France,201609,52863,Hungary,2016-09-01
1194,Greece,201609,6441,Hungary,2016-09-01
1195,Ireland,201609,1127293,Hungary,2016-09-01
1231,France,201610,49658,Hungary,2016-10-01
1232,Greece,201610,10094,Hungary,2016-10-01
1233,Ireland,201610,952126,Hungary,2016-10-01
1234,Netherlands,201610,2380625,Hungary,2016-10-01
1235,USA,201610,343901,Hungary,2016-10-01
1271,France,201611,56502,Hungary,2016-11-01
1272,Greece,201611,4483,Hungary,2016-11-01
1273,Ireland,201611,1174395,Hungary,2016-11-01
1274,Netherlands,201611,2044696,Hungary,2016-11-01
1275,USA,201611,283742,Hungary,2016-11-01
1313,France,201612,131630,Hungary,2016-12-01
1314,Ireland,201612,1120089,Hungary,2016-12-01
1315,Netherlands,201612,2188928,Hungary,2016-12-01
1316,USA,201612,396948,Hungary,2016-12-01
33,Greece,201401,11842,Ireland,2014-01-01
34,Ireland,201401,776670,Ireland,2014-01-01
63,France,201402,260377,Ireland,2014-02-01
64,Germany,201402,97551,Ireland,2014-02-01
65,Greece,201402,6330,Ireland,2014-02-01
66,Ireland,201402,539053,Ireland,2014-02-01
67,Netherlands,201402,254015,Ireland,2014-02-01
68,USA,201402,219855,Ireland,2014-02-01
101,France,201403,542925,Ireland,2014-03-01
102,Germany,201403,36419,Ireland,2014-03-01
103,Greece,201403,19948,Ireland,2014-03-01
104,Ireland,201403,918128,Ireland,2014-03-01
105,Netherlands,201403,935714,Ireland,2014-03-01
106,USA,201403,647503,Ireland,2014-03-01
143,France,201404,393819,Ireland,2014-04-01
144,Germany,201404,101702,Ireland,2014-04-01
145,Greece,201404,7616,Ireland,2014-04-01
146,Ireland,201404,871619,Ireland,2014-04-01
182,France,201405,424719,Ireland,2014-05-01
183,Germany,201405,73571,Ireland,2014-05-01
184,Greece,201405,10407,Ireland,2014-05-01
185,Ireland,201405,1184467,Ireland,2014-05-01
186,Netherlands,201405,1060084,Ireland,2014-05-01
187,USA,201405,315898,Ireland,2014-05-01
225,France,201406,414607,Ireland,2014-06-01
226,Greece,201406,32263,Ireland,2014-06-01
227,Ireland,201406,1025031,Ireland,2014-06-01
228,Netherlands,201406,2591552,Ireland,2014-06-01
229,USA,201406,786053,Ireland,2014-06-01
267,France,201407,367418,Ireland,2014-07-01
268,Greece,201407,16287,Ireland,2014-07-01
269,Ireland,201407,1310790,Ireland,2014-07-01
270,Netherlands,201407,1117828,Ireland,2014-07-01
271,USA,201407,571755,Ireland,2014-07-01
304,France,201408,346081,Ireland,2014-08-01
305,Germany,201408,91872,Ireland,2014-08-01
306,Greece,201408,27040,Ireland,2014-08-01
307,Ireland,201408,1134158,Ireland,2014-08-01
308,Netherlands,201408,1481428,Ireland,2014-08-01
309,USA,201408,2246443,Ireland,2014-08-01
348,France,201409,261811,Ireland,2014-09-01
349,Greece,201409,5815,Ireland,2014-09-01
350,Ireland,201409,1799811,Ireland,2014-09-01
351,Netherlands,201409,13119,Ireland,2014-09-01
389,France,201410,126844,Ireland,2014-10-01
390,Germany,201410,100287,Ireland,2014-10-01
391,Greece,201410,13111,Ireland,2014-10-01
392,Hungary,201410,61424,Ireland,2014-10-01
393,Ireland,201410,1330844,Ireland,2014-10-01
394,Netherlands,201410,1255551,Ireland,2014-10-01
423,France,201411,255549,Ireland,2014-11-01
424,Greece,201411,8123,Ireland,2014-11-01
425,Hungary,201411,50361,Ireland,2014-11-01
426,Ireland,201411,1882021,Ireland,2014-11-01
427,Netherlands,201411,1154787,Ireland,2014-11-01
428,USA,201411,702585,Ireland,2014-11-01
448,France,201412,656,Ireland,2014-12-01
449,Greece,201412,14141,Ireland,2014-12-01
450,Ireland,201412,2005941,Ireland,2014-12-01
451,Netherlands,201412,3439271,Ireland,2014-12-01
452,USA,201412,202897,Ireland,2014-12-01
479,Germany,201501,64907,Ireland,2015-01-01
480,Greece,201501,6594,Ireland,2015-01-01
481,Ireland,201501,4581463,Ireland,2015-01-01
482,Netherlands,201501,868720,Ireland,2015-01-01
483,USA,201501,1187661,Ireland,2015-01-01
502,Greece,201502,21175,Ireland,2015-02-01
503,Ireland,201502,2285278,Ireland,2015-02-01
504,Netherlands,201502,798606,Ireland,2015-02-01
505,USA,201502,501664,Ireland,2015-02-01
538,Germany,201503,179039,Ireland,2015-03-01
539,Greece,201503,11051,Ireland,2015-03-01
540,Ireland,201503,3834492,Ireland,2015-03-01
541,Netherlands,201503,1194271,Ireland,2015-03-01
542,Spain,201503,14475,Ireland,2015-03-01
566,Greece,201504,9491,Ireland,2015-04-01
567,Ireland,201504,2216406,Ireland,2015-04-01
568,Netherlands,201504,3379020,Ireland,2015-04-01
569,USA,201504,536685,Ireland,2015-04-01
601,Germany,201505,456238,Ireland,2015-05-01
602,Greece,201505,13853,Ireland,2015-05-01
603,Ireland,201505,2063384,Ireland,2015-05-01
604,Netherlands,201505,2084413,Ireland,2015-05-01
640,Greece,201506,46175,Ireland,2015-06-01
641,Ireland,201506,2989618,Ireland,2015-06-01
642,Netherlands,201506,824933,Ireland,2015-06-01
679,Greece,201507,33465,Ireland,2015-07-01
680,Ireland,201507,3235825,Ireland,2015-07-01
681,Netherlands,201507,2115540,Ireland,2015-07-01
682,USA,201507,644093,Ireland,2015-07-01
707,Greece,201508,4979,Ireland,2015-08-01
708,Ireland,201508,2306204,Ireland,2015-08-01
709,Netherlands,201508,1456749,Ireland,2015-08-01
710,USA,201508,865962,Ireland,2015-08-01
745,Greece,201509,3968,Ireland,2015-09-01
746,Ireland,201509,1346490,Ireland,2015-09-01
747,Netherlands,201509,2421110,Ireland,2015-09-01
773,France,201510,127927,Ireland,2015-10-01
774,Greece,201510,13900,Ireland,2015-10-01
775,Ireland,201510,6073109,Ireland,2015-10-01
776,Netherlands,201510,2247371,Ireland,2015-10-01
802,France,201511,116,Ireland,2015-11-01
803,Germany,201511,74421,Ireland,2015-11-01
804,Greece,201511,3286,Ireland,2015-11-01
805,Ireland,201511,1453133,Ireland,2015-11-01
806,Netherlands,201511,3596103,Ireland,2015-11-01
807,USA,201511,512031,Ireland,2015-11-01
841,France,201512,283335,Ireland,2015-12-01
842,Germany,201512,27922,Ireland,2015-12-01
843,Greece,201512,7742,Ireland,2015-12-01
844,Ireland,201512,2604277,Ireland,2015-12-01
845,Netherlands,201512,2169711,Ireland,2015-12-01
846,Spain,201512,655,Ireland,2015-12-01
847,USA,201512,255434,Ireland,2015-12-01
882,Greece,201601,4762,Ireland,2016-01-01
883,Ireland,201601,2011405,Ireland,2016-01-01
884,USA,201601,554792,Ireland,2016-01-01
915,Greece,201602,8556,Ireland,2016-02-01
916,Ireland,201602,2244728,Ireland,2016-02-01
917,Netherlands,201602,2147478,Ireland,2016-02-01
952,Greece,201603,7455,Ireland,2016-03-01
953,Ireland,201603,909553,Ireland,2016-03-01
954,Netherlands,201603,4406451,Ireland,2016-03-01
955,USA,201603,969990,Ireland,2016-03-01
995,Greece,201604,2330,Ireland,2016-04-01
996,Ireland,201604,991374,Ireland,2016-04-01
997,Netherlands,201604,1234048,Ireland,2016-04-01
998,USA,201604,684788,Ireland,2016-04-01
1034,Greece,201605,5063,Ireland,2016-05-01
1035,Ireland,201605,1925354,Ireland,2016-05-01
1036,Netherlands,201605,2392446,Ireland,2016-05-01
1037,USA,201605,392092,Ireland,2016-05-01
1071,Ireland,201606,606649,Ireland,2016-06-01
1072,Netherlands,201606,2498421,Ireland,2016-06-01
1073,USA,201606,9821,Ireland,2016-06-01
1109,France,201607,118401,Ireland,2016-07-01
1110,Greece,201607,7560,Ireland,2016-07-01
1111,Ireland,201607,1206287,Ireland,2016-07-01
1112,Netherlands,201607,1639042,Ireland,2016-07-01
1113,USA,201607,165624,Ireland,2016-07-01
1152,Greece,201608,5997,Ireland,2016-08-01
1153,Ireland,201608,1838450,Ireland,2016-08-01
1154,Netherlands,201608,4776541,Ireland,2016-08-01
1155,USA,201608,231357,Ireland,2016-08-01
1193,France,201609,52863,Ireland,2016-09-01
1194,Greece,201609,6441,Ireland,2016-09-01
1195,Ireland,201609,1127293,Ireland,2016-09-01
1231,France,201610,49658,Ireland,2016-10-01
1232,Greece,201610,10094,Ireland,2016-10-01
1233,Ireland,201610,952126,Ireland,2016-10-01
1234,Netherlands,201610,2380625,Ireland,2016-10-01
1235,USA,201610,343901,Ireland,2016-10-01
1271,France,201611,56502,Ireland,2016-11-01
1272,Greece,201611,4483,Ireland,2016-11-01
1273,Ireland,201611,1174395,Ireland,2016-11-01
1274,Netherlands,201611,2044696,Ireland,2016-11-01
1275,USA,201611,283742,Ireland,2016-11-01
1313,France,201612,131630,Ireland,2016-12-01
1314,Ireland,201612,1120089,Ireland,2016-12-01
1315,Netherlands,201612,2188928,Ireland,2016-12-01
1316,USA,201612,396948,Ireland,2016-12-01
33,Greece,201401,11842,Netherlands,2014-01-01
34,Ireland,201401,776670,Netherlands,2014-01-01
63,France,201402,260377,Netherlands,2014-02-01
64,Germany,201402,97551,Netherlands,2014-02-01
65,Greece,201402,6330,Netherlands,2014-02-01
66,Ireland,201402,539053,Netherlands,2014-02-01
67,Netherlands,201402,254015,Netherlands,2014-02-01
68,USA,201402,219855,Netherlands,2014-02-01
101,France,201403,542925,Netherlands,2014-03-01
102,Germany,201403,36419,Netherlands,2014-03-01
103,Greece,201403,19948,Netherlands,2014-03-01
104,Ireland,201403,918128,Netherlands,2014-03-01
105,Netherlands,201403,935714,Netherlands,2014-03-01
106,USA,201403,647503,Netherlands,2014-03-01
143,France,201404,393819,Netherlands,2014-04-01
144,Germany,201404,101702,Netherlands,2014-04-01
145,Greece,201404,7616,Netherlands,2014-04-01
146,Ireland,201404,871619,Netherlands,2014-04-01
182,France,201405,424719,Netherlands,2014-05-01
183,Germany,201405,73571,Netherlands,2014-05-01
184,Greece,201405,10407,Netherlands,2014-05-01
185,Ireland,201405,1184467,Netherlands,2014-05-01
186,Netherlands,201405,1060084,Netherlands,2014-05-01
187,USA,201405,315898,Netherlands,2014-05-01
225,France,201406,414607,Netherlands,2014-06-01
226,Greece,201406,32263,Netherlands,2014-06-01
227,Ireland,201406,1025031,Netherlands,2014-06-01
228,Netherlands,201406,2591552,Netherlands,2014-06-01
229,USA,201406,786053,Netherlands,2014-06-01
267,France,201407,367418,Netherlands,2014-07-01
268,Greece,201407,16287,Netherlands,2014-07-01
269,Ireland,201407,1310790,Netherlands,2014-07-01
270,Netherlands,201407,1117828,Netherlands,2014-07-01
271,USA,201407,571755,Netherlands,2014-07-01
304,France,201408,346081,Netherlands,2014-08-01
305,Germany,201408,91872,Netherlands,2014-08-01
306,Greece,201408,27040,Netherlands,2014-08-01
307,Ireland,201408,1134158,Netherlands,2014-08-01
308,Netherlands,201408,1481428,Netherlands,2014-08-01
309,USA,201408,2246443,Netherlands,2014-08-01
348,France,201409,261811,Netherlands,2014-09-01
349,Greece,201409,5815,Netherlands,2014-09-01
350,Ireland,201409,1799811,Netherlands,2014-09-01
351,Netherlands,201409,13119,Netherlands,2014-09-01
389,France,201410,126844,Netherlands,2014-10-01
390,Germany,201410,100287,Netherlands,2014-10-01
391,Greece,201410,13111,Netherlands,2014-10-01
392,Hungary,201410,61424,Netherlands,2014-10-01
393,Ireland,201410,1330844,Netherlands,2014-10-01
394,Netherlands,201410,1255551,Netherlands,2014-10-01
423,France,201411,255549,Netherlands,2014-11-01
424,Greece,201411,8123,Netherlands,2014-11-01
425,Hungary,201411,50361,Netherlands,2014-11-01
426,Ireland,201411,1882021,Netherlands,2014-11-01
427,Netherlands,201411,1154787,Netherlands,2014-11-01
428,USA,201411,702585,Netherlands,2014-11-01
448,France,201412,656,Netherlands,2014-12-01
449,Greece,201412,14141,Netherlands,2014-12-01
450,Ireland,201412,2005941,Netherlands,2014-12-01
451,Netherlands,201412,3439271,Netherlands,2014-12-01
452,USA,201412,202897,Netherlands,2014-12-01
479,Germany,201501,64907,Netherlands,2015-01-01
480,Greece,201501,6594,Netherlands,2015-01-01
481,Ireland,201501,4581463,Netherlands,2015-01-01
482,Netherlands,201501,868720,Netherlands,2015-01-01
483,USA,201501,1187661,Netherlands,2015-01-01
502,Greece,201502,21175,Netherlands,2015-02-01
503,Ireland,201502,2285278,Netherlands,2015-02-01
504,Netherlands,201502,798606,Netherlands,2015-02-01
505,USA,201502,501664,Netherlands,2015-02-01
538,Germany,201503,179039,Netherlands,2015-03-01
539,Greece,201503,11051,Netherlands,2015-03-01
540,Ireland,201503,3834492,Netherlands,2015-03-01
541,Netherlands,201503,1194271,Netherlands,2015-03-01
542,Spain,201503,14475,Netherlands,2015-03-01
566,Greece,201504,9491,Netherlands,2015-04-01
567,Ireland,201504,2216406,Netherlands,2015-04-01
568,Netherlands,201504,3379020,Netherlands,2015-04-01
569,USA,201504,536685,Netherlands,2015-04-01
601,Germany,201505,456238,Netherlands,2015-05-01
602,Greece,201505,13853,Netherlands,2015-05-01
603,Ireland,201505,2063384,Netherlands,2015-05-01
604,Netherlands,201505,2084413,Netherlands,2015-05-01
640,Greece,201506,46175,Netherlands,2015-06-01
641,Ireland,201506,2989618,Netherlands,2015-06-01
642,Netherlands,201506,824933,Netherlands,2015-06-01
679,Greece,201507,33465,Netherlands,2015-07-01
680,Ireland,201507,3235825,Netherlands,2015-07-01
681,Netherlands,201507,2115540,Netherlands,2015-07-01
682,USA,201507,644093,Netherlands,2015-07-01
707,Greece,201508,4979,Netherlands,2015-08-01
708,Ireland,201508,2306204,Netherlands,2015-08-01
709,Netherlands,201508,1456749,Netherlands,2015-08-01
710,USA,201508,865962,Netherlands,2015-08-01
745,Greece,201509,3968,Netherlands,2015-09-01
746,Ireland,201509,1346490,Netherlands,2015-09-01
747,Netherlands,201509,2421110,Netherlands,2015-09-01
773,France,201510,127927,Netherlands,2015-10-01
774,Greece,201510,13900,Netherlands,2015-10-01
775,Ireland,201510,6073109,Netherlands,2015-10-01
776,Netherlands,201510,2247371,Netherlands,2015-10-01
802,France,201511,116,Netherlands,2015-11-01
803,Germany,201511,74421,Netherlands,2015-11-01
