,partner,period,trade_value_usd,reporter
937,Greece,201504,5583,Ireland
938,Hungary,201504,4959,Ireland
939,Ireland,201504,8918732,Ireland
940,Italy,201504,935374,Ireland
941,Netherlands,201504,9032820,Ireland
942,Poland,201504,1791163,Ireland
943,Portugal,201504,647790,Ireland
944,Romania,201504,127686,Ireland
945,Spain,201504,8621482,Ireland
946,USA,201504,407002,Ireland
989,World,201505,72248669,Ireland
990,Austria,201505,5895,Ireland
991,Belgium,201505,6946503,Ireland
992,Denmark,201505,15125236,Ireland
993,Finland,201505,28754,Ireland
994,France,201505,5349500,Ireland
995,Germany,201505,16811456,Ireland
996,Greece,201505,34394,Ireland
997,Hungary,201505,57710,Ireland
998,Ireland,201505,7300356,Ireland
999,Italy,201505,1089200,Ireland
1000,Netherlands,201505,8180695,Ireland
1001,Poland,201505,1982180,Ireland
1002,Portugal,201505,425447,Ireland
1003,Romania,201505,70377,Ireland
1004,Spain,201505,8491844,Ireland
1005,Sweden,201505,69784,Ireland
1006,USA,201505,279338,Ireland
1053,World,201506,82906126,Ireland
1054,Austria,201506,6166,Ireland
1055,Belgium,201506,8268806,Ireland
1056,Denmark,201506,17607212,Ireland
1057,France,201506,6871463,Ireland
1058,Germany,201506,17235567,Ireland
1059,Greece,201506,8849,Ireland
1060,Hungary,201506,60154,Ireland
1061,Ireland,201506,8613349,Ireland
1062,Italy,201506,1127979,Ireland
1063,Netherlands,201506,10760163,Ireland
1064,Poland,201506,2500460,Ireland
1065,Portugal,201506,762024,Ireland
1066,Romania,201506,304615,Ireland
1067,Spain,201506,8353629,Ireland
1068,Sweden,201506,34457,Ireland
1069,USA,201506,391232,Ireland
1116,World,201507,82252969,Ireland
1117,Austria,201507,1209,Ireland
1118,Belgium,201507,7533513,Ireland
1119,Denmark,201507,18990168,Ireland
1120,Finland,201507,94662,Ireland
1121,France,201507,7128539,Ireland
1122,Germany,201507,15607085,Ireland
1123,Greece,201507,13731,Ireland
1124,Hungary,201507,64576,Ireland
1125,Ireland,201507,9778336,Ireland
1126,Italy,201507,1299019,Ireland
1127,Netherlands,201507,9580232,Ireland
1128,Poland,201507,2118323,Ireland
1129,Portugal,201507,688352,Ireland
1130,Romania,201507,122055,Ireland
1131,Spain,201507,8828562,Ireland
1132,Sweden,201507,34274,Ireland
1133,USA,201507,370334,Ireland
1180,World,201508,77768839,Ireland
1181,Austria,201508,18766,Ireland
1182,Belgium,201508,7855435,Ireland
1183,Denmark,201508,16491927,Ireland
1184,France,201508,6144669,Ireland
1185,Germany,201508,16146994,Ireland
1186,Ireland,201508,8015058,Ireland
1187,Italy,201508,1250061,Ireland
1188,Lithuania,201508,197,Ireland
1189,Netherlands,201508,10400212,Ireland
1190,Poland,201508,2498655,Ireland
1191,Portugal,201508,83808,Ireland
1192,Romania,201508,397379,Ireland
1193,Spain,201508,8227538,Ireland
1194,Sweden,201508,34705,Ireland
1195,USA,201508,203436,Ireland
1244,World,201509,77008084,Ireland
1245,Belgium,201509,7071777,Ireland
1246,Bulgaria,201509,82972,Ireland
1247,Denmark,201509,17398406,Ireland
1248,Finland,201509,68312,Ireland
1249,France,201509,6569170,Ireland
1250,Germany,201509,14692310,Ireland
1251,Greece,201509,13890,Ireland
1252,Hungary,201509,131179,Ireland
1253,Ireland,201509,8273200,Ireland
1254,Italy,201509,839827,Ireland
1255,Netherlands,201509,9815315,Ireland
1256,Poland,201509,2094690,Ireland
1257,Portugal,201509,460891,Ireland
1258,Romania,201509,82591,Ireland
1259,Spain,201509,9049872,Ireland
1260,USA,201509,363681,Ireland
1308,World,201510,86029917,Ireland
1309,Australia,201510,14154,Ireland
1310,Belgium,201510,7432137,Ireland
1311,Bulgaria,201510,92677,Ireland
1312,Czechia,201510,21,Ireland
1313,Denmark,201510,21184941,Ireland
1314,Finland,201510,34127,Ireland
1315,France,201510,6832776,Ireland
1316,Germany,201510,17595611,Ireland
1317,Greece,201510,21098,Ireland
1318,Hungary,201510,63074,Ireland
1319,Ireland,201510,8215409,Ireland
1320,Italy,201510,930954,Ireland
1321,Netherlands,201510,10772961,Ireland
1322,Poland,201510,2748155,Ireland
1323,Portugal,201510,456467,Ireland
1324,Romania,201510,107691,Ireland
1325,Spain,201510,9119449,Ireland
1326,USA,201510,408213,Ireland
1371,World,201511,86125508,Ireland
1372,Belgium,201511,6347962,Ireland
1373,Bulgaria,201511,108266,Ireland
1374,Denmark,201511,23461077,Ireland
1375,Finland,201511,33846,Ireland
1376,France,201511,6349982,Ireland
1377,Germany,201511,17898288,Ireland
1378,Greece,201511,46520,Ireland
1379,Ireland,201511,7762052,Ireland
1380,Italy,201511,801554,Ireland
1381,Netherlands,201511,11042734,Ireland
1382,Poland,201511,2512211,Ireland
1383,Portugal,201511,549766,Ireland
1384,Romania,201511,202389,Ireland
1385,Spain,201511,8669353,Ireland
1386,Sweden,201511,34980,Ireland
1387,USA,201511,304530,Ireland
1432,World,201512,72260013,Ireland
1433,Belgium,201512,6139075,Ireland
1434,Bulgaria,201512,135253,Ireland
1435,Denmark,201512,19019059,Ireland
1436,Finland,201512,33368,Ireland
1437,France,201512,6291832,Ireland
1438,Germany,201512,11882930,Ireland
1439,Hungary,201512,52048,Ireland
1440,Ireland,201512,7403952,Ireland
1441,Italy,201512,890040,Ireland
1442,Netherlands,201512,9055948,Ireland
1443,Poland,201512,2881417,Ireland
1444,Portugal,201512,483654,Ireland
1445,Romania,201512,183569,Ireland
1446,Spain,201512,7519762,Ireland
1447,USA,201512,288106,Ireland
1493,World,201601,61922717,Ireland
1494,Belgium,201601,5306690,Ireland
1495,Bulgaria,201601,51492,Ireland
1496,Denmark,201601,16393516,Ireland
1497,Finland,201601,64037,Ireland
1498,France,201601,4986638,Ireland
1499,Germany,201601,11796995,Ireland
1500,Greece,201601,1675,Ireland
1501,Hungary,201601,60628,Ireland
1502,Ireland,201601,6354300,Ireland
1503,Italy,201601,927828,Ireland
1504,Lithuania,201601,402,Ireland
1505,Netherlands,201601,6150526,Ireland
1506,Poland,201601,2548804,Ireland
1507,Portugal,201601,466885,Ireland
1508,Romania,201601,150896,Ireland
1509,Spain,201601,6434301,Ireland
1510,USA,201601,227104,Ireland
1560,World,201602,62722846,Ireland
1561,Belgium,201602,4716897,Ireland
1562,Bulgaria,201602,54481,Ireland
1563,Denmark,201602,15768425,Ireland
1564,France,201602,5991099,Ireland
1565,Germany,201602,12182363,Ireland
1566,Greece,201602,5319,Ireland
1567,Hungary,201602,58844,Ireland
1568,Ireland,201602,6430284,Ireland
1569,Italy,201602,766575,Ireland
1570,Lithuania,201602,274,Ireland
1571,Netherlands,201602,6705802,Ireland
1572,Poland,201602,2132806,Ireland
1573,Portugal,201602,407873,Ireland
1574,Romania,201602,243258,Ireland
1575,Spain,201602,6908940,Ireland
1576,Sweden,201602,12590,Ireland
1577,USA,201602,337014,Ireland
1625,World,201603,66392843,Ireland
1626,Belgium,201603,5712764,Ireland
1627,Bulgaria,201603,77926,Ireland
1628,Denmark,201603,15612479,Ireland
1629,Finland,201603,31657,Ireland
1630,France,201603,6099436,Ireland
1631,Germany,201603,10910183,Ireland
1632,Greece,201603,7813,Ireland
1633,Hungary,201603,82180,Ireland
1634,Ireland,201603,7017863,Ireland
1635,Italy,201603,718741,Ireland
1636,Latvia,201603,9684,Ireland
1637,Netherlands,201603,8939982,Ireland
1638,Poland,201603,2685394,Ireland
1639,Portugal,201603,558406,Ireland
1640,Romania,201603,307289,Ireland
1641,Spain,201603,7368048,Ireland
1642,USA,201603,252998,Ireland
1691,World,201604,65267064,Ireland
1692,Australia,201604,12024,Ireland
1693,Austria,201604,1911,Ireland
1694,Belgium,201604,5414323,Ireland
1695,Bulgaria,201604,68530,Ireland
1696,Denmark,201604,20964049,Ireland
1697,Finland,201604,31791,Ireland
1698,France,201604,5642981,Ireland
1699,Germany,201604,9231741,Ireland
1700,Hungary,201604,64307,Ireland
1701,Ireland,201604,5136982,Ireland
1702,Italy,201604,932586,Ireland
1703,Netherlands,201604,6646311,Ireland
1704,Poland,201604,2983686,Ireland
1705,Portugal,201604,810729,Ireland
1706,Romania,201604,386424,Ireland
1707,Spain,201604,6625222,Ireland
1708,USA,201604,313469,Ireland
1757,World,201605,78991949,Ireland
1758,Belgium,201605,6253271,Ireland
1759,Denmark,201605,28516257,Ireland
1760,Finland,201605,66298,Ireland
1761,France,201605,5152675,Ireland
1762,Germany,201605,13733882,Ireland
1763,Greece,201605,11075,Ireland
1764,Hungary,201605,57059,Ireland
1765,Ireland,201605,5553006,Ireland
1766,Italy,201605,1004288,Ireland
1767,Netherlands,201605,7820516,Ireland
1768,Poland,201605,3072833,Ireland
1769,Portugal,201605,255101,Ireland
1770,Romania,201605,268170,Ireland
1771,Spain,201605,6917200,Ireland
1772,Sweden,201605,33442,Ireland
1773,USA,201605,276874,Ireland
1825,World,201606,98253017,Ireland
1826,Belgium,201606,7079900,Ireland
1827,Chile,201606,23297,Ireland
1828,Denmark,201606,36519869,Ireland
1829,France,201606,6112513,Ireland
1830,Germany,201606,16485464,Ireland
1831,Hungary,201606,136737,Ireland
1832,Ireland,201606,6703355,Ireland
1833,Italy,201606,1016613,Ireland
1834,Netherlands,201606,9169066,Ireland
1835,Poland,201606,4214615,Ireland
1836,Portugal,201606,765555,Ireland
1837,Romania,201606,155292,Ireland
1838,Spain,201606,9524046,Ireland
1839,USA,201606,346697,Ireland
1886,World,201607,88817227,Ireland
1887,Austria,201607,13741,Ireland
1888,Belgium,201607,4889374,Ireland
1889,Denmark,201607,35048158,Ireland
1890,Finland,201607,29092,Ireland
1891,France,201607,4454427,Ireland
1892,Germany,201607,15855292,Ireland
1893,Greece,201607,3031,Ireland
1894,Hungary,201607,107364,Ireland
1895,Ireland,201607,6036589,Ireland
1896,Italy,201607,1016354,Ireland
1897,Netherlands,201607,9043509,Ireland
1898,Poland,201607,3377298,Ireland
1899,Portugal,201607,504661,Ireland
1900,Romania,201607,327371,Ireland
1901,Spain,201607,7790968,Ireland
1902,USA,201607,319997,Ireland
1951,World,201608,98761435,Ireland
1952,Austria,201608,301430,Ireland
1953,Belgium,201608,7506408,Ireland
1954,Denmark,201608,36882607,Ireland
1955,France,201608,5314538,Ireland
1956,Germany,201608,19368806,Ireland
1957,Greece,201608,1939,Ireland
1958,Hungary,201608,105534,Ireland
1959,Ireland,201608,6801256,Ireland
1960,Italy,201608,961706,Ireland
1961,Netherlands,201608,9288367,Ireland
1962,Poland,201608,2290668,Ireland
1963,Portugal,201608,533989,Ireland
1964,Romania,201608,191643,Ireland
1965,Spain,201608,8945648,Ireland
1966,USA,201608,266897,Ireland
2016,World,201609,100155390,Ireland
2017,Austria,201609,357542,Ireland
2018,Belgium,201609,6747526,Ireland
2019,Denmark,201609,36867323,Ireland
2020,France,201609,6329165,Ireland
2021,Germany,201609,18723235,Ireland
2022,Greece,201609,6177,Ireland
2023,Hungary,201609,116757,Ireland
2024,Ireland,201609,6524190,Ireland
2025,Italy,201609,882926,Ireland
2026,Netherlands,201609,10446100,Ireland
2027,Poland,201609,2660214,Ireland
2028,Portugal,201609,500645,Ireland
2029,Romania,201609,592499,Ireland
2030,Spain,201609,9071397,Ireland
2031,USA,201609,329694,Ireland
2080,World,201610,103182198,Ireland
2081,Austria,201610,478856,Ireland
2082,Belgium,201610,6654662,Ireland
2083,Denmark,201610,40850066,Ireland
2084,Finland,201610,3750,Ireland
2085,France,201610,4166827,Ireland
2086,Germany,201610,18272509,Ireland
2087,Greece,201610,4638,Ireland
2088,Hungary,201610,466083,Ireland
2089,Ireland,201610,7556388,Ireland
2090,Italy,201610,502160,Ireland
2091,Netherlands,201610,8614983,Ireland
2092,Poland,201610,3736910,Ireland
2093,Portugal,201610,626779,Ireland
2094,Romania,201610,499502,Ireland
2095,Spain,201610,10531491,Ireland
2096,USA,201610,216597,Ireland
2147,World,201611,109900669,Ireland
2148,Austria,201611,327651,Ireland
2149,Belgium,201611,7862851,Ireland
2150,Cyprus,201611,61300,Ireland
2151,Denmark,201611,42859868,Ireland
2152,Finland,201611,3006,Ireland
2153,France,201611,4791048,Ireland
2154,Germany,201611,19485319,Ireland
2155,Greece,201611,3155,Ireland
2156,Hungary,201611,183889,Ireland
2157,Ireland,201611,8155537,Ireland
2158,Italy,201611,768373,Ireland
2159,Netherlands,201611,9746675,Ireland
2160,Poland,201611,4450553,Ireland
2161,Portugal,201611,356982,Ireland
2162,Romania,201611,197857,Ireland
2163,Spain,201611,10271597,Ireland
2164,USA,201611,375008,Ireland
2211,World,201612,104645534,Ireland
2212,Austria,201612,219090,Ireland
2213,Belgium,201612,7606168,Ireland
2214,Denmark,201612,42522360,Ireland
2215,France,201612,4951734,Ireland
2216,Germany,201612,16863338,Ireland
2217,Hungary,201612,59797,Ireland
2218,Ireland,201612,8824803,Ireland
2219,Italy,201612,447585,Ireland
2220,Netherlands,201612,9477252,Ireland
2221,Poland,201612,2958241,Ireland
2222,Portugal,201612,557022,Ireland
2223,Romania,201612,313510,Ireland
2224,Spain,201612,9564851,Ireland
2225,USA,201612,279782,Ireland
44,World,201401,101084460,Italy
45,Australia,201401,4975,Italy
46,Belgium,201401,7326630,Italy
47,Denmark,201401,22405326,Italy
48,Finland,201401,130378,Italy
49,France,201401,8895615,Italy
50,Germany,201401,27724830,Italy
51,Greece,201401,8519,Italy
52,Hungary,201401,4002,Italy
53,Ireland,201401,9721355,Italy
54,Italy,201401,1273936,Italy
55,Netherlands,201401,13396068,Italy
56,Poland,201401,559418,Italy
57,Portugal,201401,588549,Italy
58,Spain,201401,8732108,Italy
59,USA,201401,312753,Italy
103,World,201402,84688990,Italy
104,Austria,201402,20317,Italy
105,Belgium,201402,5967764,Italy
106,Chile,201402,82262,Italy
107,Denmark,201402,20089943,Italy
108,France,201402,7912475,Italy
109,Germany,201402,21518559,Italy
110,Greece,201402,67399,Italy
111,Ireland,201402,8317191,Italy
112,Italy,201402,766884,Italy
113,Netherlands,201402,10154285,Italy
114,Poland,201402,466449,Italy
115,Portugal,201402,478496,Italy
116,Spain,201402,8540232,Italy
117,USA,201402,306736,Italy
156,World,201403,94409048,Italy
157,Belgium,201403,7531676,Italy
158,Chile,201403,166208,Italy
159,Denmark,201403,17574796,Italy
160,Finland,201403,104333,Italy
161,France,201403,9104348,Italy
162,Germany,201403,24298500,Italy
163,Greece,201403,148352,Italy
164,Ireland,201403,9050441,Italy
165,Italy,201403,979742,Italy
166,Netherlands,201403,14236273,Italy
167,Poland,201403,654754,Italy
168,Portugal,201403,520064,Italy
169,Spain,201403,9691075,Italy
170,Sweden,201403,94610,Italy
171,USA,201403,253876,Italy
212,World,201404,97394001,Italy
213,Belgium,201404,8929280,Italy
214,Chile,201404,81802,Italy
215,Denmark,201404,19136165,Italy
216,France,201404,10069663,Italy
217,Germany,201404,23623640,Italy
218,Greece,201404,41667,Italy
219,Ireland,201404,9991217,Italy
220,Italy,201404,860759,Italy
221,Netherlands,201404,13940260,Italy
222,Poland,201404,515531,Italy
223,Portugal,201404,678942,Italy
224,Spain,201404,9012025,Italy
225,USA,201404,513051,Italy
269,World,201405,104790329,Italy
270,Belgium,201405,8976193,Italy
271,Denmark,201405,23765248,Italy
272,Finland,201405,138087,Italy
273,France,201405,9588147,Italy
274,Germany,201405,25730689,Italy
275,Greece,201405,126963,Italy
276,Ireland,201405,10529370,Italy
277,Italy,201405,1521008,Italy
278,Netherlands,201405,13876058,Italy
279,Poland,201405,884429,Italy
280,Portugal,201405,646755,Italy
281,Spain,201405,8607474,Italy
282,USA,201405,399907,Italy
328,World,201406,105055213,Italy
329,Belgium,201406,10108130,Italy
330,Chile,201406,63778,Italy
331,Denmark,201406,18156357,Italy
332,Finland,201406,2546,Italy
333,France,201406,10020099,Italy
334,Germany,201406,23231395,Italy
335,Greece,201406,14171,Italy
336,Hungary,201406,57112,Italy
337,Ireland,201406,11436831,Italy
338,Italy,201406,1340777,Italy
339,Netherlands,201406,14627759,Italy
340,Poland,201406,1915187,Italy
341,Portugal,201406,1183540,Italy
342,Spain,201406,12333096,Italy
343,USA,201406,564436,Italy
386,World,201407,102402677,Italy
387,Belgium,201407,10216178,Italy
388,Denmark,201407,24387122,Italy
389,Finland,201407,129500,Italy
390,France,201407,10464344,Italy
391,Germany,201407,20883840,Italy
392,Greece,201407,19288,Italy
393,Ireland,201407,10137007,Italy
394,Italy,201407,1042247,Italy
395,Netherlands,201407,13496923,Italy
396,Poland,201407,1899692,Italy
397,Portugal,201407,932019,Italy
398,Spain,201407,8471567,Italy
399,USA,201407,322951,Italy
442,World,201408,91341869,Italy
443,Austria,201408,5519,Italy
444,Belgium,201408,8751996,Italy
445,Denmark,201408,20360922,Italy
446,Finland,201408,317625,Italy
447,France,201408,7759806,Italy
448,Germany,201408,19757690,Italy
449,Greece,201408,9131,Italy
450,Ireland,201408,8786646,Italy
451,Italy,201408,1180247,Italy
452,Netherlands,201408,13875530,Italy
453,Poland,201408,2183509,Italy
454,Portugal,201408,848848,Italy
455,Romania,201408,15353,Italy
456,Spain,201408,7108242,Italy
457,USA,201408,380805,Italy
502,World,201409,97426007,Italy
503,Belgium,201409,9667715,Italy
504,Denmark,201409,24639936,Italy
505,Finland,201409,131438,Italy
506,France,201409,8511429,Italy
507,Germany,201409,19060930,Italy
508,Greece,201409,120462,Italy
509,Ireland,201409,10420444,Italy
510,Italy,201409,954447,Italy
511,Netherlands,201409,12725451,Italy
512,Poland,201409,1719064,Italy
513,Portugal,201409,1316532,Italy
514,Spain,201409,7686103,Italy
515,USA,201409,472057,Italy
558,World,201410,90568663,Italy
559,Austria,201410,7418,Italy
560,Belgium,201410,8309487,Italy
561,Denmark,201410,21266601,Italy
562,Finland,201410,152745,Italy
563,France,201410,8755072,Italy
564,Germany,201410,20608759,Italy
565,Greece,201410,41914,Italy
566,Ireland,201410,8819655,Italy
567,Italy,201410,961029,Italy
568,Netherlands,201410,11975701,Italy
569,Poland,201410,2281267,Italy
570,Portugal,201410,1003859,Italy
571,Spain,201410,5942482,Italy
572,USA,201410,442676,Italy
621,World,201411,91486065,Italy
622,Belgium,201411,8016154,Italy
623,Czechia,201411,50,Italy
624,Denmark,201411,27368605,Italy
625,Finland,201411,24056,Italy
626,France,201411,7104961,Italy
627,Germany,201411,17560508,Italy
628,Greece,201411,84452,Italy
629,Ireland,201411,9422880,Italy
630,Italy,201411,741881,Italy
631,Netherlands,201411,11261233,Italy
632,Poland,201411,1885312,Italy
633,Portugal,201411,1128141,Italy
634,Spain,201411,6480186,Italy
635,USA,201411,407645,Italy
682,World,201412,91835522,Italy
683,Austria,201412,10763,Italy
684,Belgium,201412,9554926,Italy
685,Czechia,201412,103,Italy
686,Denmark,201412,24726065,Italy
687,France,201412,7756407,Italy
688,Germany,201412,17780096,Italy
689,Greece,201412,70030,Italy
690,Ireland,201412,9983318,Italy
691,Italy,201412,798717,Italy
692,Netherlands,201412,10970938,Italy
693,Poland,201412,1762577,Italy
694,Portugal,201412,912689,Italy
695,Spain,201412,7037522,Italy
696,Sweden,201412,43044,Italy
697,USA,201412,428326,Italy
744,World,201501,74903188,Italy
745,Australia,201501,17462,Italy
746,Belgium,201501,5465149,Italy
747,Bulgaria,201501,428,Italy
748,Czechia,201501,100,Italy
749,Denmark,201501,17136471,Italy
750,France,201501,6554323,Italy
751,Germany,201501,18343416,Italy
752,Greece,201501,9709,Italy
753,Hungary,201501,176535,Italy
754,Ireland,201501,7728740,Italy
755,Italy,201501,732684,Italy
756,Netherlands,201501,9624538,Italy
757,Poland,201501,1672819,Italy
758,Portugal,201501,662669,Italy
759,Spain,201501,6224035,Italy
760,Sweden,201501,193517,Italy
761,USA,201501,360594,Italy
805,World,201502,71711555,Italy
806,Belgium,201502,6972443,Italy
807,Bulgaria,201502,1194,Italy
808,Denmark,201502,14748674,Italy
809,Finland,201502,147205,Italy
810,France,201502,5594079,Italy
811,Germany,201502,15730522,Italy
812,Greece,201502,25316,Italy
813,Hungary,201502,361200,Italy
814,Ireland,201502,7716917,Italy
815,Italy,201502,868415,Italy
816,Netherlands,201502,10719233,Italy
817,Poland,201502,1848489,Italy
818,Portugal,201502,761555,Italy
819,Romania,201502,193816,Italy
820,Spain,201502,5672963,Italy
821,USA,201502,349533,Italy
868,World,201503,79284437,Italy
869,Belgium,201503,8257345,Italy
870,Denmark,201503,15712766,Italy
871,Finland,201503,110715,Italy
872,France,201503,6315198,Italy
873,Germany,201503,16576893,Italy
874,Greece,201503,5896,Italy
875,Hungary,201503,112577,Italy
876,Ireland,201503,8232488,Italy
877,Italy,201503,681679,Italy
878,Netherlands,201503,10445179,Italy
879,Poland,201503,3129044,Italy
880,Portugal,201503,1006807,Italy
881,Romania,201503,91189,Italy
882,Spain,201503,8177103,Italy
883,Sweden,201503,173067,Italy
884,USA,201503,256491,Italy
931,World,201504,73829039,Italy
932,Austria,201504,125755,Italy
933,Belgium,201504,7612820,Italy
934,Denmark,201504,13399219,Italy
935,France,201504,5561114,Italy
936,Germany,201504,16637538,Italy
937,Greece,201504,5583,Italy
938,Hungary,201504,4959,Italy
939,Ireland,201504,8918732,Italy
940,Italy,201504,935374,Italy
941,Netherlands,201504,9032820,Italy
942,Poland,201504,1791163,Italy
943,Portugal,201504,647790,Italy
944,Romania,201504,127686,Italy
945,Spain,201504,8621482,Italy
946,USA,201504,407002,Italy
989,World,201505,72248669,Italy
990,Austria,201505,5895,Italy
991,Belgium,201505,6946503,Italy
992,Denmark,201505,15125236,Italy
993,Finland,201505,28754,Italy
994,France,201505,5349500,Italy
995,Germany,201505,16811456,Italy
996,Greece,201505,34394,Italy
997,Hungary,201505,57710,Italy
998,Ireland,201505,7300356,Italy
999,Italy,201505,1089200,Italy
1000,Netherlands,201505,8180695,Italy
1001,Poland,201505,1982180,Italy
1002,Portugal,201505,425447,Italy
1003,Romania,201505,70377,Italy
1004,Spain,201505,8491844,Italy
1005,Sweden,201505,69784,Italy
1006,USA,201505,279338,Italy
1053,World,201506,82906126,Italy
1054,Austria,201506,6166,Italy
1055,Belgium,201506,8268806,Italy
1056,Denmark,201506,17607212,Italy
1057,France,201506,6871463,Italy
1058,Germany,201506,17235567,Italy
1059,Greece,201506,8849,Italy
1060,Hungary,201506,60154,Italy
1061,Ireland,201506,8613349,Italy
1062,Italy,201506,1127979,Italy
1063,Netherlands,201506,10760163,Italy
1064,Poland,201506,2500460,Italy
1065,Portugal,201506,762024,Italy
1066,Romania,201506,304615,Italy
1067,Spain,201506,8353629,Italy
1068,Sweden,201506,34457,Italy
1069,USA,201506,391232,Italy
1116,World,201507,82252969,Italy
1117,Austria,201507,1209,Italy
1118,Belgium,201507,7533513,Italy
1119,Denmark,201507,18990168,Italy
1120,Finland,201507,94662,Italy
1121,France,201507,7128539,Italy
1122,Germany,201507,15607085,Italy
1123,Greece,201507,13731,Italy
1124,Hungary,201507,64576,Italy
1125,Ireland,201507,9778336,Italy
1126,Italy,201507,1299019,Italy
1127,Netherlands,201507,9580232,Italy
1128,Poland,201507,2118323,Italy
1129,Portugal,201507,688352,Italy
1130,Romania,201507,122055,Italy
1131,Spain,201507,8828562,Italy
1132,Sweden,201507,34274,Italy
1133,USA,201507,370334,Italy
1180,World,201508,77768839,Italy
1181,Austria,201508,18766,Italy
1182,Belgium,201508,7855435,Italy
1183,Denmark,201508,16491927,Italy
1184,France,201508,6144669,Italy
1185,Germany,201508,16146994,Italy
1186,Ireland,201508,8015058,Italy
1187,Italy,201508,1250061,Italy
1188,Lithuania,201508,197,Italy
1189,Netherlands,201508,10400212,Italy
1190,Poland,201508,2498655,Italy
1191,Portugal,201508,83808,Italy
1192,Romania,201508,397379,Italy
1193,Spain,201508,8227538,Italy
1194,Sweden,201508,34705,Italy
1195,USA,201508,203436,Italy
1244,World,201509,77008084,Italy
1245,Belgium,201509,7071777,Italy
1246,Bulgaria,201509,82972,Italy
1247,Denmark,201509,17398406,Italy
1248,Finland,201509,68312,Italy
1249,France,201509,6569170,Italy
1250,Germany,201509,14692310,Italy
1251,Greece,201509,13890,Italy
1252,Hungary,201509,131179,Italy
1253,Ireland,201509,8273200,Italy
1254,Italy,201509,839827,Italy
1255,Netherlands,201509,9815315,Italy
1256,Poland,201509,2094690,Italy
1257,Portugal,201509,460891,Italy
1258,Romania,201509,82591,Italy
1259,Spain,201509,9049872,Italy
1260,USA,201509,363681,Italy
1308,World,201510,86029917,Italy
1309,Australia,201510,14154,Italy
1310,Belgium,201510,7432137,Italy
1311,Bulgaria,201510,92677,Italy
1312,Czechia,201510,21,Italy
1313,Denmark,201510,21184941,Italy
1314,Finland,201510,34127,Italy
1315,France,201510,6832776,Italy
1316,Germany,201510,17595611,Italy
1317,Greece,201510,21098,Italy
1318,Hungary,201510,63074,Italy
1319,Ireland,201510,8215409,Italy
1320,Italy,201510,930954,Italy
1321,Netherlands,201510,10772961,Italy
1322,Poland,201510,2748155,Italy
1323,Portugal,201510,456467,Italy
1324,Romania,201510,107691,Italy
1325,Spain,201510,9119449,Italy
1326,USA,201510,408213,Italy
1371,World,201511,86125508,Italy
1372,Belgium,201511,6347962,Italy
1373,Bulgaria,201511,108266,Italy
1374,Denmark,201511,23461077,Italy
1375,Finland,201511,33846,Italy
1376,France,201511,6349982,Italy
1377,Germany,201511,17898288,Italy
1378,Greece,201511,46520,Italy
1379,Ireland,201511,7762052,Italy
1380,Italy,201511,801554,Italy
1381,Netherlands,201511,11042734,Italy
1382,Poland,201511,2512211,Italy
1383,Portugal,201511,549766,Italy
1384,Romania,201511,202389,Italy
1385,Spain,201511,8669353,Italy
1386,Sweden,201511,34980,Italy
1387,USA,201511,304530,Italy
1432,World,201512,72260013,Italy
1433,Belgium,201512,6139075,Italy
1434,Bulgaria,201512,135253,Italy
1435,Denmark,201512,19019059,Italy
1436,Finland,201512,33368,Italy
1437,France,201512,6291832,Italy
1438,Germany,201512,11882930,Italy
1439,Hungary,201512,52048,Italy
1440,Ireland,201512,7403952,Italy
1441,Italy,201512,890040,Italy
1442,Netherlands,201512,9055948,Italy
1443,Poland,201512,2881417,Italy
1444,Portugal,201512,483654,Italy
1445,Romania,201512,183569,Italy
1446,Spain,201512,7519762,Italy
1447,USA,201512,288106,Italy
1493,World,201601,61922717,Italy
1494,Belgium,201601,5306690,Italy
1495,Bulgaria,201601,51492,Italy
1496,Denmark,201601,16393516,Italy
1497,Finland,201601,64037,Italy
1498,France,201601,4986638,Italy
1499,Germany,201601,11796995,Italy
1500,Greece,201601,1675,Italy
1501,Hungary,201601,60628,Italy
1502,Ireland,201601,6354300,Italy
1503,Italy,201601,927828,Italy
1504,Lithuania,201601,402,Italy
1505,Netherlands,201601,6150526,Italy
1506,Poland,201601,2548804,Italy
1507,Portugal,201601,466885,Italy
1508,Romania,201601,150896,Italy
1509,Spain,201601,6434301,Italy
1510,USA,201601,227104,Italy
1560,World,201602,62722846,Italy
1561,Belgium,201602,4716897,Italy
1562,Bulgaria,201602,54481,Italy
1563,Denmark,201602,15768425,Italy
1564,France,201602,5991099,Italy
1565,Germany,201602,12182363,Italy
1566,Greece,201602,5319,Italy
1567,Hungary,201602,58844,Italy
1568,Ireland,201602,6430284,Italy
1569,Italy,201602,766575,Italy
1570,Lithuania,201602,274,Italy
1571,Netherlands,201602,6705802,Italy
1572,Poland,201602,2132806,Italy
1573,Portugal,201602,407873,Italy
1574,Romania,201602,243258,Italy
1575,Spain,201602,6908940,Italy
1576,Sweden,201602,12590,Italy
1577,USA,201602,337014,Italy
1625,World,201603,66392843,Italy
1626,Belgium,201603,5712764,Italy
1627,Bulgaria,201603,77926,Italy
1628,Denmark,201603,15612479,Italy
1629,Finland,201603,31657,Italy
1630,France,201603,6099436,Italy
1631,Germany,201603,10910183,Italy
1632,Greece,201603,7813,Italy
1633,Hungary,201603,82180,Italy
