,partner,period,trade_value_usd,reporter
1213,Belgium,201607,2788,Turkey
1214,France,201607,380059,Turkey
1215,Germany,201607,30061,Turkey
1216,Indonesia,201607,13552,Turkey
1217,Ireland,201607,331,Turkey
1218,Italy,201607,92,Turkey
1219,Jamaica,201607,17777,Turkey
1220,Lithuania,201607,1835,Turkey
1221,Madagascar,201607,231910,Turkey
1222,Netherlands,201607,939748,Turkey
1223,Papua New Guinea,201607,183000,Turkey
1224,Poland,201607,2013,Turkey
1225,India,201607,243220,Turkey
1226,Sweden,201607,4083,Turkey
1227,Uganda,201607,464414,Turkey
1228,USA,201607,40629,Turkey
1251,World,201608,1262907,Turkey
1252,Belgium,201608,4458,Turkey
1253,France,201608,313260,Turkey
1254,Germany,201608,19929,Turkey
1255,Indonesia,201608,47861,Turkey
1256,Ireland,201608,341,Turkey
1257,Italy,201608,603,Turkey
1258,Jamaica,201608,38870,Turkey
1259,Lebanon,201608,1352,Turkey
1260,Lithuania,201608,1020,Turkey
1261,Madagascar,201608,165659,Turkey
1262,Mexico,201608,10894,Turkey
1263,Netherlands,201608,14593,Turkey
1264,Papua New Guinea,201608,82698,Turkey
1265,Poland,201608,690,Turkey
1266,India,201608,415191,Turkey
1267,Uganda,201608,145487,Turkey
1291,World,201609,423622,Turkey
1292,Australia,201609,15650,Turkey
1293,Belgium,201609,5854,Turkey
1294,China,201609,858,Turkey
1295,France,201609,167616,Turkey
1296,Germany,201609,671,Turkey
1297,Indonesia,201609,39273,Turkey
1298,Ireland,201609,611,Turkey
1299,Lebanon,201609,2380,Turkey
1300,Lithuania,201609,1319,Turkey
1301,Mauritius,201609,18280,Turkey
1302,Mexico,201609,19992,Turkey
1303,Papua New Guinea,201609,68155,Turkey
1304,Poland,201609,407,Turkey
1305,India,201609,23801,Turkey
1306,Uganda,201609,15704,Turkey
1307,USA,201609,43050,Turkey
1336,World,201610,1480762,Turkey
1337,Australia,201610,17098,Turkey
1338,Belgium,201610,2822,Turkey
1339,China,201610,46023,Turkey
1340,France,201610,396270,Turkey
1341,Germany,201610,110874,Turkey
1342,Indonesia,201610,27218,Turkey
1343,Ireland,201610,347,Turkey
1344,Italy,201610,393,Turkey
1345,Jamaica,201610,15276,Turkey
1346,Lithuania,201610,1996,Turkey
1347,Madagascar,201610,530991,Turkey
1348,Netherlands,201610,2603,Turkey
1349,Poland,201610,753,Turkey
1350,India,201610,281145,Turkey
1351,Uganda,201610,40623,Turkey
1352,USA,201610,6331,Turkey
1376,World,201611,1395523,Turkey
1377,France,201611,289615,Turkey
1378,Germany,201611,151790,Turkey
1379,Indonesia,201611,18932,Turkey
1380,Ireland,201611,4154,Turkey
1381,Italy,201611,1394,Turkey
1382,Jamaica,201611,48786,Turkey
1383,Lithuania,201611,2575,Turkey
1384,Madagascar,201611,305639,Turkey
1385,Poland,201611,613,Turkey
1386,India,201611,299612,Turkey
1387,Uganda,201611,264751,Turkey
1388,USA,201611,7662,Turkey
1411,World,201612,914879,Turkey
1412,Australia,201612,10303,Turkey
1413,France,201612,303248,Turkey
1414,Germany,201612,80853,Turkey
1415,Indonesia,201612,63494,Turkey
1416,Ireland,201612,1313,Turkey
1417,Italy,201612,1524,Turkey
1418,Lebanon,201612,1043,Turkey
1419,Lithuania,201612,1003,Turkey
1420,Madagascar,201612,287669,Turkey
1421,Mexico,201612,5115,Turkey
1422,Papua New Guinea,201612,69727,Turkey
1423,Poland,201612,1264,Turkey
1424,India,201612,88325,Turkey
23,World,201401,367020,USA
24,Australia,201401,6642,USA
25,Sri Lanka,201401,1858,USA
26,France,201401,79063,USA
27,Germany,201401,443,USA
28,Indonesia,201401,32233,USA
29,Ireland,201401,4367,USA
30,Lithuania,201401,652,USA
31,Netherlands,201401,38493,USA
32,Poland,201401,471,USA
33,India,201401,72578,USA
34,South Africa,201401,6235,USA
35,Spain,201401,31316,USA
36,Sweden,201401,11316,USA
37,Turkey,201401,23037,USA
38,Uganda,201401,53327,USA
39,USA,201401,4987,USA
66,World,201402,526078,USA
67,Belgium,201402,643,USA
68,France,201402,76862,USA
69,Germany,201402,189161,USA
70,Ireland,201402,4770,USA
71,Jamaica,201402,3310,USA
72,Lithuania,201402,820,USA
73,Madagascar,201402,5740,USA
74,Netherlands,201402,18104,USA
75,Poland,201402,227,USA
76,Spain,201402,32183,USA
77,Turkey,201402,6023,USA
78,Uganda,201402,21106,USA
79,USA,201402,167130,USA
100,World,201403,535666,USA
101,Australia,201403,3351,USA
102,Belgium,201403,765,USA
103,China,201403,2934,USA
104,France,201403,278688,USA
105,Germany,201403,28737,USA
106,Ireland,201403,8274,USA
107,Italy,201403,186,USA
108,Jamaica,201403,21898,USA
109,Lithuania,201403,826,USA
110,Madagascar,201403,17372,USA
111,Netherlands,201403,68926,USA
112,Poland,201403,846,USA
113,Spain,201403,49470,USA
114,Turkey,201403,4129,USA
115,Uganda,201403,37239,USA
116,USA,201403,12024,USA
137,World,201404,478434,USA
138,Australia,201404,6749,USA
139,Belgium,201404,5637,USA
140,France,201404,155161,USA
141,Germany,201404,68247,USA
142,Indonesia,201404,4782,USA
143,Italy,201404,271,USA
144,Jamaica,201404,15540,USA
145,Lithuania,201404,767,USA
146,Madagascar,201404,115695,USA
147,Netherlands,201404,53825,USA
148,Poland,201404,164,USA
149,Spain,201404,5604,USA
150,Turkey,201404,13263,USA
151,Uganda,201404,26433,USA
152,USA,201404,6295,USA
177,World,201405,593294,USA
178,Australia,201405,10191,USA
179,Belgium,201405,1623,USA
180,France,201405,146098,USA
181,Germany,201405,86508,USA
182,Italy,201405,509,USA
183,Jamaica,201405,29556,USA
184,Lithuania,201405,841,USA
185,Madagascar,201405,2568,USA
186,Mauritius,201405,20657,USA
187,Netherlands,201405,54735,USA
188,New Zealand,201405,2130,USA
189,Poland,201405,345,USA
190,India,201405,1436,USA
191,Spain,201405,119355,USA
192,Turkey,201405,12992,USA
193,Uganda,201405,84993,USA
194,USA,201405,18758,USA
215,World,201406,490455,USA
216,Belgium,201406,1060,USA
217,France,201406,136812,USA
218,Germany,201406,16265,USA
219,Indonesia,201406,4757,USA
220,Jamaica,201406,10465,USA
221,Lithuania,201406,761,USA
222,Madagascar,201406,171754,USA
223,Netherlands,201406,18532,USA
224,Poland,201406,778,USA
225,Spain,201406,89880,USA
226,Turkey,201406,19161,USA
227,Uganda,201406,9017,USA
228,United Rep. of Tanzania,201406,6038,USA
229,USA,201406,5178,USA
249,World,201407,512017,USA
250,Belgium,201407,551,USA
251,Sri Lanka,201407,2274,USA
252,France,201407,147970,USA
253,Germany,201407,112066,USA
254,Italy,201407,811,USA
255,Lithuania,201407,659,USA
256,Madagascar,201407,66178,USA
257,Poland,201407,405,USA
258,Spain,201407,159268,USA
259,Turkey,201407,2721,USA
260,Uganda,201407,19114,USA
278,World,201408,348858,USA
279,Australia,201408,16918,USA
280,Belgium,201408,5806,USA
281,France,201408,88747,USA
282,Germany,201408,50057,USA
283,Ireland,201408,464,USA
284,Italy,201408,197,USA
285,Jamaica,201408,1897,USA
286,Lithuania,201408,1097,USA
287,Madagascar,201408,33337,USA
288,Poland,201408,159,USA
289,India,201408,7810,USA
290,Spain,201408,46256,USA
291,Turkey,201408,5697,USA
292,Uganda,201408,87165,USA
293,USA,201408,3250,USA
318,World,201409,1063319,USA
319,Australia,201409,9946,USA
320,Austria,201409,4726,USA
321,Belgium,201409,945,USA
322,France,201409,371655,USA
323,Germany,201409,180304,USA
324,Ireland,201409,251,USA
325,Italy,201409,77,USA
326,Jamaica,201409,32327,USA
327,Lebanon,201409,4697,USA
328,Lithuania,201409,1121,USA
329,Madagascar,201409,229009,USA
330,New Zealand,201409,1716,USA
331,Papua New Guinea,201409,34581,USA
332,Poland,201409,262,USA
333,Spain,201409,35487,USA
334,Turkey,201409,28665,USA
335,Uganda,201409,117521,USA
336,USA,201409,10030,USA
360,World,201410,847713,USA
361,Australia,201410,7230,USA
362,Belgium,201410,892,USA
363,Denmark,201410,10207,USA
364,France,201410,209102,USA
365,Germany,201410,195120,USA
366,Ireland,201410,180,USA
367,Italy,201410,525,USA
368,Jamaica,201410,14943,USA
369,Lithuania,201410,2053,USA
370,Madagascar,201410,111311,USA
371,Netherlands,201410,44729,USA
372,Papua New Guinea,201410,34091,USA
373,Poland,201410,283,USA
374,India,201410,7961,USA
375,Spain,201410,57465,USA
376,Uganda,201410,151623,USA
399,World,201411,294313,USA
400,Belgium,201411,61884,USA
401,France,201411,84443,USA
402,Germany,201411,21,USA
403,Greece,201411,2915,USA
404,Indonesia,201411,9631,USA
405,Ireland,201411,491,USA
406,Italy,201411,827,USA
407,Lithuania,201411,1008,USA
408,Rep. of Moldova,201411,6500,USA
409,Papua New Guinea,201411,31900,USA
410,Poland,201411,423,USA
411,Spain,201411,43577,USA
412,Turkey,201411,9388,USA
413,Uganda,201411,16357,USA
414,United Rep. of Tanzania,201411,9183,USA
415,USA,201411,15765,USA
433,World,201412,527480,USA
434,Australia,201412,20050,USA
435,Belgium,201412,95998,USA
436,Canada,201412,4791,USA
437,Denmark,201412,2505,USA
438,France,201412,131278,USA
439,Germany,201412,29249,USA
440,Ireland,201412,2419,USA
441,Italy,201412,676,USA
442,Jamaica,201412,42657,USA
443,Lithuania,201412,1815,USA
444,Madagascar,201412,22075,USA
445,Netherlands,201412,45220,USA
446,Papua New Guinea,201412,53847,USA
447,Poland,201412,327,USA
448,South Africa,201412,3505,USA
449,Spain,201412,37901,USA
450,Turkey,201412,8504,USA
451,Uganda,201412,24664,USA
474,World,201501,447046,USA
475,Australia,201501,19480,USA
476,Belgium,201501,145,USA
477,France,201501,98195,USA
478,Germany,201501,14427,USA
479,Indonesia,201501,8123,USA
480,Ireland,201501,746,USA
481,Italy,201501,180,USA
482,Lithuania,201501,1281,USA
483,Madagascar,201501,59794,USA
484,Mauritius,201501,20426,USA
485,Poland,201501,398,USA
486,India,201501,5890,USA
487,Spain,201501,67202,USA
488,Sweden,201501,9666,USA
489,Turkey,201501,24442,USA
490,Uganda,201501,109836,USA
491,USA,201501,6815,USA
513,World,201502,652270,USA
514,Austria,201502,95,USA
515,Belgium,201502,32714,USA
516,France,201502,286806,USA
517,Germany,201502,42876,USA
518,Indonesia,201502,16743,USA
519,Ireland,201502,684,USA
520,Italy,201502,641,USA
521,Lithuania,201502,1165,USA
522,Madagascar,201502,125991,USA
523,Netherlands,201502,4480,USA
524,Poland,201502,607,USA
525,India,201502,2832,USA
526,Spain,201502,63521,USA
527,Turkey,201502,14841,USA
528,Uganda,201502,55644,USA
529,USA,201502,2630,USA
551,World,201503,455185,USA
552,Australia,201503,4979,USA
553,Canada,201503,4670,USA
554,France,201503,33437,USA
555,Germany,201503,12877,USA
556,Indonesia,201503,15045,USA
557,Ireland,201503,670,USA
558,Italy,201503,698,USA
559,Jamaica,201503,11898,USA
560,Lebanon,201503,11668,USA
561,Lithuania,201503,1323,USA
562,Madagascar,201503,138006,USA
563,Papua New Guinea,201503,31296,USA
564,Poland,201503,930,USA
565,Portugal,201503,144,USA
566,India,201503,88316,USA
567,Spain,201503,35074,USA
568,Turkey,201503,8595,USA
569,Uganda,201503,53923,USA
570,USA,201503,1636,USA
594,World,201504,885525,USA
595,Australia,201504,14008,USA
596,Austria,201504,188,USA
597,Belgium,201504,30715,USA
598,France,201504,178391,USA
599,Germany,201504,233569,USA
600,Indonesia,201504,10025,USA
601,Ireland,201504,529,USA
602,Italy,201504,166,USA
603,Lebanon,201504,13249,USA
604,Lithuania,201504,1534,USA
605,Madagascar,201504,105063,USA
606,Poland,201504,314,USA
607,India,201504,2197,USA
608,Spain,201504,117753,USA
609,Turkey,201504,7206,USA
610,Uganda,201504,155858,USA
611,USA,201504,14761,USA
631,World,201505,558000,USA
632,Australia,201505,9359,USA
633,Austria,201505,130,USA
634,Belgium,201505,20915,USA
635,France,201505,124985,USA
636,Germany,201505,12830,USA
637,Indonesia,201505,14609,USA
638,Ireland,201505,257,USA
639,Italy,201505,576,USA
640,Jamaica,201505,31910,USA
641,Lithuania,201505,2100,USA
642,Poland,201505,306,USA
643,India,201505,15743,USA
644,Spain,201505,82316,USA
645,Turkey,201505,15850,USA
646,Uganda,201505,217399,USA
647,USA,201505,8716,USA
667,World,201506,831054,USA
668,Australia,201506,9408,USA
669,Belgium,201506,4206,USA
670,Canada,201506,1251,USA
671,France,201506,219772,USA
672,Germany,201506,100583,USA
673,Indonesia,201506,18243,USA
674,Ireland,201506,306,USA
675,Italy,201506,476,USA
676,Jamaica,201506,3738,USA
677,Lithuania,201506,1380,USA
678,Madagascar,201506,59725,USA
679,Netherlands,201506,7585,USA
680,Poland,201506,586,USA
681,India,201506,5102,USA
682,Spain,201506,193946,USA
683,Turkey,201506,10518,USA
684,Uganda,201506,168332,USA
685,USA,201506,25898,USA
708,World,201507,768429,USA
709,Belgium,201507,13905,USA
710,France,201507,161176,USA
711,Germany,201507,31178,USA
712,Ireland,201507,404,USA
713,Italy,201507,647,USA
714,Jamaica,201507,11746,USA
715,Lebanon,201507,5624,USA
716,Lithuania,201507,1383,USA
717,Netherlands,201507,34064,USA
718,Papua New Guinea,201507,30868,USA
719,Poland,201507,110,USA
720,India,201507,12671,USA
721,South Africa,201507,8759,USA
722,Spain,201507,260438,USA
723,Turkey,201507,14502,USA
724,Uganda,201507,16041,USA
725,USA,201507,164911,USA
752,World,201508,1139034,USA
753,Australia,201508,10374,USA
754,Austria,201508,1326,USA
755,Belgium,201508,91356,USA
756,France,201508,101132,USA
757,Germany,201508,175901,USA
758,Indonesia,201508,14508,USA
759,Ireland,201508,440,USA
760,Italy,201508,657,USA
761,Lithuania,201508,1642,USA
762,Papua New Guinea,201508,33453,USA
763,Poland,201508,218,USA
764,Spain,201508,101119,USA
765,Turkey,201508,7253,USA
766,Uganda,201508,197637,USA
767,USA,201508,402018,USA
792,World,201509,820570,USA
793,Australia,201509,9288,USA
794,Belgium,201509,1279,USA
795,France,201509,170644,USA
796,Germany,201509,123703,USA
797,Ireland,201509,1350,USA
798,Italy,201509,642,USA
799,Jamaica,201509,53654,USA
800,Lithuania,201509,1292,USA
801,Madagascar,201509,50134,USA
802,Malta,201509,68,USA
803,Netherlands,201509,10097,USA
804,Poland,201509,333,USA
805,India,201509,5214,USA
806,Spain,201509,268414,USA
807,Turkey,201509,21196,USA
808,Uganda,201509,79598,USA
809,USA,201509,23665,USA
835,World,201510,981019,USA
836,Australia,201510,28744,USA
837,Belgium,201510,3814,USA
838,Denmark,201510,9539,USA
839,France,201510,254787,USA
840,Germany,201510,77032,USA
841,Indonesia,201510,27795,USA
842,Ireland,201510,2001,USA
843,Italy,201510,104,USA
844,Lithuania,201510,3167,USA
845,Madagascar,201510,239142,USA
846,Poland,201510,271,USA
847,Portugal,201510,49,USA
848,Spain,201510,261744,USA
849,Turkey,201510,13722,USA
850,Uganda,201510,17421,USA
851,USA,201510,41686,USA
877,World,201511,1062875,USA
878,Belgium,201511,32430,USA
879,Canada,201511,1888,USA
880,France,201511,175256,USA
881,Germany,201511,127193,USA
882,Indonesia,201511,7135,USA
883,Ireland,201511,2849,USA
884,Italy,201511,514,USA
885,Jamaica,201511,5755,USA
886,Lithuania,201511,2198,USA
887,Madagascar,201511,161262,USA
888,Mexico,201511,1398,USA
889,Netherlands,201511,35956,USA
890,Poland,201511,682,USA
891,India,201511,90674,USA
892,Spain,201511,158237,USA
893,Turkey,201511,15873,USA
894,Uganda,201511,235645,USA
895,United Rep. of Tanzania,201511,3306,USA
896,USA,201511,4625,USA
918,World,201512,1614454,USA
919,Belgium,201512,2944,USA
920,France,201512,204120,USA
921,Germany,201512,775749,USA
922,Ireland,201512,1142,USA
923,Italy,201512,552,USA
924,Jamaica,201512,32285,USA
925,Lithuania,201512,2180,USA
926,Madagascar,201512,202253,USA
927,New Zealand,201512,2953,USA
928,Papua New Guinea,201512,56248,USA
929,Poland,201512,729,USA
930,India,201512,111197,USA
931,Spain,201512,194615,USA
932,Turkey,201512,19502,USA
933,USA,201512,7985,USA
961,World,201601,713002,USA
962,Australia,201601,7660,USA
963,France,201601,189942,USA
964,Germany,201601,161125,USA
965,Indonesia,201601,15522,USA
966,Ireland,201601,269,USA
967,Italy,201601,529,USA
968,Lithuania,201601,255,USA
969,Madagascar,201601,102639,USA
970,Netherlands,201601,4065,USA
971,Poland,201601,336,USA
972,Spain,201601,15974,USA
973,Turkey,201601,9487,USA
974,Uganda,201601,172739,USA
975,USA,201601,32460,USA
1005,World,201602,736653,USA
1006,Australia,201602,33883,USA
1007,Belgium,201602,1355,USA
1008,Sri Lanka,201602,2836,USA
1009,Denmark,201602,20289,USA
1010,France,201602,262991,USA
1011,Germany,201602,10517,USA
1012,Ireland,201602,304,USA
1013,Italy,201602,150,USA
1014,Jamaica,201602,15728,USA
1015,Lithuania,201602,1042,USA
1016,Madagascar,201602,260096,USA
1017,India,201602,21403,USA
1018,Turkey,201602,1552,USA
1019,Uganda,201602,101778,USA
1020,USA,201602,2728,USA
1043,World,201603,1550987,USA
1044,Australia,201603,12907,USA
1045,Austria,201603,47,USA
1046,Belgium,201603,2733,USA
1047,France,201603,334215,USA
1048,Germany,201603,50249,USA
1049,Indonesia,201603,15766,USA
1050,Ireland,201603,491,USA
1051,Italy,201603,201,USA
1052,Jamaica,201603,25504,USA
1053,Lithuania,201603,1485,USA
1054,Madagascar,201603,264727,USA
1055,Netherlands,201603,6998,USA
1056,Papua New Guinea,201603,94166,USA
1057,Poland,201603,518,USA
1058,India,201603,243557,USA
1059,Spain,201603,18163,USA
1060,Uganda,201603,452052,USA
1061,United Kingdom,201603,2867,USA
1062,USA,201603,24342,USA
1089,World,201604,969166,USA
1090,Australia,201604,65991,USA
1091,Austria,201604,72,USA
1092,Belgium,201604,2473,USA
1093,France,201604,259883,USA
1094,Germany,201604,24267,USA
1095,Indonesia,201604,18258,USA
1096,Ireland,201604,624,USA
1097,Italy,201604,801,USA
1098,Jamaica,201604,8586,USA
1099,Lithuania,201604,660,USA
1100,Madagascar,201604,43098,USA
1101,Mauritius,201604,102576,USA
1102,Netherlands,201604,10330,USA
1103,Poland,201604,1141,USA
1104,India,201604,275057,USA
1105,Turkey,201604,44261,USA
1106,Uganda,201604,103882,USA
1107,USA,201604,7206,USA
1134,World,201605,973475,USA
1135,Belgium,201605,1346,USA
1136,China,201605,48404,USA
1137,France,201605,312797,USA
1138,Germany,201605,2523,USA
1139,Indonesia,201605,61483,USA
1140,Ireland,201605,315,USA
1141,Italy,201605,1416,USA
1142,Jamaica,201605,8447,USA
1143,Lebanon,201605,2428,USA
1144,Lithuania,201605,1470,USA
1145,Madagascar,201605,106760,USA
1146,Mauritius,201605,109669,USA
1147,Netherlands,201605,28615,USA
1148,Poland,201605,520,USA
1149,India,201605,246117,USA
1150,USA,201605,41162,USA
1175,World,201606,1108420,USA
1176,Belgium,201606,10552,USA
1177,France,201606,181661,USA
1178,Germany,201606,188944,USA
1179,Indonesia,201606,32206,USA
1180,Ireland,201606,377,USA
1181,Italy,201606,314,USA
1182,Lithuania,201606,1119,USA
1183,Madagascar,201606,39523,USA
1184,Mexico,201606,16637,USA
1185,Netherlands,201606,78468,USA
1186,Papua New Guinea,201606,76249,USA
1187,Poland,201606,679,USA
1188,India,201606,343379,USA
1189,Spain,201606,15837,USA
1190,Turkey,201606,1436,USA
1191,Uganda,201606,121039,USA
1211,World,201607,2583504,USA
1212,Australia,201607,27989,USA
1213,Belgium,201607,2788,USA
1214,France,201607,380059,USA
1215,Germany,201607,30061,USA
1216,Indonesia,201607,13552,USA
1217,Ireland,201607,331,USA
1218,Italy,201607,92,USA
1219,Jamaica,201607,17777,USA
1220,Lithuania,201607,1835,USA
1221,Madagascar,201607,231910,USA
1222,Netherlands,201607,939748,USA
1223,Papua New Guinea,201607,183000,USA
1224,Poland,201607,2013,USA
1225,India,201607,243220,USA
1226,Sweden,201607,4083,USA
1227,Uganda,201607,464414,USA
1228,USA,201607,40629,USA
1251,World,201608,1262907,USA
1252,Belgium,201608,4458,USA
1253,France,201608,313260,USA
1254,Germany,201608,19929,USA
1255,Indonesia,201608,47861,USA
1256,Ireland,201608,341,USA
1257,Italy,201608,603,USA
1258,Jamaica,201608,38870,USA
1259,Lebanon,201608,1352,USA
1260,Lithuania,201608,1020,USA
1261,Madagascar,201608,165659,USA
1262,Mexico,201608,10894,USA
1263,Netherlands,201608,14593,USA
1264,Papua New Guinea,201608,82698,USA
1265,Poland,201608,690,USA
