,partner,period,trade_value_usd,reporter
806,Spain,201509,268414,Switzerland
807,Turkey,201509,21196,Switzerland
808,Uganda,201509,79598,Switzerland
809,USA,201509,23665,Switzerland
835,World,201510,981019,Switzerland
836,Australia,201510,28744,Switzerland
837,Belgium,201510,3814,Switzerland
838,Denmark,201510,9539,Switzerland
839,France,201510,254787,Switzerland
840,Germany,201510,77032,Switzerland
841,Indonesia,201510,27795,Switzerland
842,Ireland,201510,2001,Switzerland
843,Italy,201510,104,Switzerland
844,Lithuania,201510,3167,Switzerland
845,Madagascar,201510,239142,Switzerland
846,Poland,201510,271,Switzerland
847,Portugal,201510,49,Switzerland
848,Spain,201510,261744,Switzerland
849,Turkey,201510,13722,Switzerland
850,Uganda,201510,17421,Switzerland
851,USA,201510,41686,Switzerland
877,World,201511,1062875,Switzerland
878,Belgium,201511,32430,Switzerland
879,Canada,201511,1888,Switzerland
880,France,201511,175256,Switzerland
881,Germany,201511,127193,Switzerland
882,Indonesia,201511,7135,Switzerland
883,Ireland,201511,2849,Switzerland
884,Italy,201511,514,Switzerland
885,Jamaica,201511,5755,Switzerland
886,Lithuania,201511,2198,Switzerland
887,Madagascar,201511,161262,Switzerland
888,Mexico,201511,1398,Switzerland
889,Netherlands,201511,35956,Switzerland
890,Poland,201511,682,Switzerland
891,India,201511,90674,Switzerland
892,Spain,201511,158237,Switzerland
893,Turkey,201511,15873,Switzerland
894,Uganda,201511,235645,Switzerland
895,United Rep. of Tanzania,201511,3306,Switzerland
896,USA,201511,4625,Switzerland
918,World,201512,1614454,Switzerland
919,Belgium,201512,2944,Switzerland
920,France,201512,204120,Switzerland
921,Germany,201512,775749,Switzerland
922,Ireland,201512,1142,Switzerland
923,Italy,201512,552,Switzerland
924,Jamaica,201512,32285,Switzerland
925,Lithuania,201512,2180,Switzerland
926,Madagascar,201512,202253,Switzerland
927,New Zealand,201512,2953,Switzerland
928,Papua New Guinea,201512,56248,Switzerland
929,Poland,201512,729,Switzerland
930,India,201512,111197,Switzerland
931,Spain,201512,194615,Switzerland
932,Turkey,201512,19502,Switzerland
933,USA,201512,7985,Switzerland
961,World,201601,713002,Switzerland
962,Australia,201601,7660,Switzerland
963,France,201601,189942,Switzerland
964,Germany,201601,161125,Switzerland
965,Indonesia,201601,15522,Switzerland
966,Ireland,201601,269,Switzerland
967,Italy,201601,529,Switzerland
968,Lithuania,201601,255,Switzerland
969,Madagascar,201601,102639,Switzerland
970,Netherlands,201601,4065,Switzerland
971,Poland,201601,336,Switzerland
972,Spain,201601,15974,Switzerland
973,Turkey,201601,9487,Switzerland
974,Uganda,201601,172739,Switzerland
975,USA,201601,32460,Switzerland
1005,World,201602,736653,Switzerland
1006,Australia,201602,33883,Switzerland
1007,Belgium,201602,1355,Switzerland
1008,Sri Lanka,201602,2836,Switzerland
1009,Denmark,201602,20289,Switzerland
1010,France,201602,262991,Switzerland
1011,Germany,201602,10517,Switzerland
1012,Ireland,201602,304,Switzerland
1013,Italy,201602,150,Switzerland
1014,Jamaica,201602,15728,Switzerland
1015,Lithuania,201602,1042,Switzerland
1016,Madagascar,201602,260096,Switzerland
1017,India,201602,21403,Switzerland
1018,Turkey,201602,1552,Switzerland
1019,Uganda,201602,101778,Switzerland
1020,USA,201602,2728,Switzerland
1043,World,201603,1550987,Switzerland
1044,Australia,201603,12907,Switzerland
1045,Austria,201603,47,Switzerland
1046,Belgium,201603,2733,Switzerland
1047,France,201603,334215,Switzerland
1048,Germany,201603,50249,Switzerland
1049,Indonesia,201603,15766,Switzerland
1050,Ireland,201603,491,Switzerland
1051,Italy,201603,201,Switzerland
1052,Jamaica,201603,25504,Switzerland
1053,Lithuania,201603,1485,Switzerland
1054,Madagascar,201603,264727,Switzerland
1055,Netherlands,201603,6998,Switzerland
1056,Papua New Guinea,201603,94166,Switzerland
1057,Poland,201603,518,Switzerland
1058,India,201603,243557,Switzerland
1059,Spain,201603,18163,Switzerland
1060,Uganda,201603,452052,Switzerland
1061,United Kingdom,201603,2867,Switzerland
1062,USA,201603,24342,Switzerland
1089,World,201604,969166,Switzerland
1090,Australia,201604,65991,Switzerland
1091,Austria,201604,72,Switzerland
1092,Belgium,201604,2473,Switzerland
1093,France,201604,259883,Switzerland
1094,Germany,201604,24267,Switzerland
1095,Indonesia,201604,18258,Switzerland
1096,Ireland,201604,624,Switzerland
1097,Italy,201604,801,Switzerland
1098,Jamaica,201604,8586,Switzerland
1099,Lithuania,201604,660,Switzerland
1100,Madagascar,201604,43098,Switzerland
1101,Mauritius,201604,102576,Switzerland
1102,Netherlands,201604,10330,Switzerland
1103,Poland,201604,1141,Switzerland
1104,India,201604,275057,Switzerland
1105,Turkey,201604,44261,Switzerland
1106,Uganda,201604,103882,Switzerland
1107,USA,201604,7206,Switzerland
1134,World,201605,973475,Switzerland
1135,Belgium,201605,1346,Switzerland
1136,China,201605,48404,Switzerland
1137,France,201605,312797,Switzerland
1138,Germany,201605,2523,Switzerland
1139,Indonesia,201605,61483,Switzerland
1140,Ireland,201605,315,Switzerland
1141,Italy,201605,1416,Switzerland
1142,Jamaica,201605,8447,Switzerland
1143,Lebanon,201605,2428,Switzerland
1144,Lithuania,201605,1470,Switzerland
1145,Madagascar,201605,106760,Switzerland
1146,Mauritius,201605,109669,Switzerland
1147,Netherlands,201605,28615,Switzerland
1148,Poland,201605,520,Switzerland
1149,India,201605,246117,Switzerland
1150,USA,201605,41162,Switzerland
1175,World,201606,1108420,Switzerland
1176,Belgium,201606,10552,Switzerland
1177,France,201606,181661,Switzerland
1178,Germany,201606,188944,Switzerland
1179,Indonesia,201606,32206,Switzerland
1180,Ireland,201606,377,Switzerland
1181,Italy,201606,314,Switzerland
1182,Lithuania,201606,1119,Switzerland
1183,Madagascar,201606,39523,Switzerland
1184,Mexico,201606,16637,Switzerland
1185,Netherlands,201606,78468,Switzerland
1186,Papua New Guinea,201606,76249,Switzerland
1187,Poland,201606,679,Switzerland
1188,India,201606,343379,Switzerland
1189,Spain,201606,15837,Switzerland
1190,Turkey,201606,1436,Switzerland
1191,Uganda,201606,121039,Switzerland
1211,World,201607,2583504,Switzerland
1212,Australia,201607,27989,Switzerland
1213,Belgium,201607,2788,Switzerland
1214,France,201607,380059,Switzerland
1215,Germany,201607,30061,Switzerland
1216,Indonesia,201607,13552,Switzerland
1217,Ireland,201607,331,Switzerland
1218,Italy,201607,92,Switzerland
1219,Jamaica,201607,17777,Switzerland
1220,Lithuania,201607,1835,Switzerland
1221,Madagascar,201607,231910,Switzerland
1222,Netherlands,201607,939748,Switzerland
1223,Papua New Guinea,201607,183000,Switzerland
1224,Poland,201607,2013,Switzerland
1225,India,201607,243220,Switzerland
1226,Sweden,201607,4083,Switzerland
1227,Uganda,201607,464414,Switzerland
1228,USA,201607,40629,Switzerland
1251,World,201608,1262907,Switzerland
1252,Belgium,201608,4458,Switzerland
1253,France,201608,313260,Switzerland
1254,Germany,201608,19929,Switzerland
1255,Indonesia,201608,47861,Switzerland
1256,Ireland,201608,341,Switzerland
1257,Italy,201608,603,Switzerland
1258,Jamaica,201608,38870,Switzerland
1259,Lebanon,201608,1352,Switzerland
1260,Lithuania,201608,1020,Switzerland
1261,Madagascar,201608,165659,Switzerland
1262,Mexico,201608,10894,Switzerland
1263,Netherlands,201608,14593,Switzerland
1264,Papua New Guinea,201608,82698,Switzerland
1265,Poland,201608,690,Switzerland
1266,India,201608,415191,Switzerland
1267,Uganda,201608,145487,Switzerland
1291,World,201609,423622,Switzerland
1292,Australia,201609,15650,Switzerland
1293,Belgium,201609,5854,Switzerland
1294,China,201609,858,Switzerland
1295,France,201609,167616,Switzerland
1296,Germany,201609,671,Switzerland
1297,Indonesia,201609,39273,Switzerland
1298,Ireland,201609,611,Switzerland
1299,Lebanon,201609,2380,Switzerland
1300,Lithuania,201609,1319,Switzerland
1301,Mauritius,201609,18280,Switzerland
1302,Mexico,201609,19992,Switzerland
1303,Papua New Guinea,201609,68155,Switzerland
1304,Poland,201609,407,Switzerland
1305,India,201609,23801,Switzerland
1306,Uganda,201609,15704,Switzerland
1307,USA,201609,43050,Switzerland
1336,World,201610,1480762,Switzerland
1337,Australia,201610,17098,Switzerland
1338,Belgium,201610,2822,Switzerland
1339,China,201610,46023,Switzerland
1340,France,201610,396270,Switzerland
1341,Germany,201610,110874,Switzerland
1342,Indonesia,201610,27218,Switzerland
1343,Ireland,201610,347,Switzerland
1344,Italy,201610,393,Switzerland
1345,Jamaica,201610,15276,Switzerland
1346,Lithuania,201610,1996,Switzerland
1347,Madagascar,201610,530991,Switzerland
1348,Netherlands,201610,2603,Switzerland
1349,Poland,201610,753,Switzerland
1350,India,201610,281145,Switzerland
1351,Uganda,201610,40623,Switzerland
1352,USA,201610,6331,Switzerland
1376,World,201611,1395523,Switzerland
1377,France,201611,289615,Switzerland
1378,Germany,201611,151790,Switzerland
1379,Indonesia,201611,18932,Switzerland
1380,Ireland,201611,4154,Switzerland
1381,Italy,201611,1394,Switzerland
1382,Jamaica,201611,48786,Switzerland
1383,Lithuania,201611,2575,Switzerland
1384,Madagascar,201611,305639,Switzerland
1385,Poland,201611,613,Switzerland
1386,India,201611,299612,Switzerland
1387,Uganda,201611,264751,Switzerland
1388,USA,201611,7662,Switzerland
1411,World,201612,914879,Switzerland
1412,Australia,201612,10303,Switzerland
1413,France,201612,303248,Switzerland
1414,Germany,201612,80853,Switzerland
1415,Indonesia,201612,63494,Switzerland
1416,Ireland,201612,1313,Switzerland
1417,Italy,201612,1524,Switzerland
1418,Lebanon,201612,1043,Switzerland
1419,Lithuania,201612,1003,Switzerland
1420,Madagascar,201612,287669,Switzerland
1421,Mexico,201612,5115,Switzerland
1422,Papua New Guinea,201612,69727,Switzerland
1423,Poland,201612,1264,Switzerland
1424,India,201612,88325,Switzerland
23,World,201401,367020,Turkey
24,Australia,201401,6642,Turkey
25,Sri Lanka,201401,1858,Turkey
26,France,201401,79063,Turkey
27,Germany,201401,443,Turkey
28,Indonesia,201401,32233,Turkey
29,Ireland,201401,4367,Turkey
30,Lithuania,201401,652,Turkey
31,Netherlands,201401,38493,Turkey
32,Poland,201401,471,Turkey
33,India,201401,72578,Turkey
34,South Africa,201401,6235,Turkey
35,Spain,201401,31316,Turkey
36,Sweden,201401,11316,Turkey
37,Turkey,201401,23037,Turkey
38,Uganda,201401,53327,Turkey
39,USA,201401,4987,Turkey
66,World,201402,526078,Turkey
67,Belgium,201402,643,Turkey
68,France,201402,76862,Turkey
69,Germany,201402,189161,Turkey
70,Ireland,201402,4770,Turkey
71,Jamaica,201402,3310,Turkey
72,Lithuania,201402,820,Turkey
73,Madagascar,201402,5740,Turkey
74,Netherlands,201402,18104,Turkey
75,Poland,201402,227,Turkey
76,Spain,201402,32183,Turkey
77,Turkey,201402,6023,Turkey
78,Uganda,201402,21106,Turkey
79,USA,201402,167130,Turkey
100,World,201403,535666,Turkey
101,Australia,201403,3351,Turkey
102,Belgium,201403,765,Turkey
103,China,201403,2934,Turkey
104,France,201403,278688,Turkey
105,Germany,201403,28737,Turkey
106,Ireland,201403,8274,Turkey
107,Italy,201403,186,Turkey
108,Jamaica,201403,21898,Turkey
109,Lithuania,201403,826,Turkey
110,Madagascar,201403,17372,Turkey
111,Netherlands,201403,68926,Turkey
112,Poland,201403,846,Turkey
113,Spain,201403,49470,Turkey
114,Turkey,201403,4129,Turkey
115,Uganda,201403,37239,Turkey
116,USA,201403,12024,Turkey
137,World,201404,478434,Turkey
138,Australia,201404,6749,Turkey
139,Belgium,201404,5637,Turkey
140,France,201404,155161,Turkey
141,Germany,201404,68247,Turkey
142,Indonesia,201404,4782,Turkey
143,Italy,201404,271,Turkey
144,Jamaica,201404,15540,Turkey
145,Lithuania,201404,767,Turkey
146,Madagascar,201404,115695,Turkey
147,Netherlands,201404,53825,Turkey
148,Poland,201404,164,Turkey
149,Spain,201404,5604,Turkey
150,Turkey,201404,13263,Turkey
151,Uganda,201404,26433,Turkey
152,USA,201404,6295,Turkey
177,World,201405,593294,Turkey
178,Australia,201405,10191,Turkey
179,Belgium,201405,1623,Turkey
180,France,201405,146098,Turkey
181,Germany,201405,86508,Turkey
182,Italy,201405,509,Turkey
183,Jamaica,201405,29556,Turkey
184,Lithuania,201405,841,Turkey
185,Madagascar,201405,2568,Turkey
186,Mauritius,201405,20657,Turkey
187,Netherlands,201405,54735,Turkey
188,New Zealand,201405,2130,Turkey
189,Poland,201405,345,Turkey
190,India,201405,1436,Turkey
191,Spain,201405,119355,Turkey
192,Turkey,201405,12992,Turkey
193,Uganda,201405,84993,Turkey
194,USA,201405,18758,Turkey
215,World,201406,490455,Turkey
216,Belgium,201406,1060,Turkey
217,France,201406,136812,Turkey
218,Germany,201406,16265,Turkey
219,Indonesia,201406,4757,Turkey
220,Jamaica,201406,10465,Turkey
221,Lithuania,201406,761,Turkey
222,Madagascar,201406,171754,Turkey
223,Netherlands,201406,18532,Turkey
224,Poland,201406,778,Turkey
225,Spain,201406,89880,Turkey
226,Turkey,201406,19161,Turkey
227,Uganda,201406,9017,Turkey
228,United Rep. of Tanzania,201406,6038,Turkey
229,USA,201406,5178,Turkey
249,World,201407,512017,Turkey
250,Belgium,201407,551,Turkey
251,Sri Lanka,201407,2274,Turkey
252,France,201407,147970,Turkey
253,Germany,201407,112066,Turkey
254,Italy,201407,811,Turkey
255,Lithuania,201407,659,Turkey
256,Madagascar,201407,66178,Turkey
257,Poland,201407,405,Turkey
258,Spain,201407,159268,Turkey
259,Turkey,201407,2721,Turkey
260,Uganda,201407,19114,Turkey
278,World,201408,348858,Turkey
279,Australia,201408,16918,Turkey
280,Belgium,201408,5806,Turkey
281,France,201408,88747,Turkey
282,Germany,201408,50057,Turkey
283,Ireland,201408,464,Turkey
284,Italy,201408,197,Turkey
285,Jamaica,201408,1897,Turkey
286,Lithuania,201408,1097,Turkey
287,Madagascar,201408,33337,Turkey
288,Poland,201408,159,Turkey
289,India,201408,7810,Turkey
290,Spain,201408,46256,Turkey
291,Turkey,201408,5697,Turkey
292,Uganda,201408,87165,Turkey
293,USA,201408,3250,Turkey
318,World,201409,1063319,Turkey
319,Australia,201409,9946,Turkey
320,Austria,201409,4726,Turkey
321,Belgium,201409,945,Turkey
322,France,201409,371655,Turkey
323,Germany,201409,180304,Turkey
324,Ireland,201409,251,Turkey
325,Italy,201409,77,Turkey
326,Jamaica,201409,32327,Turkey
327,Lebanon,201409,4697,Turkey
328,Lithuania,201409,1121,Turkey
329,Madagascar,201409,229009,Turkey
330,New Zealand,201409,1716,Turkey
331,Papua New Guinea,201409,34581,Turkey
332,Poland,201409,262,Turkey
333,Spain,201409,35487,Turkey
334,Turkey,201409,28665,Turkey
335,Uganda,201409,117521,Turkey
336,USA,201409,10030,Turkey
360,World,201410,847713,Turkey
361,Australia,201410,7230,Turkey
362,Belgium,201410,892,Turkey
363,Denmark,201410,10207,Turkey
364,France,201410,209102,Turkey
365,Germany,201410,195120,Turkey
366,Ireland,201410,180,Turkey
367,Italy,201410,525,Turkey
368,Jamaica,201410,14943,Turkey
369,Lithuania,201410,2053,Turkey
370,Madagascar,201410,111311,Turkey
371,Netherlands,201410,44729,Turkey
372,Papua New Guinea,201410,34091,Turkey
373,Poland,201410,283,Turkey
374,India,201410,7961,Turkey
375,Spain,201410,57465,Turkey
376,Uganda,201410,151623,Turkey
399,World,201411,294313,Turkey
400,Belgium,201411,61884,Turkey
401,France,201411,84443,Turkey
402,Germany,201411,21,Turkey
403,Greece,201411,2915,Turkey
404,Indonesia,201411,9631,Turkey
405,Ireland,201411,491,Turkey
406,Italy,201411,827,Turkey
407,Lithuania,201411,1008,Turkey
408,Rep. of Moldova,201411,6500,Turkey
409,Papua New Guinea,201411,31900,Turkey
410,Poland,201411,423,Turkey
411,Spain,201411,43577,Turkey
412,Turkey,201411,9388,Turkey
413,Uganda,201411,16357,Turkey
414,United Rep. of Tanzania,201411,9183,Turkey
415,USA,201411,15765,Turkey
433,World,201412,527480,Turkey
434,Australia,201412,20050,Turkey
435,Belgium,201412,95998,Turkey
436,Canada,201412,4791,Turkey
437,Denmark,201412,2505,Turkey
438,France,201412,131278,Turkey
439,Germany,201412,29249,Turkey
440,Ireland,201412,2419,Turkey
441,Italy,201412,676,Turkey
442,Jamaica,201412,42657,Turkey
443,Lithuania,201412,1815,Turkey
444,Madagascar,201412,22075,Turkey
445,Netherlands,201412,45220,Turkey
446,Papua New Guinea,201412,53847,Turkey
447,Poland,201412,327,Turkey
448,South Africa,201412,3505,Turkey
449,Spain,201412,37901,Turkey
450,Turkey,201412,8504,Turkey
451,Uganda,201412,24664,Turkey
474,World,201501,447046,Turkey
475,Australia,201501,19480,Turkey
476,Belgium,201501,145,Turkey
477,France,201501,98195,Turkey
478,Germany,201501,14427,Turkey
479,Indonesia,201501,8123,Turkey
480,Ireland,201501,746,Turkey
481,Italy,201501,180,Turkey
482,Lithuania,201501,1281,Turkey
483,Madagascar,201501,59794,Turkey
484,Mauritius,201501,20426,Turkey
485,Poland,201501,398,Turkey
486,India,201501,5890,Turkey
487,Spain,201501,67202,Turkey
488,Sweden,201501,9666,Turkey
489,Turkey,201501,24442,Turkey
490,Uganda,201501,109836,Turkey
491,USA,201501,6815,Turkey
513,World,201502,652270,Turkey
514,Austria,201502,95,Turkey
515,Belgium,201502,32714,Turkey
516,France,201502,286806,Turkey
517,Germany,201502,42876,Turkey
518,Indonesia,201502,16743,Turkey
519,Ireland,201502,684,Turkey
520,Italy,201502,641,Turkey
521,Lithuania,201502,1165,Turkey
522,Madagascar,201502,125991,Turkey
523,Netherlands,201502,4480,Turkey
524,Poland,201502,607,Turkey
525,India,201502,2832,Turkey
526,Spain,201502,63521,Turkey
527,Turkey,201502,14841,Turkey
528,Uganda,201502,55644,Turkey
529,USA,201502,2630,Turkey
551,World,201503,455185,Turkey
552,Australia,201503,4979,Turkey
553,Canada,201503,4670,Turkey
554,France,201503,33437,Turkey
555,Germany,201503,12877,Turkey
556,Indonesia,201503,15045,Turkey
557,Ireland,201503,670,Turkey
558,Italy,201503,698,Turkey
559,Jamaica,201503,11898,Turkey
560,Lebanon,201503,11668,Turkey
561,Lithuania,201503,1323,Turkey
562,Madagascar,201503,138006,Turkey
563,Papua New Guinea,201503,31296,Turkey
564,Poland,201503,930,Turkey
565,Portugal,201503,144,Turkey
566,India,201503,88316,Turkey
567,Spain,201503,35074,Turkey
568,Turkey,201503,8595,Turkey
569,Uganda,201503,53923,Turkey
570,USA,201503,1636,Turkey
594,World,201504,885525,Turkey
595,Australia,201504,14008,Turkey
596,Austria,201504,188,Turkey
597,Belgium,201504,30715,Turkey
598,France,201504,178391,Turkey
599,Germany,201504,233569,Turkey
600,Indonesia,201504,10025,Turkey
601,Ireland,201504,529,Turkey
602,Italy,201504,166,Turkey
603,Lebanon,201504,13249,Turkey
604,Lithuania,201504,1534,Turkey
605,Madagascar,201504,105063,Turkey
606,Poland,201504,314,Turkey
607,India,201504,2197,Turkey
608,Spain,201504,117753,Turkey
609,Turkey,201504,7206,Turkey
610,Uganda,201504,155858,Turkey
611,USA,201504,14761,Turkey
631,World,201505,558000,Turkey
632,Australia,201505,9359,Turkey
633,Austria,201505,130,Turkey
634,Belgium,201505,20915,Turkey
635,France,201505,124985,Turkey
636,Germany,201505,12830,Turkey
637,Indonesia,201505,14609,Turkey
638,Ireland,201505,257,Turkey
639,Italy,201505,576,Turkey
640,Jamaica,201505,31910,Turkey
641,Lithuania,201505,2100,Turkey
642,Poland,201505,306,Turkey
643,India,201505,15743,Turkey
644,Spain,201505,82316,Turkey
645,Turkey,201505,15850,Turkey
646,Uganda,201505,217399,Turkey
647,USA,201505,8716,Turkey
667,World,201506,831054,Turkey
668,Australia,201506,9408,Turkey
669,Belgium,201506,4206,Turkey
670,Canada,201506,1251,Turkey
671,France,201506,219772,Turkey
672,Germany,201506,100583,Turkey
673,Indonesia,201506,18243,Turkey
674,Ireland,201506,306,Turkey
675,Italy,201506,476,Turkey
676,Jamaica,201506,3738,Turkey
677,Lithuania,201506,1380,Turkey
678,Madagascar,201506,59725,Turkey
679,Netherlands,201506,7585,Turkey
680,Poland,201506,586,Turkey
681,India,201506,5102,Turkey
682,Spain,201506,193946,Turkey
683,Turkey,201506,10518,Turkey
684,Uganda,201506,168332,Turkey
685,USA,201506,25898,Turkey
708,World,201507,768429,Turkey
709,Belgium,201507,13905,Turkey
710,France,201507,161176,Turkey
711,Germany,201507,31178,Turkey
712,Ireland,201507,404,Turkey
713,Italy,201507,647,Turkey
714,Jamaica,201507,11746,Turkey
715,Lebanon,201507,5624,Turkey
716,Lithuania,201507,1383,Turkey
717,Netherlands,201507,34064,Turkey
718,Papua New Guinea,201507,30868,Turkey
719,Poland,201507,110,Turkey
720,India,201507,12671,Turkey
721,South Africa,201507,8759,Turkey
722,Spain,201507,260438,Turkey
723,Turkey,201507,14502,Turkey
724,Uganda,201507,16041,Turkey
725,USA,201507,164911,Turkey
752,World,201508,1139034,Turkey
753,Australia,201508,10374,Turkey
754,Austria,201508,1326,Turkey
755,Belgium,201508,91356,Turkey
756,France,201508,101132,Turkey
757,Germany,201508,175901,Turkey
758,Indonesia,201508,14508,Turkey
759,Ireland,201508,440,Turkey
760,Italy,201508,657,Turkey
761,Lithuania,201508,1642,Turkey
762,Papua New Guinea,201508,33453,Turkey
763,Poland,201508,218,Turkey
764,Spain,201508,101119,Turkey
765,Turkey,201508,7253,Turkey
766,Uganda,201508,197637,Turkey
767,USA,201508,402018,Turkey
792,World,201509,820570,Turkey
793,Australia,201509,9288,Turkey
794,Belgium,201509,1279,Turkey
795,France,201509,170644,Turkey
796,Germany,201509,123703,Turkey
797,Ireland,201509,1350,Turkey
798,Italy,201509,642,Turkey
799,Jamaica,201509,53654,Turkey
800,Lithuania,201509,1292,Turkey
801,Madagascar,201509,50134,Turkey
802,Malta,201509,68,Turkey
803,Netherlands,201509,10097,Turkey
804,Poland,201509,333,Turkey
805,India,201509,5214,Turkey
806,Spain,201509,268414,Turkey
807,Turkey,201509,21196,Turkey
808,Uganda,201509,79598,Turkey
809,USA,201509,23665,Turkey
835,World,201510,981019,Turkey
836,Australia,201510,28744,Turkey
837,Belgium,201510,3814,Turkey
838,Denmark,201510,9539,Turkey
839,France,201510,254787,Turkey
840,Germany,201510,77032,Turkey
841,Indonesia,201510,27795,Turkey
842,Ireland,201510,2001,Turkey
843,Italy,201510,104,Turkey
844,Lithuania,201510,3167,Turkey
845,Madagascar,201510,239142,Turkey
846,Poland,201510,271,Turkey
847,Portugal,201510,49,Turkey
848,Spain,201510,261744,Turkey
849,Turkey,201510,13722,Turkey
850,Uganda,201510,17421,Turkey
851,USA,201510,41686,Turkey
877,World,201511,1062875,Turkey
878,Belgium,201511,32430,Turkey
879,Canada,201511,1888,Turkey
880,France,201511,175256,Turkey
881,Germany,201511,127193,Turkey
882,Indonesia,201511,7135,Turkey
883,Ireland,201511,2849,Turkey
884,Italy,201511,514,Turkey
885,Jamaica,201511,5755,Turkey
886,Lithuania,201511,2198,Turkey
887,Madagascar,201511,161262,Turkey
888,Mexico,201511,1398,Turkey
889,Netherlands,201511,35956,Turkey
890,Poland,201511,682,Turkey
891,India,201511,90674,Turkey
892,Spain,201511,158237,Turkey
893,Turkey,201511,15873,Turkey
894,Uganda,201511,235645,Turkey
895,United Rep. of Tanzania,201511,3306,Turkey
896,USA,201511,4625,Turkey
918,World,201512,1614454,Turkey
919,Belgium,201512,2944,Turkey
920,France,201512,204120,Turkey
921,Germany,201512,775749,Turkey
922,Ireland,201512,1142,Turkey
923,Italy,201512,552,Turkey
924,Jamaica,201512,32285,Turkey
925,Lithuania,201512,2180,Turkey
926,Madagascar,201512,202253,Turkey
927,New Zealand,201512,2953,Turkey
928,Papua New Guinea,201512,56248,Turkey
929,Poland,201512,729,Turkey
930,India,201512,111197,Turkey
931,Spain,201512,194615,Turkey
932,Turkey,201512,19502,Turkey
933,USA,201512,7985,Turkey
961,World,201601,713002,Turkey
962,Australia,201601,7660,Turkey
963,France,201601,189942,Turkey
964,Germany,201601,161125,Turkey
965,Indonesia,201601,15522,Turkey
966,Ireland,201601,269,Turkey
967,Italy,201601,529,Turkey
968,Lithuania,201601,255,Turkey
969,Madagascar,201601,102639,Turkey
970,Netherlands,201601,4065,Turkey
971,Poland,201601,336,Turkey
972,Spain,201601,15974,Turkey
973,Turkey,201601,9487,Turkey
974,Uganda,201601,172739,Turkey
975,USA,201601,32460,Turkey
1005,World,201602,736653,Turkey
1006,Australia,201602,33883,Turkey
1007,Belgium,201602,1355,Turkey
1008,Sri Lanka,201602,2836,Turkey
1009,Denmark,201602,20289,Turkey
1010,France,201602,262991,Turkey
1011,Germany,201602,10517,Turkey
1012,Ireland,201602,304,Turkey
1013,Italy,201602,150,Turkey
1014,Jamaica,201602,15728,Turkey
1015,Lithuania,201602,1042,Turkey
1016,Madagascar,201602,260096,Turkey
1017,India,201602,21403,Turkey
1018,Turkey,201602,1552,Turkey
1019,Uganda,201602,101778,Turkey
1020,USA,201602,2728,Turkey
1043,World,201603,1550987,Turkey
1044,Australia,201603,12907,Turkey
1045,Austria,201603,47,Turkey
1046,Belgium,201603,2733,Turkey
1047,France,201603,334215,Turkey
1048,Germany,201603,50249,Turkey
1049,Indonesia,201603,15766,Turkey
1050,Ireland,201603,491,Turkey
1051,Italy,201603,201,Turkey
1052,Jamaica,201603,25504,Turkey
1053,Lithuania,201603,1485,Turkey
1054,Madagascar,201603,264727,Turkey
1055,Netherlands,201603,6998,Turkey
1056,Papua New Guinea,201603,94166,Turkey
1057,Poland,201603,518,Turkey
1058,India,201603,243557,Turkey
1059,Spain,201603,18163,Turkey
1060,Uganda,201603,452052,Turkey
1061,United Kingdom,201603,2867,Turkey
1062,USA,201603,24342,Turkey
1089,World,201604,969166,Turkey
1090,Australia,201604,65991,Turkey
1091,Austria,201604,72,Turkey
1092,Belgium,201604,2473,Turkey
1093,France,201604,259883,Turkey
1094,Germany,201604,24267,Turkey
1095,Indonesia,201604,18258,Turkey
1096,Ireland,201604,624,Turkey
1097,Italy,201604,801,Turkey
1098,Jamaica,201604,8586,Turkey
1099,Lithuania,201604,660,Turkey
1100,Madagascar,201604,43098,Turkey
1101,Mauritius,201604,102576,Turkey
1102,Netherlands,201604,10330,Turkey
1103,Poland,201604,1141,Turkey
1104,India,201604,275057,Turkey
1105,Turkey,201604,44261,Turkey
1106,Uganda,201604,103882,Turkey
1107,USA,201604,7206,Turkey
1134,World,201605,973475,Turkey
1135,Belgium,201605,1346,Turkey
1136,China,201605,48404,Turkey
1137,France,201605,312797,Turkey
1138,Germany,201605,2523,Turkey
1139,Indonesia,201605,61483,Turkey
1140,Ireland,201605,315,Turkey
1141,Italy,201605,1416,Turkey
1142,Jamaica,201605,8447,Turkey
1143,Lebanon,201605,2428,Turkey
1144,Lithuania,201605,1470,Turkey
1145,Madagascar,201605,106760,Turkey
1146,Mauritius,201605,109669,Turkey
1147,Netherlands,201605,28615,Turkey
1148,Poland,201605,520,Turkey
1149,India,201605,246117,Turkey
1150,USA,201605,41162,Turkey
1175,World,201606,1108420,Turkey
1176,Belgium,201606,10552,Turkey
1177,France,201606,181661,Turkey
1178,Germany,201606,188944,Turkey
1179,Indonesia,201606,32206,Turkey
1180,Ireland,201606,377,Turkey
1181,Italy,201606,314,Turkey
1182,Lithuania,201606,1119,Turkey
1183,Madagascar,201606,39523,Turkey
1184,Mexico,201606,16637,Turkey
1185,Netherlands,201606,78468,Turkey
1186,Papua New Guinea,201606,76249,Turkey
1187,Poland,201606,679,Turkey
1188,India,201606,343379,Turkey
1189,Spain,201606,15837,Turkey
1190,Turkey,201606,1436,Turkey
1191,Uganda,201606,121039,Turkey
1211,World,201607,2583504,Turkey
1212,Australia,201607,27989,Turkey
