,partner,period,trade_value_usd,reporter,period_date
981,Portugal,201507,10630,Bosnia Herzegovina,2015-07-01
982,Romania,201507,209893,Bosnia Herzegovina,2015-07-01
983,Spain,201507,3,Bosnia Herzegovina,2015-07-01
984,Sweden,201507,90328,Bosnia Herzegovina,2015-07-01
985,United Arab Emirates,201507,9311,Bosnia Herzegovina,2015-07-01
1030,Belgium,201508,523085,Bosnia Herzegovina,2015-08-01
1031,Czechia,201508,44322,Bosnia Herzegovina,2015-08-01
1032,Denmark,201508,2703235,Bosnia Herzegovina,2015-08-01
1033,France,201508,1521801,Bosnia Herzegovina,2015-08-01
1034,Germany,201508,1049439,Bosnia Herzegovina,2015-08-01
1035,Ireland,201508,7557977,Bosnia Herzegovina,2015-08-01
1036,Italy,201508,3581,Bosnia Herzegovina,2015-08-01
1037,Lithuania,201508,6022,Bosnia Herzegovina,2015-08-01
1038,Netherlands,201508,1117444,Bosnia Herzegovina,2015-08-01
1039,Poland,201508,544891,Bosnia Herzegovina,2015-08-01
1040,Portugal,201508,20431,Bosnia Herzegovina,2015-08-01
1041,Romania,201508,206720,Bosnia Herzegovina,2015-08-01
1042,Sweden,201508,77625,Bosnia Herzegovina,2015-08-01
1043,United Arab Emirates,201508,6504,Bosnia Herzegovina,2015-08-01
1083,Belgium,201509,680722,Bosnia Herzegovina,2015-09-01
1084,Denmark,201509,3666445,Bosnia Herzegovina,2015-09-01
1085,France,201509,1149759,Bosnia Herzegovina,2015-09-01
1086,Germany,201509,968633,Bosnia Herzegovina,2015-09-01
1087,Hungary,201509,341,Bosnia Herzegovina,2015-09-01
1088,Ireland,201509,9273048,Bosnia Herzegovina,2015-09-01
1089,Italy,201509,3472,Bosnia Herzegovina,2015-09-01
1090,Lithuania,201509,10410,Bosnia Herzegovina,2015-09-01
1091,Netherlands,201509,326382,Bosnia Herzegovina,2015-09-01
1092,Poland,201509,786183,Bosnia Herzegovina,2015-09-01
1093,Portugal,201509,21464,Bosnia Herzegovina,2015-09-01
1094,Romania,201509,188676,Bosnia Herzegovina,2015-09-01
1095,Sweden,201509,81038,Bosnia Herzegovina,2015-09-01
1096,United Arab Emirates,201509,6091,Bosnia Herzegovina,2015-09-01
1138,Belgium,201510,774744,Bosnia Herzegovina,2015-10-01
1139,Czechia,201510,40,Bosnia Herzegovina,2015-10-01
1140,Denmark,201510,2958647,Bosnia Herzegovina,2015-10-01
1141,France,201510,1180925,Bosnia Herzegovina,2015-10-01
1142,Germany,201510,733032,Bosnia Herzegovina,2015-10-01
1143,Hungary,201510,509,Bosnia Herzegovina,2015-10-01
1144,Ireland,201510,8373115,Bosnia Herzegovina,2015-10-01
1145,Italy,201510,4567,Bosnia Herzegovina,2015-10-01
1146,Lithuania,201510,12503,Bosnia Herzegovina,2015-10-01
1147,Netherlands,201510,410541,Bosnia Herzegovina,2015-10-01
1148,Poland,201510,796451,Bosnia Herzegovina,2015-10-01
1149,Portugal,201510,25213,Bosnia Herzegovina,2015-10-01
1150,Romania,201510,201524,Bosnia Herzegovina,2015-10-01
1151,Sweden,201510,87712,Bosnia Herzegovina,2015-10-01
1152,United Arab Emirates,201510,3059,Bosnia Herzegovina,2015-10-01
1193,Belgium,201511,880449,Bosnia Herzegovina,2015-11-01
1194,Czechia,201511,166,Bosnia Herzegovina,2015-11-01
1195,Denmark,201511,2993578,Bosnia Herzegovina,2015-11-01
1196,France,201511,1291013,Bosnia Herzegovina,2015-11-01
1197,Germany,201511,609763,Bosnia Herzegovina,2015-11-01
1198,Ireland,201511,7167864,Bosnia Herzegovina,2015-11-01
1199,Italy,201511,3328,Bosnia Herzegovina,2015-11-01
1200,Lithuania,201511,12152,Bosnia Herzegovina,2015-11-01
1201,Netherlands,201511,275926,Bosnia Herzegovina,2015-11-01
1202,Poland,201511,736554,Bosnia Herzegovina,2015-11-01
1203,Portugal,201511,6707,Bosnia Herzegovina,2015-11-01
1204,Romania,201511,180268,Bosnia Herzegovina,2015-11-01
1205,Spain,201511,29,Bosnia Herzegovina,2015-11-01
1206,Sweden,201511,95086,Bosnia Herzegovina,2015-11-01
1207,United Arab Emirates,201511,6214,Bosnia Herzegovina,2015-11-01
1252,Belgium,201512,492561,Bosnia Herzegovina,2015-12-01
1253,Denmark,201512,2831334,Bosnia Herzegovina,2015-12-01
1254,France,201512,1673158,Bosnia Herzegovina,2015-12-01
1255,Germany,201512,628091,Bosnia Herzegovina,2015-12-01
1256,Ireland,201512,5310221,Bosnia Herzegovina,2015-12-01
1257,Italy,201512,5440,Bosnia Herzegovina,2015-12-01
1258,Lithuania,201512,13879,Bosnia Herzegovina,2015-12-01
1259,Netherlands,201512,612670,Bosnia Herzegovina,2015-12-01
1260,Poland,201512,570193,Bosnia Herzegovina,2015-12-01
1261,Portugal,201512,10902,Bosnia Herzegovina,2015-12-01
1262,Romania,201512,189460,Bosnia Herzegovina,2015-12-01
1263,Spain,201512,13,Bosnia Herzegovina,2015-12-01
1264,Sweden,201512,151327,Bosnia Herzegovina,2015-12-01
1265,United Arab Emirates,201512,11734,Bosnia Herzegovina,2015-12-01
1307,Belgium,201601,207003,Bosnia Herzegovina,2016-01-01
1308,Czechia,201601,39798,Bosnia Herzegovina,2016-01-01
1309,Denmark,201601,3403432,Bosnia Herzegovina,2016-01-01
1310,France,201601,1268114,Bosnia Herzegovina,2016-01-01
1311,Germany,201601,585780,Bosnia Herzegovina,2016-01-01
1312,Hungary,201601,11666,Bosnia Herzegovina,2016-01-01
1313,Ireland,201601,5321072,Bosnia Herzegovina,2016-01-01
1314,Italy,201601,9641,Bosnia Herzegovina,2016-01-01
1315,Lithuania,201601,11731,Bosnia Herzegovina,2016-01-01
1316,Netherlands,201601,455555,Bosnia Herzegovina,2016-01-01
1317,Poland,201601,539096,Bosnia Herzegovina,2016-01-01
1318,Portugal,201601,30965,Bosnia Herzegovina,2016-01-01
1319,Romania,201601,270496,Bosnia Herzegovina,2016-01-01
1320,Spain,201601,269,Bosnia Herzegovina,2016-01-01
1321,Sweden,201601,69352,Bosnia Herzegovina,2016-01-01
1322,United Arab Emirates,201601,2872,Bosnia Herzegovina,2016-01-01
1364,Belgium,201602,348806,Bosnia Herzegovina,2016-02-01
1365,Czechia,201602,14,Bosnia Herzegovina,2016-02-01
1366,Denmark,201602,3378772,Bosnia Herzegovina,2016-02-01
1367,France,201602,1379312,Bosnia Herzegovina,2016-02-01
1368,Germany,201602,570720,Bosnia Herzegovina,2016-02-01
1369,Hungary,201602,2287,Bosnia Herzegovina,2016-02-01
1370,Ireland,201602,4195047,Bosnia Herzegovina,2016-02-01
1371,Italy,201602,6990,Bosnia Herzegovina,2016-02-01
1372,Lithuania,201602,14315,Bosnia Herzegovina,2016-02-01
1373,Netherlands,201602,597323,Bosnia Herzegovina,2016-02-01
1374,Poland,201602,630549,Bosnia Herzegovina,2016-02-01
1375,Portugal,201602,28908,Bosnia Herzegovina,2016-02-01
1376,Romania,201602,283749,Bosnia Herzegovina,2016-02-01
1377,Spain,201602,104,Bosnia Herzegovina,2016-02-01
1378,Sweden,201602,81900,Bosnia Herzegovina,2016-02-01
1379,United Arab Emirates,201602,8287,Bosnia Herzegovina,2016-02-01
1417,Belgium,201603,286704,Bosnia Herzegovina,2016-03-01
1418,Denmark,201603,3392605,Bosnia Herzegovina,2016-03-01
1419,France,201603,1030791,Bosnia Herzegovina,2016-03-01
1420,Germany,201603,723009,Bosnia Herzegovina,2016-03-01
1421,Ireland,201603,5287814,Bosnia Herzegovina,2016-03-01
1422,Italy,201603,4052,Bosnia Herzegovina,2016-03-01
1423,Latvia,201603,3412,Bosnia Herzegovina,2016-03-01
1424,Lithuania,201603,2909,Bosnia Herzegovina,2016-03-01
1425,Netherlands,201603,481448,Bosnia Herzegovina,2016-03-01
1426,Poland,201603,566554,Bosnia Herzegovina,2016-03-01
1427,Portugal,201603,14531,Bosnia Herzegovina,2016-03-01
1428,Romania,201603,224267,Bosnia Herzegovina,2016-03-01
1429,Spain,201603,10,Bosnia Herzegovina,2016-03-01
1430,Sweden,201603,106903,Bosnia Herzegovina,2016-03-01
1431,United Arab Emirates,201603,13488,Bosnia Herzegovina,2016-03-01
1479,Belgium,201604,268067,Bosnia Herzegovina,2016-04-01
1480,Czechia,201604,42779,Bosnia Herzegovina,2016-04-01
1481,Denmark,201604,2845210,Bosnia Herzegovina,2016-04-01
1482,France,201604,1102350,Bosnia Herzegovina,2016-04-01
1483,Germany,201604,481988,Bosnia Herzegovina,2016-04-01
1484,Greece,201604,11726,Bosnia Herzegovina,2016-04-01
1485,Ireland,201604,4391360,Bosnia Herzegovina,2016-04-01
1486,Italy,201604,7425,Bosnia Herzegovina,2016-04-01
1487,Lithuania,201604,9872,Bosnia Herzegovina,2016-04-01
1488,Netherlands,201604,421689,Bosnia Herzegovina,2016-04-01
1489,Poland,201604,450847,Bosnia Herzegovina,2016-04-01
1490,Portugal,201604,34270,Bosnia Herzegovina,2016-04-01
1491,Romania,201604,262223,Bosnia Herzegovina,2016-04-01
1492,Spain,201604,47,Bosnia Herzegovina,2016-04-01
1493,Sweden,201604,64470,Bosnia Herzegovina,2016-04-01
1494,United Arab Emirates,201604,11626,Bosnia Herzegovina,2016-04-01
1538,Belgium,201605,305341,Bosnia Herzegovina,2016-05-01
1539,Denmark,201605,3857904,Bosnia Herzegovina,2016-05-01
1540,France,201605,1089468,Bosnia Herzegovina,2016-05-01
1541,Germany,201605,487079,Bosnia Herzegovina,2016-05-01
1542,Greece,201605,15063,Bosnia Herzegovina,2016-05-01
1543,Ireland,201605,3661683,Bosnia Herzegovina,2016-05-01
1544,Italy,201605,14092,Bosnia Herzegovina,2016-05-01
1545,Lithuania,201605,11200,Bosnia Herzegovina,2016-05-01
1546,Netherlands,201605,332222,Bosnia Herzegovina,2016-05-01
1547,Poland,201605,538681,Bosnia Herzegovina,2016-05-01
1548,Portugal,201605,20244,Bosnia Herzegovina,2016-05-01
1549,Romania,201605,222216,Bosnia Herzegovina,2016-05-01
1550,Spain,201605,20,Bosnia Herzegovina,2016-05-01
1551,Sweden,201605,93206,Bosnia Herzegovina,2016-05-01
1552,United Arab Emirates,201605,5252,Bosnia Herzegovina,2016-05-01
1589,Austria,201606,26946,Bosnia Herzegovina,2016-06-01
1590,Belgium,201606,358445,Bosnia Herzegovina,2016-06-01
1591,Denmark,201606,3357101,Bosnia Herzegovina,2016-06-01
1592,France,201606,1550031,Bosnia Herzegovina,2016-06-01
1593,Germany,201606,657872,Bosnia Herzegovina,2016-06-01
1594,Greece,201606,78639,Bosnia Herzegovina,2016-06-01
1595,Ireland,201606,5017834,Bosnia Herzegovina,2016-06-01
1596,Italy,201606,4370,Bosnia Herzegovina,2016-06-01
1597,Lithuania,201606,8165,Bosnia Herzegovina,2016-06-01
1598,Netherlands,201606,226864,Bosnia Herzegovina,2016-06-01
1599,Poland,201606,493496,Bosnia Herzegovina,2016-06-01
1600,Portugal,201606,10801,Bosnia Herzegovina,2016-06-01
1601,Romania,201606,39781,Bosnia Herzegovina,2016-06-01
1602,Spain,201606,33,Bosnia Herzegovina,2016-06-01
1603,Sweden,201606,99714,Bosnia Herzegovina,2016-06-01
1604,United Arab Emirates,201606,11915,Bosnia Herzegovina,2016-06-01
1650,Belgium,201607,689161,Bosnia Herzegovina,2016-07-01
1651,Denmark,201607,2938370,Bosnia Herzegovina,2016-07-01
1652,France,201607,1077872,Bosnia Herzegovina,2016-07-01
1653,Germany,201607,538786,Bosnia Herzegovina,2016-07-01
1654,Greece,201607,28855,Bosnia Herzegovina,2016-07-01
1655,Ireland,201607,4603282,Bosnia Herzegovina,2016-07-01
1656,Italy,201607,9534,Bosnia Herzegovina,2016-07-01
1657,Lithuania,201607,8357,Bosnia Herzegovina,2016-07-01
1658,Netherlands,201607,1769324,Bosnia Herzegovina,2016-07-01
1659,Poland,201607,392444,Bosnia Herzegovina,2016-07-01
1660,Portugal,201607,18049,Bosnia Herzegovina,2016-07-01
1661,Romania,201607,20446,Bosnia Herzegovina,2016-07-01
1662,Spain,201607,16,Bosnia Herzegovina,2016-07-01
1663,Sweden,201607,67819,Bosnia Herzegovina,2016-07-01
1664,United Arab Emirates,201607,2466,Bosnia Herzegovina,2016-07-01
1709,Belgium,201608,2050089,Bosnia Herzegovina,2016-08-01
1710,Denmark,201608,3235126,Bosnia Herzegovina,2016-08-01
1711,France,201608,1166723,Bosnia Herzegovina,2016-08-01
1712,Germany,201608,501679,Bosnia Herzegovina,2016-08-01
1713,Greece,201608,16669,Bosnia Herzegovina,2016-08-01
1714,Ireland,201608,5532418,Bosnia Herzegovina,2016-08-01
1715,Italy,201608,21275,Bosnia Herzegovina,2016-08-01
1716,Lithuania,201608,11285,Bosnia Herzegovina,2016-08-01
1717,Netherlands,201608,1992314,Bosnia Herzegovina,2016-08-01
1718,Poland,201608,468144,Bosnia Herzegovina,2016-08-01
1719,Portugal,201608,11432,Bosnia Herzegovina,2016-08-01
1720,Romania,201608,50657,Bosnia Herzegovina,2016-08-01
1721,Spain,201608,4,Bosnia Herzegovina,2016-08-01
1722,Sweden,201608,101936,Bosnia Herzegovina,2016-08-01
1723,United Arab Emirates,201608,7309,Bosnia Herzegovina,2016-08-01
1763,Belgium,201609,356950,Bosnia Herzegovina,2016-09-01
1764,Denmark,201609,2946819,Bosnia Herzegovina,2016-09-01
1765,France,201609,1239185,Bosnia Herzegovina,2016-09-01
1766,Germany,201609,463894,Bosnia Herzegovina,2016-09-01
1767,Greece,201609,22160,Bosnia Herzegovina,2016-09-01
1768,Ireland,201609,6295147,Bosnia Herzegovina,2016-09-01
1769,Italy,201609,7025,Bosnia Herzegovina,2016-09-01
1770,Lithuania,201609,12453,Bosnia Herzegovina,2016-09-01
1771,Luxembourg,201609,29001,Bosnia Herzegovina,2016-09-01
1772,Netherlands,201609,436367,Bosnia Herzegovina,2016-09-01
1773,Poland,201609,468797,Bosnia Herzegovina,2016-09-01
1774,Portugal,201609,37052,Bosnia Herzegovina,2016-09-01
1775,Romania,201609,157623,Bosnia Herzegovina,2016-09-01
1776,Spain,201609,87,Bosnia Herzegovina,2016-09-01
1777,Sweden,201609,75321,Bosnia Herzegovina,2016-09-01
1778,United Arab Emirates,201609,6961,Bosnia Herzegovina,2016-09-01
1819,Belgium,201610,539530,Bosnia Herzegovina,2016-10-01
1820,Denmark,201610,3170170,Bosnia Herzegovina,2016-10-01
1821,France,201610,1108313,Bosnia Herzegovina,2016-10-01
1822,Germany,201610,651749,Bosnia Herzegovina,2016-10-01
1823,Greece,201610,21607,Bosnia Herzegovina,2016-10-01
1824,Hungary,201610,8119,Bosnia Herzegovina,2016-10-01
1825,Ireland,201610,6334266,Bosnia Herzegovina,2016-10-01
1826,Italy,201610,4386,Bosnia Herzegovina,2016-10-01
1827,Lithuania,201610,12380,Bosnia Herzegovina,2016-10-01
1828,Netherlands,201610,916780,Bosnia Herzegovina,2016-10-01
1829,Poland,201610,489444,Bosnia Herzegovina,2016-10-01
1830,Portugal,201610,24908,Bosnia Herzegovina,2016-10-01
1831,Romania,201610,27401,Bosnia Herzegovina,2016-10-01
1832,Spain,201610,148,Bosnia Herzegovina,2016-10-01
1833,Sweden,201610,68698,Bosnia Herzegovina,2016-10-01
1879,Belgium,201611,574515,Bosnia Herzegovina,2016-11-01
1880,Denmark,201611,1910205,Bosnia Herzegovina,2016-11-01
1881,France,201611,1282552,Bosnia Herzegovina,2016-11-01
1882,Germany,201611,697619,Bosnia Herzegovina,2016-11-01
1883,Greece,201611,13448,Bosnia Herzegovina,2016-11-01
1884,Ireland,201611,5107802,Bosnia Herzegovina,2016-11-01
1885,Italy,201611,5810,Bosnia Herzegovina,2016-11-01
1886,Lithuania,201611,10361,Bosnia Herzegovina,2016-11-01
1887,Netherlands,201611,1158567,Bosnia Herzegovina,2016-11-01
1888,Poland,201611,609046,Bosnia Herzegovina,2016-11-01
1889,Portugal,201611,33332,Bosnia Herzegovina,2016-11-01
1890,Romania,201611,27439,Bosnia Herzegovina,2016-11-01
1891,Spain,201611,51,Bosnia Herzegovina,2016-11-01
1892,Sweden,201611,88174,Bosnia Herzegovina,2016-11-01
1893,United Arab Emirates,201611,1729,Bosnia Herzegovina,2016-11-01
1936,Belgium,201612,315305,Bosnia Herzegovina,2016-12-01
1937,Denmark,201612,1308656,Bosnia Herzegovina,2016-12-01
1938,France,201612,1608802,Bosnia Herzegovina,2016-12-01
1939,Germany,201612,678048,Bosnia Herzegovina,2016-12-01
1940,Greece,201612,16672,Bosnia Herzegovina,2016-12-01
1941,Ireland,201612,2235586,Bosnia Herzegovina,2016-12-01
1942,Italy,201612,12069,Bosnia Herzegovina,2016-12-01
1943,Lithuania,201612,7960,Bosnia Herzegovina,2016-12-01
1944,Netherlands,201612,603694,Bosnia Herzegovina,2016-12-01
1945,Poland,201612,438404,Bosnia Herzegovina,2016-12-01
1946,Portugal,201612,31551,Bosnia Herzegovina,2016-12-01
1947,Romania,201612,53278,Bosnia Herzegovina,2016-12-01
1948,Spain,201612,12919,Bosnia Herzegovina,2016-12-01
1949,Sweden,201612,143261,Bosnia Herzegovina,2016-12-01
1950,United Arab Emirates,201612,2064,Bosnia Herzegovina,2016-12-01
38,Belgium,201401,4472349,Slovakia,2014-01-01
39,Denmark,201401,2233438,Slovakia,2014-01-01
40,France,201401,1522872,Slovakia,2014-01-01
41,Germany,201401,1028700,Slovakia,2014-01-01
42,Ireland,201401,10676138,Slovakia,2014-01-01
43,Italy,201401,4685,Slovakia,2014-01-01
44,Lithuania,201401,5629,Slovakia,2014-01-01
45,Netherlands,201401,1087006,Slovakia,2014-01-01
46,Poland,201401,660868,Slovakia,2014-01-01
47,Portugal,201401,3662,Slovakia,2014-01-01
48,Romania,201401,188706,Slovakia,2014-01-01
49,Spain,201401,68,Slovakia,2014-01-01
50,Sweden,201401,66625,Slovakia,2014-01-01
88,Belgium,201402,1979879,Slovakia,2014-02-01
89,Denmark,201402,2074297,Slovakia,2014-02-01
90,Finland,201402,12,Slovakia,2014-02-01
91,France,201402,1444455,Slovakia,2014-02-01
92,Germany,201402,965310,Slovakia,2014-02-01
93,Ireland,201402,10091544,Slovakia,2014-02-01
94,Italy,201402,11570,Slovakia,2014-02-01
95,Lithuania,201402,9331,Slovakia,2014-02-01
96,Netherlands,201402,1234982,Slovakia,2014-02-01
97,Poland,201402,589430,Slovakia,2014-02-01
98,Portugal,201402,6203,Slovakia,2014-02-01
99,Romania,201402,216168,Slovakia,2014-02-01
100,Sweden,201402,58640,Slovakia,2014-02-01
101,Ukraine,201402,3733,Slovakia,2014-02-01
141,Belgium,201403,2258058,Slovakia,2014-03-01
142,Czechia,201403,15874,Slovakia,2014-03-01
143,Denmark,201403,2523620,Slovakia,2014-03-01
144,France,201403,1414291,Slovakia,2014-03-01
145,Germany,201403,904917,Slovakia,2014-03-01
146,Ireland,201403,8843285,Slovakia,2014-03-01
147,Italy,201403,4405,Slovakia,2014-03-01
148,Lithuania,201403,5777,Slovakia,2014-03-01
149,Netherlands,201403,1146653,Slovakia,2014-03-01
150,Poland,201403,520111,Slovakia,2014-03-01
151,Romania,201403,270248,Slovakia,2014-03-01
152,Slovakia,201403,21069,Slovakia,2014-03-01
153,Sweden,201403,55889,Slovakia,2014-03-01
193,Belgium,201404,3258041,Slovakia,2014-04-01
194,Denmark,201404,2453031,Slovakia,2014-04-01
195,France,201404,1912257,Slovakia,2014-04-01
196,Germany,201404,2356043,Slovakia,2014-04-01
197,Ireland,201404,7453388,Slovakia,2014-04-01
198,Italy,201404,3132,Slovakia,2014-04-01
199,Latvia,201404,567,Slovakia,2014-04-01
200,Lithuania,201404,9233,Slovakia,2014-04-01
201,Netherlands,201404,628597,Slovakia,2014-04-01
202,Poland,201404,913968,Slovakia,2014-04-01
203,Portugal,201404,12755,Slovakia,2014-04-01
204,Romania,201404,328091,Slovakia,2014-04-01
205,Slovakia,201404,23112,Slovakia,2014-04-01
206,Sweden,201404,80140,Slovakia,2014-04-01
207,United Arab Emirates,201404,5499,Slovakia,2014-04-01
208,USA,201404,2415,Slovakia,2014-04-01
245,Belgium,201405,2707248,Slovakia,2014-05-01
246,Denmark,201405,2311364,Slovakia,2014-05-01
247,France,201405,1638838,Slovakia,2014-05-01
248,Germany,201405,2199671,Slovakia,2014-05-01
249,Ireland,201405,11065926,Slovakia,2014-05-01
250,Italy,201405,9950,Slovakia,2014-05-01
251,Lithuania,201405,9354,Slovakia,2014-05-01
252,Netherlands,201405,664032,Slovakia,2014-05-01
253,Poland,201405,716363,Slovakia,2014-05-01
254,Portugal,201405,912,Slovakia,2014-05-01
255,Romania,201405,225281,Slovakia,2014-05-01
256,Slovakia,201405,45434,Slovakia,2014-05-01
257,Sweden,201405,64547,Slovakia,2014-05-01
258,United Arab Emirates,201405,6742,Slovakia,2014-05-01
296,Belgium,201406,1346169,Slovakia,2014-06-01
297,Denmark,201406,1972893,Slovakia,2014-06-01
298,France,201406,1449614,Slovakia,2014-06-01
299,Germany,201406,1856919,Slovakia,2014-06-01
300,Ireland,201406,7597407,Slovakia,2014-06-01
301,Italy,201406,8011,Slovakia,2014-06-01
302,Latvia,201406,250,Slovakia,2014-06-01
303,Lithuania,201406,7081,Slovakia,2014-06-01
304,Netherlands,201406,846077,Slovakia,2014-06-01
305,Poland,201406,653091,Slovakia,2014-06-01
306,Portugal,201406,10212,Slovakia,2014-06-01
307,Romania,201406,212888,Slovakia,2014-06-01
308,Sweden,201406,61816,Slovakia,2014-06-01
345,Belgium,201407,1417956,Slovakia,2014-07-01
346,Czechia,201407,60529,Slovakia,2014-07-01
347,Denmark,201407,2978905,Slovakia,2014-07-01
348,France,201407,2096771,Slovakia,2014-07-01
349,Germany,201407,1817270,Slovakia,2014-07-01
350,Ireland,201407,7709174,Slovakia,2014-07-01
351,Italy,201407,6194,Slovakia,2014-07-01
352,Lithuania,201407,7836,Slovakia,2014-07-01
353,Netherlands,201407,1920054,Slovakia,2014-07-01
354,Poland,201407,775151,Slovakia,2014-07-01
355,Portugal,201407,8690,Slovakia,2014-07-01
356,Romania,201407,243713,Slovakia,2014-07-01
357,Sweden,201407,81222,Slovakia,2014-07-01
358,United Arab Emirates,201407,4644,Slovakia,2014-07-01
388,Belgium,201408,1055282,Slovakia,2014-08-01
389,Denmark,201408,2304108,Slovakia,2014-08-01
390,France,201408,1474883,Slovakia,2014-08-01
391,Germany,201408,1280432,Slovakia,2014-08-01
392,Ireland,201408,9093382,Slovakia,2014-08-01
393,Italy,201408,6611,Slovakia,2014-08-01
394,Lithuania,201408,8026,Slovakia,2014-08-01
395,Netherlands,201408,732366,Slovakia,2014-08-01
396,Poland,201408,612995,Slovakia,2014-08-01
397,Portugal,201408,12539,Slovakia,2014-08-01
398,Romania,201408,291120,Slovakia,2014-08-01
399,Sweden,201408,57756,Slovakia,2014-08-01
400,United Arab Emirates,201408,4543,Slovakia,2014-08-01
439,Belgium,201409,1209182,Slovakia,2014-09-01
440,Denmark,201409,2804709,Slovakia,2014-09-01
441,France,201409,1259777,Slovakia,2014-09-01
442,Germany,201409,1001417,Slovakia,2014-09-01
443,Ireland,201409,11583314,Slovakia,2014-09-01
444,Italy,201409,6478,Slovakia,2014-09-01
445,Latvia,201409,440,Slovakia,2014-09-01
446,Lithuania,201409,8857,Slovakia,2014-09-01
447,Netherlands,201409,591458,Slovakia,2014-09-01
448,Poland,201409,592643,Slovakia,2014-09-01
449,Portugal,201409,6708,Slovakia,2014-09-01
450,Romania,201409,213861,Slovakia,2014-09-01
451,United Arab Emirates,201409,5541,Slovakia,2014-09-01
485,Belgium,201410,954886,Slovakia,2014-10-01
486,Denmark,201410,2539499,Slovakia,2014-10-01
487,France,201410,1483422,Slovakia,2014-10-01
488,Germany,201410,1245985,Slovakia,2014-10-01
489,Ireland,201410,10370276,Slovakia,2014-10-01
490,Italy,201410,6568,Slovakia,2014-10-01
491,Lithuania,201410,9668,Slovakia,2014-10-01
492,Netherlands,201410,628061,Slovakia,2014-10-01
493,Poland,201410,796364,Slovakia,2014-10-01
494,Portugal,201410,14070,Slovakia,2014-10-01
495,Romania,201410,224332,Slovakia,2014-10-01
496,Sweden,201410,72922,Slovakia,2014-10-01
497,United Arab Emirates,201410,7046,Slovakia,2014-10-01
535,Belgium,201411,830868,Slovakia,2014-11-01
536,Denmark,201411,2531334,Slovakia,2014-11-01
537,France,201411,1720555,Slovakia,2014-11-01
538,Germany,201411,938146,Slovakia,2014-11-01
539,Ireland,201411,9939612,Slovakia,2014-11-01
540,Italy,201411,9087,Slovakia,2014-11-01
541,Latvia,201411,421,Slovakia,2014-11-01
542,Lithuania,201411,7123,Slovakia,2014-11-01
543,Netherlands,201411,635258,Slovakia,2014-11-01
544,Poland,201411,714463,Slovakia,2014-11-01
545,Portugal,201411,4843,Slovakia,2014-11-01
546,Romania,201411,216781,Slovakia,2014-11-01
547,Sweden,201411,67693,Slovakia,2014-11-01
548,United Arab Emirates,201411,1680,Slovakia,2014-11-01
592,Belgium,201412,693418,Slovakia,2014-12-01
593,Denmark,201412,2705409,Slovakia,2014-12-01
594,France,201412,1958660,Slovakia,2014-12-01
595,Germany,201412,1240925,Slovakia,2014-12-01
596,Ireland,201412,6956193,Slovakia,2014-12-01
597,Italy,201412,4637,Slovakia,2014-12-01
598,Lithuania,201412,5249,Slovakia,2014-12-01
599,Netherlands,201412,562979,Slovakia,2014-12-01
600,Poland,201412,689128,Slovakia,2014-12-01
601,Portugal,201412,44871,Slovakia,2014-12-01
602,Romania,201412,74990,Slovakia,2014-12-01
603,Sweden,201412,102384,Slovakia,2014-12-01
604,United Arab Emirates,201412,2572,Slovakia,2014-12-01
639,Belgium,201501,1417368,Slovakia,2015-01-01
640,Denmark,201501,2546926,Slovakia,2015-01-01
641,France,201501,1051717,Slovakia,2015-01-01
642,Germany,201501,632917,Slovakia,2015-01-01
643,Ireland,201501,6619690,Slovakia,2015-01-01
644,Italy,201501,5893,Slovakia,2015-01-01
645,Latvia,201501,683,Slovakia,2015-01-01
646,Lithuania,201501,15649,Slovakia,2015-01-01
647,Netherlands,201501,725724,Slovakia,2015-01-01
648,Poland,201501,795567,Slovakia,2015-01-01
649,Portugal,201501,27407,Slovakia,2015-01-01
650,Romania,201501,176081,Slovakia,2015-01-01
651,Spain,201501,15,Slovakia,2015-01-01
652,Sweden,201501,72453,Slovakia,2015-01-01
653,United Arab Emirates,201501,5811,Slovakia,2015-01-01
691,Belgium,201502,1108180,Slovakia,2015-02-01
692,Czechia,201502,48442,Slovakia,2015-02-01
693,Denmark,201502,2525242,Slovakia,2015-02-01
694,France,201502,1330504,Slovakia,2015-02-01
695,Germany,201502,653240,Slovakia,2015-02-01
696,Ireland,201502,4895736,Slovakia,2015-02-01
697,Italy,201502,8163,Slovakia,2015-02-01
698,Lithuania,201502,8523,Slovakia,2015-02-01
699,Netherlands,201502,766167,Slovakia,2015-02-01
700,Poland,201502,772974,Slovakia,2015-02-01
701,Portugal,201502,38184,Slovakia,2015-02-01
702,Romania,201502,185354,Slovakia,2015-02-01
703,Sweden,201502,64891,Slovakia,2015-02-01
704,United Arab Emirates,201502,4347,Slovakia,2015-02-01
742,Belgium,201503,1105367,Slovakia,2015-03-01
743,Denmark,201503,3365509,Slovakia,2015-03-01
744,France,201503,1414615,Slovakia,2015-03-01
745,Germany,201503,696441,Slovakia,2015-03-01
746,Ireland,201503,4762091,Slovakia,2015-03-01
747,Italy,201503,2262,Slovakia,2015-03-01
748,Lithuania,201503,13237,Slovakia,2015-03-01
749,Netherlands,201503,1506640,Slovakia,2015-03-01
750,Poland,201503,765055,Slovakia,2015-03-01
751,Portugal,201503,48868,Slovakia,2015-03-01
752,Romania,201503,187694,Slovakia,2015-03-01
753,Spain,201503,18,Slovakia,2015-03-01
