,partner,period,trade_value_usd,reporter,period_date
1595,Ireland,201606,5017834,Belarus,2016-06-01
1596,Italy,201606,4370,Belarus,2016-06-01
1597,Lithuania,201606,8165,Belarus,2016-06-01
1598,Netherlands,201606,226864,Belarus,2016-06-01
1599,Poland,201606,493496,Belarus,2016-06-01
1600,Portugal,201606,10801,Belarus,2016-06-01
1601,Romania,201606,39781,Belarus,2016-06-01
1602,Spain,201606,33,Belarus,2016-06-01
1603,Sweden,201606,99714,Belarus,2016-06-01
1604,United Arab Emirates,201606,11915,Belarus,2016-06-01
1650,Belgium,201607,689161,Belarus,2016-07-01
1651,Denmark,201607,2938370,Belarus,2016-07-01
1652,France,201607,1077872,Belarus,2016-07-01
1653,Germany,201607,538786,Belarus,2016-07-01
1654,Greece,201607,28855,Belarus,2016-07-01
1655,Ireland,201607,4603282,Belarus,2016-07-01
1656,Italy,201607,9534,Belarus,2016-07-01
1657,Lithuania,201607,8357,Belarus,2016-07-01
1658,Netherlands,201607,1769324,Belarus,2016-07-01
1659,Poland,201607,392444,Belarus,2016-07-01
1660,Portugal,201607,18049,Belarus,2016-07-01
1661,Romania,201607,20446,Belarus,2016-07-01
1662,Spain,201607,16,Belarus,2016-07-01
1663,Sweden,201607,67819,Belarus,2016-07-01
1664,United Arab Emirates,201607,2466,Belarus,2016-07-01
1709,Belgium,201608,2050089,Belarus,2016-08-01
1710,Denmark,201608,3235126,Belarus,2016-08-01
1711,France,201608,1166723,Belarus,2016-08-01
1712,Germany,201608,501679,Belarus,2016-08-01
1713,Greece,201608,16669,Belarus,2016-08-01
1714,Ireland,201608,5532418,Belarus,2016-08-01
1715,Italy,201608,21275,Belarus,2016-08-01
1716,Lithuania,201608,11285,Belarus,2016-08-01
1717,Netherlands,201608,1992314,Belarus,2016-08-01
1718,Poland,201608,468144,Belarus,2016-08-01
1719,Portugal,201608,11432,Belarus,2016-08-01
1720,Romania,201608,50657,Belarus,2016-08-01
1721,Spain,201608,4,Belarus,2016-08-01
1722,Sweden,201608,101936,Belarus,2016-08-01
1723,United Arab Emirates,201608,7309,Belarus,2016-08-01
1763,Belgium,201609,356950,Belarus,2016-09-01
1764,Denmark,201609,2946819,Belarus,2016-09-01
1765,France,201609,1239185,Belarus,2016-09-01
1766,Germany,201609,463894,Belarus,2016-09-01
1767,Greece,201609,22160,Belarus,2016-09-01
1768,Ireland,201609,6295147,Belarus,2016-09-01
1769,Italy,201609,7025,Belarus,2016-09-01
1770,Lithuania,201609,12453,Belarus,2016-09-01
1771,Luxembourg,201609,29001,Belarus,2016-09-01
1772,Netherlands,201609,436367,Belarus,2016-09-01
1773,Poland,201609,468797,Belarus,2016-09-01
1774,Portugal,201609,37052,Belarus,2016-09-01
1775,Romania,201609,157623,Belarus,2016-09-01
1776,Spain,201609,87,Belarus,2016-09-01
1777,Sweden,201609,75321,Belarus,2016-09-01
1778,United Arab Emirates,201609,6961,Belarus,2016-09-01
1819,Belgium,201610,539530,Belarus,2016-10-01
1820,Denmark,201610,3170170,Belarus,2016-10-01
1821,France,201610,1108313,Belarus,2016-10-01
1822,Germany,201610,651749,Belarus,2016-10-01
1823,Greece,201610,21607,Belarus,2016-10-01
1824,Hungary,201610,8119,Belarus,2016-10-01
1825,Ireland,201610,6334266,Belarus,2016-10-01
1826,Italy,201610,4386,Belarus,2016-10-01
1827,Lithuania,201610,12380,Belarus,2016-10-01
1828,Netherlands,201610,916780,Belarus,2016-10-01
1829,Poland,201610,489444,Belarus,2016-10-01
1830,Portugal,201610,24908,Belarus,2016-10-01
1831,Romania,201610,27401,Belarus,2016-10-01
1832,Spain,201610,148,Belarus,2016-10-01
1833,Sweden,201610,68698,Belarus,2016-10-01
1879,Belgium,201611,574515,Belarus,2016-11-01
1880,Denmark,201611,1910205,Belarus,2016-11-01
1881,France,201611,1282552,Belarus,2016-11-01
1882,Germany,201611,697619,Belarus,2016-11-01
1883,Greece,201611,13448,Belarus,2016-11-01
1884,Ireland,201611,5107802,Belarus,2016-11-01
1885,Italy,201611,5810,Belarus,2016-11-01
1886,Lithuania,201611,10361,Belarus,2016-11-01
1887,Netherlands,201611,1158567,Belarus,2016-11-01
1888,Poland,201611,609046,Belarus,2016-11-01
1889,Portugal,201611,33332,Belarus,2016-11-01
1890,Romania,201611,27439,Belarus,2016-11-01
1891,Spain,201611,51,Belarus,2016-11-01
1892,Sweden,201611,88174,Belarus,2016-11-01
1893,United Arab Emirates,201611,1729,Belarus,2016-11-01
1936,Belgium,201612,315305,Belarus,2016-12-01
1937,Denmark,201612,1308656,Belarus,2016-12-01
1938,France,201612,1608802,Belarus,2016-12-01
1939,Germany,201612,678048,Belarus,2016-12-01
1940,Greece,201612,16672,Belarus,2016-12-01
1941,Ireland,201612,2235586,Belarus,2016-12-01
1942,Italy,201612,12069,Belarus,2016-12-01
1943,Lithuania,201612,7960,Belarus,2016-12-01
1944,Netherlands,201612,603694,Belarus,2016-12-01
1945,Poland,201612,438404,Belarus,2016-12-01
1946,Portugal,201612,31551,Belarus,2016-12-01
1947,Romania,201612,53278,Belarus,2016-12-01
1948,Spain,201612,12919,Belarus,2016-12-01
1949,Sweden,201612,143261,Belarus,2016-12-01
1950,United Arab Emirates,201612,2064,Belarus,2016-12-01
38,Belgium,201401,4472349,Russian Federation,2014-01-01
39,Denmark,201401,2233438,Russian Federation,2014-01-01
40,France,201401,1522872,Russian Federation,2014-01-01
41,Germany,201401,1028700,Russian Federation,2014-01-01
42,Ireland,201401,10676138,Russian Federation,2014-01-01
43,Italy,201401,4685,Russian Federation,2014-01-01
44,Lithuania,201401,5629,Russian Federation,2014-01-01
45,Netherlands,201401,1087006,Russian Federation,2014-01-01
46,Poland,201401,660868,Russian Federation,2014-01-01
47,Portugal,201401,3662,Russian Federation,2014-01-01
48,Romania,201401,188706,Russian Federation,2014-01-01
49,Spain,201401,68,Russian Federation,2014-01-01
50,Sweden,201401,66625,Russian Federation,2014-01-01
88,Belgium,201402,1979879,Russian Federation,2014-02-01
89,Denmark,201402,2074297,Russian Federation,2014-02-01
90,Finland,201402,12,Russian Federation,2014-02-01
91,France,201402,1444455,Russian Federation,2014-02-01
92,Germany,201402,965310,Russian Federation,2014-02-01
93,Ireland,201402,10091544,Russian Federation,2014-02-01
94,Italy,201402,11570,Russian Federation,2014-02-01
95,Lithuania,201402,9331,Russian Federation,2014-02-01
96,Netherlands,201402,1234982,Russian Federation,2014-02-01
97,Poland,201402,589430,Russian Federation,2014-02-01
98,Portugal,201402,6203,Russian Federation,2014-02-01
99,Romania,201402,216168,Russian Federation,2014-02-01
100,Sweden,201402,58640,Russian Federation,2014-02-01
101,Ukraine,201402,3733,Russian Federation,2014-02-01
141,Belgium,201403,2258058,Russian Federation,2014-03-01
142,Czechia,201403,15874,Russian Federation,2014-03-01
143,Denmark,201403,2523620,Russian Federation,2014-03-01
144,France,201403,1414291,Russian Federation,2014-03-01
145,Germany,201403,904917,Russian Federation,2014-03-01
146,Ireland,201403,8843285,Russian Federation,2014-03-01
147,Italy,201403,4405,Russian Federation,2014-03-01
148,Lithuania,201403,5777,Russian Federation,2014-03-01
149,Netherlands,201403,1146653,Russian Federation,2014-03-01
150,Poland,201403,520111,Russian Federation,2014-03-01
151,Romania,201403,270248,Russian Federation,2014-03-01
152,Slovakia,201403,21069,Russian Federation,2014-03-01
153,Sweden,201403,55889,Russian Federation,2014-03-01
193,Belgium,201404,3258041,Russian Federation,2014-04-01
194,Denmark,201404,2453031,Russian Federation,2014-04-01
195,France,201404,1912257,Russian Federation,2014-04-01
196,Germany,201404,2356043,Russian Federation,2014-04-01
197,Ireland,201404,7453388,Russian Federation,2014-04-01
198,Italy,201404,3132,Russian Federation,2014-04-01
199,Latvia,201404,567,Russian Federation,2014-04-01
200,Lithuania,201404,9233,Russian Federation,2014-04-01
201,Netherlands,201404,628597,Russian Federation,2014-04-01
202,Poland,201404,913968,Russian Federation,2014-04-01
203,Portugal,201404,12755,Russian Federation,2014-04-01
204,Romania,201404,328091,Russian Federation,2014-04-01
205,Slovakia,201404,23112,Russian Federation,2014-04-01
206,Sweden,201404,80140,Russian Federation,2014-04-01
207,United Arab Emirates,201404,5499,Russian Federation,2014-04-01
208,USA,201404,2415,Russian Federation,2014-04-01
245,Belgium,201405,2707248,Russian Federation,2014-05-01
246,Denmark,201405,2311364,Russian Federation,2014-05-01
247,France,201405,1638838,Russian Federation,2014-05-01
248,Germany,201405,2199671,Russian Federation,2014-05-01
249,Ireland,201405,11065926,Russian Federation,2014-05-01
250,Italy,201405,9950,Russian Federation,2014-05-01
251,Lithuania,201405,9354,Russian Federation,2014-05-01
252,Netherlands,201405,664032,Russian Federation,2014-05-01
253,Poland,201405,716363,Russian Federation,2014-05-01
254,Portugal,201405,912,Russian Federation,2014-05-01
255,Romania,201405,225281,Russian Federation,2014-05-01
256,Slovakia,201405,45434,Russian Federation,2014-05-01
257,Sweden,201405,64547,Russian Federation,2014-05-01
258,United Arab Emirates,201405,6742,Russian Federation,2014-05-01
296,Belgium,201406,1346169,Russian Federation,2014-06-01
297,Denmark,201406,1972893,Russian Federation,2014-06-01
298,France,201406,1449614,Russian Federation,2014-06-01
299,Germany,201406,1856919,Russian Federation,2014-06-01
300,Ireland,201406,7597407,Russian Federation,2014-06-01
301,Italy,201406,8011,Russian Federation,2014-06-01
302,Latvia,201406,250,Russian Federation,2014-06-01
303,Lithuania,201406,7081,Russian Federation,2014-06-01
304,Netherlands,201406,846077,Russian Federation,2014-06-01
305,Poland,201406,653091,Russian Federation,2014-06-01
306,Portugal,201406,10212,Russian Federation,2014-06-01
307,Romania,201406,212888,Russian Federation,2014-06-01
308,Sweden,201406,61816,Russian Federation,2014-06-01
345,Belgium,201407,1417956,Russian Federation,2014-07-01
346,Czechia,201407,60529,Russian Federation,2014-07-01
347,Denmark,201407,2978905,Russian Federation,2014-07-01
348,France,201407,2096771,Russian Federation,2014-07-01
349,Germany,201407,1817270,Russian Federation,2014-07-01
350,Ireland,201407,7709174,Russian Federation,2014-07-01
351,Italy,201407,6194,Russian Federation,2014-07-01
352,Lithuania,201407,7836,Russian Federation,2014-07-01
353,Netherlands,201407,1920054,Russian Federation,2014-07-01
354,Poland,201407,775151,Russian Federation,2014-07-01
355,Portugal,201407,8690,Russian Federation,2014-07-01
356,Romania,201407,243713,Russian Federation,2014-07-01
357,Sweden,201407,81222,Russian Federation,2014-07-01
358,United Arab Emirates,201407,4644,Russian Federation,2014-07-01
388,Belgium,201408,1055282,Russian Federation,2014-08-01
389,Denmark,201408,2304108,Russian Federation,2014-08-01
390,France,201408,1474883,Russian Federation,2014-08-01
391,Germany,201408,1280432,Russian Federation,2014-08-01
392,Ireland,201408,9093382,Russian Federation,2014-08-01
393,Italy,201408,6611,Russian Federation,2014-08-01
394,Lithuania,201408,8026,Russian Federation,2014-08-01
395,Netherlands,201408,732366,Russian Federation,2014-08-01
396,Poland,201408,612995,Russian Federation,2014-08-01
397,Portugal,201408,12539,Russian Federation,2014-08-01
398,Romania,201408,291120,Russian Federation,2014-08-01
399,Sweden,201408,57756,Russian Federation,2014-08-01
400,United Arab Emirates,201408,4543,Russian Federation,2014-08-01
439,Belgium,201409,1209182,Russian Federation,2014-09-01
440,Denmark,201409,2804709,Russian Federation,2014-09-01
441,France,201409,1259777,Russian Federation,2014-09-01
442,Germany,201409,1001417,Russian Federation,2014-09-01
443,Ireland,201409,11583314,Russian Federation,2014-09-01
444,Italy,201409,6478,Russian Federation,2014-09-01
445,Latvia,201409,440,Russian Federation,2014-09-01
446,Lithuania,201409,8857,Russian Federation,2014-09-01
447,Netherlands,201409,591458,Russian Federation,2014-09-01
448,Poland,201409,592643,Russian Federation,2014-09-01
449,Portugal,201409,6708,Russian Federation,2014-09-01
450,Romania,201409,213861,Russian Federation,2014-09-01
451,United Arab Emirates,201409,5541,Russian Federation,2014-09-01
485,Belgium,201410,954886,Russian Federation,2014-10-01
486,Denmark,201410,2539499,Russian Federation,2014-10-01
487,France,201410,1483422,Russian Federation,2014-10-01
488,Germany,201410,1245985,Russian Federation,2014-10-01
489,Ireland,201410,10370276,Russian Federation,2014-10-01
490,Italy,201410,6568,Russian Federation,2014-10-01
491,Lithuania,201410,9668,Russian Federation,2014-10-01
492,Netherlands,201410,628061,Russian Federation,2014-10-01
493,Poland,201410,796364,Russian Federation,2014-10-01
494,Portugal,201410,14070,Russian Federation,2014-10-01
495,Romania,201410,224332,Russian Federation,2014-10-01
496,Sweden,201410,72922,Russian Federation,2014-10-01
497,United Arab Emirates,201410,7046,Russian Federation,2014-10-01
535,Belgium,201411,830868,Russian Federation,2014-11-01
536,Denmark,201411,2531334,Russian Federation,2014-11-01
537,France,201411,1720555,Russian Federation,2014-11-01
538,Germany,201411,938146,Russian Federation,2014-11-01
539,Ireland,201411,9939612,Russian Federation,2014-11-01
540,Italy,201411,9087,Russian Federation,2014-11-01
541,Latvia,201411,421,Russian Federation,2014-11-01
542,Lithuania,201411,7123,Russian Federation,2014-11-01
543,Netherlands,201411,635258,Russian Federation,2014-11-01
544,Poland,201411,714463,Russian Federation,2014-11-01
545,Portugal,201411,4843,Russian Federation,2014-11-01
546,Romania,201411,216781,Russian Federation,2014-11-01
547,Sweden,201411,67693,Russian Federation,2014-11-01
548,United Arab Emirates,201411,1680,Russian Federation,2014-11-01
592,Belgium,201412,693418,Russian Federation,2014-12-01
593,Denmark,201412,2705409,Russian Federation,2014-12-01
594,France,201412,1958660,Russian Federation,2014-12-01
595,Germany,201412,1240925,Russian Federation,2014-12-01
596,Ireland,201412,6956193,Russian Federation,2014-12-01
597,Italy,201412,4637,Russian Federation,2014-12-01
598,Lithuania,201412,5249,Russian Federation,2014-12-01
599,Netherlands,201412,562979,Russian Federation,2014-12-01
600,Poland,201412,689128,Russian Federation,2014-12-01
601,Portugal,201412,44871,Russian Federation,2014-12-01
602,Romania,201412,74990,Russian Federation,2014-12-01
603,Sweden,201412,102384,Russian Federation,2014-12-01
604,United Arab Emirates,201412,2572,Russian Federation,2014-12-01
639,Belgium,201501,1417368,Russian Federation,2015-01-01
640,Denmark,201501,2546926,Russian Federation,2015-01-01
641,France,201501,1051717,Russian Federation,2015-01-01
642,Germany,201501,632917,Russian Federation,2015-01-01
643,Ireland,201501,6619690,Russian Federation,2015-01-01
644,Italy,201501,5893,Russian Federation,2015-01-01
645,Latvia,201501,683,Russian Federation,2015-01-01
646,Lithuania,201501,15649,Russian Federation,2015-01-01
647,Netherlands,201501,725724,Russian Federation,2015-01-01
648,Poland,201501,795567,Russian Federation,2015-01-01
649,Portugal,201501,27407,Russian Federation,2015-01-01
650,Romania,201501,176081,Russian Federation,2015-01-01
651,Spain,201501,15,Russian Federation,2015-01-01
652,Sweden,201501,72453,Russian Federation,2015-01-01
653,United Arab Emirates,201501,5811,Russian Federation,2015-01-01
691,Belgium,201502,1108180,Russian Federation,2015-02-01
692,Czechia,201502,48442,Russian Federation,2015-02-01
693,Denmark,201502,2525242,Russian Federation,2015-02-01
694,France,201502,1330504,Russian Federation,2015-02-01
695,Germany,201502,653240,Russian Federation,2015-02-01
696,Ireland,201502,4895736,Russian Federation,2015-02-01
697,Italy,201502,8163,Russian Federation,2015-02-01
698,Lithuania,201502,8523,Russian Federation,2015-02-01
699,Netherlands,201502,766167,Russian Federation,2015-02-01
700,Poland,201502,772974,Russian Federation,2015-02-01
701,Portugal,201502,38184,Russian Federation,2015-02-01
702,Romania,201502,185354,Russian Federation,2015-02-01
703,Sweden,201502,64891,Russian Federation,2015-02-01
704,United Arab Emirates,201502,4347,Russian Federation,2015-02-01
742,Belgium,201503,1105367,Russian Federation,2015-03-01
743,Denmark,201503,3365509,Russian Federation,2015-03-01
744,France,201503,1414615,Russian Federation,2015-03-01
745,Germany,201503,696441,Russian Federation,2015-03-01
746,Ireland,201503,4762091,Russian Federation,2015-03-01
747,Italy,201503,2262,Russian Federation,2015-03-01
748,Lithuania,201503,13237,Russian Federation,2015-03-01
749,Netherlands,201503,1506640,Russian Federation,2015-03-01
750,Poland,201503,765055,Russian Federation,2015-03-01
751,Portugal,201503,48868,Russian Federation,2015-03-01
752,Romania,201503,187694,Russian Federation,2015-03-01
753,Spain,201503,18,Russian Federation,2015-03-01
754,Sweden,201503,75952,Russian Federation,2015-03-01
755,United Arab Emirates,201503,6875,Russian Federation,2015-03-01
798,Belgium,201504,861220,Russian Federation,2015-04-01
799,Czechia,201504,75,Russian Federation,2015-04-01
800,Denmark,201504,2447975,Russian Federation,2015-04-01
801,France,201504,1112012,Russian Federation,2015-04-01
802,Germany,201504,620002,Russian Federation,2015-04-01
803,Hungary,201504,1145,Russian Federation,2015-04-01
804,Ireland,201504,8454005,Russian Federation,2015-04-01
805,Italy,201504,7575,Russian Federation,2015-04-01
806,Lithuania,201504,10977,Russian Federation,2015-04-01
807,Netherlands,201504,587965,Russian Federation,2015-04-01
808,Poland,201504,657534,Russian Federation,2015-04-01
809,Portugal,201504,20116,Russian Federation,2015-04-01
810,Romania,201504,184715,Russian Federation,2015-04-01
811,Spain,201504,25904,Russian Federation,2015-04-01
812,Sweden,201504,77072,Russian Federation,2015-04-01
813,United Arab Emirates,201504,5831,Russian Federation,2015-04-01
854,Belgium,201505,657685,Russian Federation,2015-05-01
855,Czechia,201505,232,Russian Federation,2015-05-01
856,Denmark,201505,2459139,Russian Federation,2015-05-01
857,France,201505,1114603,Russian Federation,2015-05-01
858,Germany,201505,645384,Russian Federation,2015-05-01
859,Hungary,201505,288,Russian Federation,2015-05-01
860,Ireland,201505,7622400,Russian Federation,2015-05-01
861,Italy,201505,7283,Russian Federation,2015-05-01
862,Lithuania,201505,11781,Russian Federation,2015-05-01
863,Netherlands,201505,943269,Russian Federation,2015-05-01
864,Poland,201505,658990,Russian Federation,2015-05-01
865,Portugal,201505,50539,Russian Federation,2015-05-01
866,Romania,201505,249387,Russian Federation,2015-05-01
867,Sweden,201505,72073,Russian Federation,2015-05-01
868,United Arab Emirates,201505,4361,Russian Federation,2015-05-01
914,Austria,201506,19724,Russian Federation,2015-06-01
915,Belgium,201506,845534,Russian Federation,2015-06-01
916,Czechia,201506,100,Russian Federation,2015-06-01
917,Denmark,201506,3505316,Russian Federation,2015-06-01
918,France,201506,1465829,Russian Federation,2015-06-01
919,Germany,201506,844478,Russian Federation,2015-06-01
920,Hungary,201506,95,Russian Federation,2015-06-01
921,Ireland,201506,8081949,Russian Federation,2015-06-01
922,Italy,201506,6238,Russian Federation,2015-06-01
923,Lithuania,201506,15295,Russian Federation,2015-06-01
924,Netherlands,201506,991199,Russian Federation,2015-06-01
925,Poland,201506,690630,Russian Federation,2015-06-01
926,Portugal,201506,11671,Russian Federation,2015-06-01
927,Romania,201506,211131,Russian Federation,2015-06-01
928,Spain,201506,3,Russian Federation,2015-06-01
929,Sweden,201506,73396,Russian Federation,2015-06-01
930,United Arab Emirates,201506,10355,Russian Federation,2015-06-01
971,Belgium,201507,495677,Russian Federation,2015-07-01
972,Denmark,201507,2670972,Russian Federation,2015-07-01
973,France,201507,1402704,Russian Federation,2015-07-01
974,Germany,201507,938409,Russian Federation,2015-07-01
975,Hungary,201507,394,Russian Federation,2015-07-01
976,Ireland,201507,7947925,Russian Federation,2015-07-01
977,Italy,201507,9969,Russian Federation,2015-07-01
978,Lithuania,201507,13440,Russian Federation,2015-07-01
979,Netherlands,201507,665452,Russian Federation,2015-07-01
980,Poland,201507,792611,Russian Federation,2015-07-01
981,Portugal,201507,10630,Russian Federation,2015-07-01
982,Romania,201507,209893,Russian Federation,2015-07-01
983,Spain,201507,3,Russian Federation,2015-07-01
984,Sweden,201507,90328,Russian Federation,2015-07-01
985,United Arab Emirates,201507,9311,Russian Federation,2015-07-01
1030,Belgium,201508,523085,Russian Federation,2015-08-01
1031,Czechia,201508,44322,Russian Federation,2015-08-01
1032,Denmark,201508,2703235,Russian Federation,2015-08-01
1033,France,201508,1521801,Russian Federation,2015-08-01
1034,Germany,201508,1049439,Russian Federation,2015-08-01
1035,Ireland,201508,7557977,Russian Federation,2015-08-01
1036,Italy,201508,3581,Russian Federation,2015-08-01
1037,Lithuania,201508,6022,Russian Federation,2015-08-01
